ablation_id,case_id,center,modality_group,t2_present,metric_name,class_id,proposal_threshold,proposal_recall,proposal_precision,lesion_wise_recall,proposal_component_count,proposal_small_fp_count,proposal_remote_fp_count,pred_component_count,pred_remote_fp_count,roi_mean,roi_max,crop_mask_volume_ratio,residual_abs_mean
m3_trained,Case3004,CenterC,C0+LGE+T2,True,myops_scar,5,0.5,0.3860705073086844,0.10798460798460799,1.0,90,65,84,71,66,0.0014674188569188118,0.5001077055931091,1.0,6.684121608734131
m3_trained,Case3004,CenterC,C0+LGE+T2,True,myops_edema,4,0.5,0.5162832387212429,0.053188869736518096,0.5,492,327,458,370,347,0.0031620364170521498,0.3521881401538849,1.0,3.496885061264038
m3_trained,Case3012,CenterC,C0+LGE+T2,True,myops_scar,5,0.5,0.29524485450674237,0.11015490533562823,1.0,91,70,84,81,79,0.0017806716496124864,0.40141457319259644,1.0,6.625460147857666
m3_trained,Case3012,CenterC,C0+LGE+T2,True,myops_edema,4,0.5,0.49266862170087977,0.0646734248684717,0.3333333333333333,408,285,374,338,305,0.0036605901550501585,0.4568926990032196,1.0,3.4655332565307617
m3_trained,Case3023,CenterC,C0+LGE+T2,True,myops_scar,5,0.5,0.4129198966408269,0.495350278983261,1.0,21,13,17,19,18,0.0016741097206249833,0.5228249430656433,0.9916839916839917,8.230311393737793
m3_trained,Case3023,CenterC,C0+LGE+T2,True,myops_edema,4,0.5,0.0,0.0,0.0,255,161,247,237,220,0.002972632646560669,0.4307186007499695,1.0,3.3350915908813477
m3_trained,Case3038,CenterC,C0+LGE+T2,True,myops_scar,5,0.5,0.2862008220786847,0.8175109023817511,1.0,20,6,4,9,5,0.0007039521005935967,0.18202708661556244,0.9940944881889764,7.705589771270752
m3_trained,Case3038,CenterC,C0+LGE+T2,True,myops_edema,4,0.5,0.5337539432176656,0.04326923076923077,0.030303030303030304,202,120,176,186,155,0.0015558743616566062,0.22335711121559143,1.0,2.976720094680786
m3_trained,Case5005,CenterE,C0+LGE,False,myops_scar,5,0.5,0.39677708146821844,0.670499243570348,1.0,31,23,19,25,15,0.009114793501794338,0.8792940378189087,1.0,5.985601902008057
m3_trained,Case5005,CenterE,C0+LGE,False,myops_edema,4,0.5,,,,0,0,0,0,0,0.0003107691591139883,0.0059949420392513275,0.0,0.0
m3_trained,Case7005,CenterG,C0+LGE,False,myops_scar,5,0.5,,0.0,,22,14,22,18,18,0.007140452042222023,0.5082805156707764,1.0,7.269071578979492
m3_trained,Case7005,CenterG,C0+LGE,False,myops_edema,4,0.5,,,,0,0,0,0,0,0.0005133773083798587,0.005919308867305517,0.0,0.0
m3_trained,Case8011,CenterH,LGE-only,False,myops_scar,5,0.5,0.14121037463976946,0.18631178707224336,0.25,14,11,7,16,7,0.00013387907529249787,0.1323997676372528,0.23274739583333334,1.5284391641616821
m3_trained,Case8011,CenterH,LGE-only,False,myops_edema,4,0.5,,,,0,0,0,0,0,0.00011936769442399964,0.0033383811824023724,0.0,0.0
closed_gate_identity,Case1029,,,,myops_scar,,,,,,,,,,,,,,
closed_gate_identity,Case1029,,,,myops_edema,,,,,,,,,,,,,,
closed_gate_identity,Case1045,,,,myops_scar,,,,,,,,,,,,,,
closed_gate_identity,Case1045,,,,myops_edema,,,,,,,,,,,,,,
closed_gate_identity,Case2002,,,,myops_scar,,,,,,,,,,,,,,
closed_gate_identity,Case2002,,,,myops_edema,,,,,,,,,,,,,,
closed_gate_identity,Case2008,,,,myops_scar,,,,,,,,,,,,,,
closed_gate_identity,Case2008,,,,myops_edema,,,,,,,,,,,,,,
closed_gate_identity,Case2031,,,,myops_scar,,,,,,,,,,,,,,
closed_gate_identity,Case2031,,,,myops_edema,,,,,,,,,,,,,,
closed_gate_identity,Case3004,,,,myops_scar,,,,,,,,,,,,,,
closed_gate_identity,Case3004,,,,myops_edema,,,,,,,,,,,,,,
closed_gate_identity,Case3012,,,,myops_scar,,,,,,,,,,,,,,
closed_gate_identity,Case3012,,,,myops_edema,,,,,,,,,,,,,,
closed_gate_identity,Case3023,,,,myops_scar,,,,,,,,,,,,,,
closed_gate_identity,Case3023,,,,myops_edema,,,,,,,,,,,,,,
closed_gate_identity,Case3038,,,,myops_scar,,,,,,,,,,,,,,
closed_gate_identity,Case3038,,,,myops_edema,,,,,,,,,,,,,,
closed_gate_identity,Case5005,,,,myops_scar,,,,,,,,,,,,,,
closed_gate_identity,Case5005,,,,myops_edema,,,,,,,,,,,,,,
closed_gate_identity,Case7005,,,,myops_scar,,,,,,,,,,,,,,
closed_gate_identity,Case7005,,,,myops_edema,,,,,,,,,,,,,,
closed_gate_identity,Case8011,,,,myops_scar,,,,,,,,,,,,,,
closed_gate_identity,Case8011,,,,myops_edema,,,,,,,,,,,,,,
residual_zero_gate_measured,Case1029,CenterA,LGE-only,False,myops_scar,5,0.5,0.864957264957265,0.02530506101220244,1.0,102,74,75,12,4,0.012325196526944637,0.8772355914115906,0.5081787109375,3.101428270339966
residual_zero_gate_measured,Case1029,CenterA,LGE-only,False,myops_edema,4,0.5,,,,0,0,0,0,0,0.00022475933656096458,0.005986067000776529,0.0,0.0
residual_zero_gate_measured,Case1045,CenterA,LGE-only,False,myops_scar,5,0.5,0.239247311827957,0.11596091205211727,0.5714285714285714,33,22,2,7,2,0.004637501668184996,0.692459225654602,0.1697540283203125,1.1823573112487793
residual_zero_gate_measured,Case1045,CenterA,LGE-only,False,myops_edema,4,0.5,,,,0,0,0,0,0,0.0001878371404018253,0.0059114317409694195,0.0,0.0
residual_zero_gate_measured,Case2002,CenterB,C0+LGE+T2,True,myops_scar,5,0.5,0.4649298597194389,0.31120053655264923,1.0,23,16,16,5,0,0.007383651100099087,0.719795286655426,1.0,7.234425067901611
residual_zero_gate_measured,Case2002,CenterB,C0+LGE+T2,True,myops_edema,4,0.5,0.3720159151193634,0.07834101382488479,0.4,167,110,144,5,0,0.015571178868412971,0.7162891626358032,1.0,3.652545690536499
residual_zero_gate_measured,Case2008,CenterB,C0+LGE+T2,True,myops_scar,5,0.5,0.3188976377952756,0.31486880466472306,1.0,28,19,19,1,0,0.00972706638276577,0.7322428822517395,0.34367488110678773,2.436732530593872
residual_zero_gate_measured,Case2008,CenterB,C0+LGE+T2,True,myops_edema,4,0.5,0.501526505689703,0.186712130605497,0.4,121,80,95,5,0,0.01870490424335003,0.7514747977256775,1.0,3.615800380706787
residual_zero_gate_measured,Case2031,CenterB,C0+LGE+T2,True,myops_scar,5,0.5,0.6585648148148148,0.5800203873598369,1.0,11,5,6,2,0,0.010024133138358593,0.8347235321998596,0.3808684607446217,3.1423563957214355
residual_zero_gate_measured,Case2031,CenterB,C0+LGE+T2,True,myops_edema,4,0.5,0.07166123778501629,0.0030500485234992375,0.23076923076923078,122,74,95,16,0,0.016652541235089302,0.6808422207832336,1.0,3.6035897731781006
residual_zero_gate_measured,Case3004,CenterC,C0+LGE+T2,True,myops_scar,5,0.5,0.3860705073086844,0.10798460798460799,1.0,90,65,84,1,0,0.0014674188569188118,0.5001077055931091,1.0,6.684121608734131
residual_zero_gate_measured,Case3004,CenterC,C0+LGE+T2,True,myops_edema,4,0.5,0.5162832387212429,0.053188869736518096,0.5,492,327,458,4,0,0.0031620364170521498,0.3521881401538849,1.0,3.496885061264038
residual_zero_gate_measured,Case3012,CenterC,C0+LGE+T2,True,myops_scar,5,0.5,0.29524485450674237,0.11015490533562823,1.0,91,70,84,2,1,0.0017806716496124864,0.40141457319259644,1.0,6.625460147857666
residual_zero_gate_measured,Case3012,CenterC,C0+LGE+T2,True,myops_edema,4,0.5,0.49266862170087977,0.0646734248684717,0.3333333333333333,408,285,374,18,0,0.0036605901550501585,0.4568926990032196,1.0,3.4655332565307617
residual_zero_gate_measured,Case3023,CenterC,C0+LGE+T2,True,myops_scar,5,0.5,0.4129198966408269,0.495350278983261,1.0,21,13,17,2,1,0.0016741097206249833,0.5228249430656433,0.9916839916839917,8.230311393737793
residual_zero_gate_measured,Case3023,CenterC,C0+LGE+T2,True,myops_edema,4,0.5,0.0,0.0,0.0,255,161,247,13,1,0.002972632646560669,0.4307186007499695,1.0,3.3350915908813477
residual_zero_gate_measured,Case3038,CenterC,C0+LGE+T2,True,myops_scar,5,0.5,0.2862008220786847,0.8175109023817511,1.0,20,6,4,1,0,0.0007039521005935967,0.18202708661556244,0.9940944881889764,7.705589771270752
residual_zero_gate_measured,Case3038,CenterC,C0+LGE+T2,True,myops_edema,4,0.5,0.5337539432176656,0.04326923076923077,0.030303030303030304,202,120,176,12,0,0.0015558743616566062,0.22335711121559143,1.0,2.976720094680786
residual_zero_gate_measured,Case5005,CenterE,C0+LGE,False,myops_scar,5,0.5,0.39677708146821844,0.670499243570348,1.0,31,23,19,1,0,0.009114793501794338,0.8792940378189087,1.0,5.985601902008057
residual_zero_gate_measured,Case5005,CenterE,C0+LGE,False,myops_edema,4,0.5,,,,0,0,0,0,0,0.0003107691591139883,0.0059949420392513275,0.0,0.0
residual_zero_gate_measured,Case7005,CenterG,C0+LGE,False,myops_scar,5,0.5,,0.0,,22,14,22,7,7,0.007140452042222023,0.5082805156707764,1.0,7.269071578979492
residual_zero_gate_measured,Case7005,CenterG,C0+LGE,False,myops_edema,4,0.5,,,,0,0,0,0,0,0.0005133773083798587,0.005919308867305517,0.0,0.0
residual_zero_gate_measured,Case8011,CenterH,LGE-only,False,myops_scar,5,0.5,0.14121037463976946,0.18631178707224336,0.25,14,11,7,3,0,0.00013387907529249787,0.1323997676372528,0.23274739583333334,1.5284391641616821
residual_zero_gate_measured,Case8011,CenterH,LGE-only,False,myops_edema,4,0.5,,,,0,0,0,0,0,0.00011936769442399964,0.0033383811824023724,0.0,0.0
no_nnunet_anchor,Case1029,CenterA,LGE-only,False,myops_scar,5,0.5,0.015384615384615385,0.000347316018986609,0.25,129,101,104,100,78,0.018405940383672714,0.6677407622337341,0.749603271484375,4.900641918182373
no_nnunet_anchor,Case1029,CenterA,LGE-only,False,myops_edema,4,0.5,,,,0,0,0,0,0,0.00041263006278313696,0.005995691288262606,0.0,0.0
no_nnunet_anchor,Case1045,CenterA,LGE-only,False,myops_scar,5,0.5,0.3810483870967742,0.11009708737864078,0.14285714285714285,40,22,3,36,2,0.009666948579251766,0.6147926449775696,0.3465576171875,2.466733932495117
no_nnunet_anchor,Case1045,CenterA,LGE-only,False,myops_edema,4,0.5,,,,0,0,0,0,0,0.00029580574482679367,0.005997553467750549,0.0,0.0
no_nnunet_anchor,Case2002,CenterB,C0+LGE+T2,True,myops_scar,5,0.5,0.09919839679358718,0.08556611927398444,1.0,39,27,33,29,24,0.011969833634793758,0.5675171613693237,1.0,8.262313842773438
no_nnunet_anchor,Case2002,CenterB,C0+LGE+T2,True,myops_edema,4,0.5,0.11206896551724138,0.02720103009818123,0.2,171,111,144,126,106,0.024355940520763397,0.6012334227561951,1.0,4.051268577575684
no_nnunet_anchor,Case2008,CenterB,C0+LGE+T2,True,myops_scar,5,0.5,0.0,0.0,0.0,24,17,15,18,12,0.011928625404834747,0.5895979404449463,0.7732295719844358,6.6727800369262695
no_nnunet_anchor,Case2008,CenterB,C0+LGE+T2,True,myops_edema,4,0.5,0.37690813211212876,0.1490178865357182,0.2,133,89,102,103,84,0.025068091228604317,0.6295313239097595,1.0,3.853358745574951
no_nnunet_anchor,Case2031,CenterB,C0+LGE+T2,True,myops_scar,5,0.5,0.0,0.0,0.0,8,4,5,6,5,0.011735049076378345,0.5830586552619934,0.25761689291101053,2.7426576614379883
no_nnunet_anchor,Case2031,CenterB,C0+LGE+T2,True,myops_edema,4,0.5,0.0,0.0,0.0,121,75,97,91,69,0.026281198486685753,0.6266762614250183,1.0,3.7866687774658203
no_nnunet_anchor,Case3004,CenterC,C0+LGE+T2,True,myops_scar,5,0.5,0.09286328460877043,0.010580973841481336,1.0,147,106,139,125,116,0.004991362802684307,0.5529441833496094,1.0,7.818562030792236
no_nnunet_anchor,Case3004,CenterC,C0+LGE+T2,True,myops_edema,4,0.5,0.3143113235733493,0.03157073404957686,0.35714285714285715,494,316,448,364,335,0.007128593046218157,0.5349804759025574,1.0,3.86462664604187
no_nnunet_anchor,Case3012,CenterC,C0+LGE+T2,True,myops_scar,5,0.5,0.0,0.0,0.0,108,75,106,86,84,0.006876281462609768,0.5292421579360962,1.0,7.9963908195495605
no_nnunet_anchor,Case3012,CenterC,C0+LGE+T2,True,myops_edema,4,0.5,0.26759530791788855,0.03485928944352477,0.16666666666666666,425,290,395,354,333,0.008486856706440449,0.5563141703605652,1.0,3.798567295074463
no_nnunet_anchor,Case3023,CenterC,C0+LGE+T2,True,myops_scar,5,0.5,0.06046511627906977,0.016861219195849545,1.0,169,147,165,167,164,0.00566247059032321,0.5073856711387634,1.0,9.438186645507812
no_nnunet_anchor,Case3023,CenterC,C0+LGE+T2,True,myops_edema,4,0.5,0.0,0.0,0.0,264,167,254,217,211,0.00968509167432785,0.548602819442749,1.0,3.583096504211426
no_nnunet_anchor,Case3038,CenterC,C0+LGE+T2,True,myops_scar,5,0.5,0.002231356429829712,0.0059226932668329174,1.0,46,27,41,43,38,0.0020591190550476313,0.42273274064064026,0.9980314960629921,9.217692375183105
no_nnunet_anchor,Case3038,CenterC,C0+LGE+T2,True,myops_edema,4,0.5,0.32365930599369086,0.025882946518668012,0.030303030303030304,226,136,192,187,156,0.003861358156427741,0.4755389988422394,1.0,3.3167192935943604
no_nnunet_anchor,Case5005,CenterE,C0+LGE,False,myops_scar,5,0.5,0.028111011638316922,0.14510166358595195,1.0,40,21,18,29,10,0.007406433578580618,0.5960779786109924,1.0,7.834117412567139
no_nnunet_anchor,Case5005,CenterE,C0+LGE,False,myops_edema,4,0.5,,,,0,0,0,0,0,0.0003962342452723533,0.005992249585688114,0.0,0.0
no_nnunet_anchor,Case7005,CenterG,C0+LGE,False,myops_scar,5,0.5,,0.0,,33,23,33,25,25,0.009200012311339378,0.5577355623245239,1.0,7.589111328125
no_nnunet_anchor,Case7005,CenterG,C0+LGE,False,myops_edema,4,0.5,,,,0,0,0,0,0,0.0005872098845429718,0.0059492094442248344,0.0,0.0
no_nnunet_anchor,Case8011,CenterH,LGE-only,False,myops_scar,5,0.5,0.025936599423631124,0.01070154577883472,0.25,46,34,33,37,27,0.004701243247836828,0.5750135183334351,0.7239583333333334,5.137237071990967
no_nnunet_anchor,Case8011,CenterH,LGE-only,False,myops_edema,4,0.5,,,,0,0,0,0,0,0.00035431396099738777,0.00571410171687603,0.0,0.0
deterministic_prototypes,Case1029,CenterA,LGE-only,False,myops_scar,5,0.5,0.8495726495726496,0.02929388188140988,1.0,119,89,84,111,84,0.01160992868244648,0.8764718174934387,0.454833984375,2.9384124279022217
deterministic_prototypes,Case1029,CenterA,LGE-only,False,myops_edema,4,0.5,,,,0,0,0,0,0,0.00022475933656096458,0.005986067000776529,0.0,0.0
deterministic_prototypes,Case1045,CenterA,LGE-only,False,myops_scar,5,0.5,0.22446236559139784,0.12787136294027565,0.5714285714285714,30,19,2,30,2,0.004324331879615784,0.6898180246353149,0.10809326171875,0.8295371532440186
deterministic_prototypes,Case1045,CenterA,LGE-only,False,myops_edema,4,0.5,,,,0,0,0,0,0,0.0001878371404018253,0.0059114317409694195,0.0,0.0
deterministic_prototypes,Case2002,CenterB,C0+LGE+T2,True,myops_scar,5,0.5,0.5060120240480962,0.33465871438038436,1.0,24,17,16,20,13,0.00736482348293066,0.7198346853256226,0.8924302788844621,6.518318176269531
deterministic_prototypes,Case2002,CenterB,C0+LGE+T2,True,myops_edema,4,0.5,0.5242042440318302,0.10774158375357776,0.4,163,112,144,132,118,0.01576787792146206,0.7197062969207764,1.0,3.470816135406494
deterministic_prototypes,Case2008,CenterB,C0+LGE+T2,True,myops_scar,5,0.5,0.5954724409448819,0.4625382262996942,1.0,25,16,18,20,14,0.009851551614701748,0.7444496750831604,0.34367488110678773,2.387417793273926
deterministic_prototypes,Case2008,CenterB,C0+LGE+T2,True,myops_edema,4,0.5,0.556203164029975,0.20683249045309113,0.6,115,73,91,101,82,0.018764952197670937,0.7531886696815491,1.0,3.458087682723999
deterministic_prototypes,Case2031,CenterB,C0+LGE+T2,True,myops_scar,5,0.5,0.7546296296296297,0.6133584195672624,1.0,8,3,4,9,4,0.010210560634732246,0.8455491662025452,0.2720489005318727,2.2309625148773193
deterministic_prototypes,Case2031,CenterB,C0+LGE+T2,True,myops_edema,4,0.5,0.17263843648208468,0.0075477072059242385,0.23076923076923078,123,73,100,111,85,0.016615357249975204,0.6858481168746948,1.0,3.4471137523651123
deterministic_prototypes,Case3004,CenterC,C0+LGE+T2,True,myops_scar,5,0.5,0.4445399828030954,0.14295589658509608,1.0,80,62,77,73,68,0.0014216237468644977,0.4967813789844513,1.0,6.631198406219482
deterministic_prototypes,Case3004,CenterC,C0+LGE+T2,True,myops_edema,4,0.5,0.5404840155363012,0.05732484076433121,0.5,489,329,455,380,354,0.0031467510852962732,0.3513069450855255,1.0,3.3131253719329834
deterministic_prototypes,Case3012,CenterC,C0+LGE+T2,True,myops_scar,5,0.5,0.47977288857345635,0.21916031771762037,1.0,65,48,63,59,57,0.00173189549241215,0.4126420319080353,1.0,6.539771556854248
deterministic_prototypes,Case3012,CenterC,C0+LGE+T2,True,myops_edema,4,0.5,0.512218963831867,0.06876189226428712,0.3333333333333333,399,274,357,340,303,0.003666113130748272,0.45887476205825806,1.0,3.2935714721679688
deterministic_prototypes,Case3023,CenterC,C0+LGE+T2,True,myops_scar,5,0.5,0.48527131782945737,0.5150850246845858,1.0,14,7,10,12,11,0.0016326883342117071,0.5533073544502258,0.9896136701982213,7.836530685424805
deterministic_prototypes,Case3023,CenterC,C0+LGE+T2,True,myops_edema,4,0.5,0.060209424083769635,0.0019397006114273666,0.4,251,154,237,232,214,0.002979077398777008,0.43021637201309204,1.0,3.1419131755828857
deterministic_prototypes,Case3038,CenterC,C0+LGE+T2,True,myops_scar,5,0.5,0.38672930123311805,0.8244867300951427,1.0,11,4,2,7,3,0.0006547635421156883,0.17911897599697113,0.9921259842519685,7.291901588439941
deterministic_prototypes,Case3038,CenterC,C0+LGE+T2,True,myops_edema,4,0.5,0.5287066246056782,0.04342868988391376,0.030303030303030304,216,133,179,186,155,0.0015558750601485372,0.22184886038303375,1.0,2.793240547180176
deterministic_prototypes,Case5005,CenterE,C0+LGE,False,myops_scar,5,0.5,0.41665174574753805,0.70966758157975,1.0,28,22,17,27,16,0.009204103611409664,0.8787816166877747,1.0,5.9921393394470215
deterministic_prototypes,Case5005,CenterE,C0+LGE,False,myops_edema,4,0.5,,,,0,0,0,0,0,0.0003107691591139883,0.0059949420392513275,0.0,0.0
deterministic_prototypes,Case7005,CenterG,C0+LGE,False,myops_scar,5,0.5,,0.0,,20,14,20,19,19,0.007008841726928949,0.503448486328125,0.945,6.657829761505127
deterministic_prototypes,Case7005,CenterG,C0+LGE,False,myops_edema,4,0.5,,,,0,0,0,0,0,0.0005133773083798587,0.005919308867305517,0.0,0.0
deterministic_prototypes,Case8011,CenterH,LGE-only,False,myops_scar,5,0.5,0.14985590778097982,0.22033898305084745,0.25,15,14,8,17,8,0.00013095368922222406,0.15089622139930725,0.20792643229166666,1.3993173837661743
deterministic_prototypes,Case8011,CenterH,LGE-only,False,myops_edema,4,0.5,,,,0,0,0,0,0,0.00011936769442399964,0.0033383811824023724,0.0,0.0
no_proto_dictionary,Case1029,CenterA,LGE-only,False,myops_scar,5,0.5,0.9794871794871794,0.006193590228611576,1.0,104,82,96,45,26,0.02541397698223591,0.885246992111206,1.0,2.6171534061431885
no_proto_dictionary,Case1029,CenterA,LGE-only,False,myops_edema,4,0.5,,0.0,,154,114,154,0,0,0.004414042923599482,0.0762924998998642,0.0,0.0
no_proto_dictionary,Case1045,CenterA,LGE-only,False,myops_scar,5,0.5,0.49663978494623656,0.04066696015848558,1.0,52,43,30,17,1,0.012591813690960407,0.7327995300292969,1.0,2.589102268218994
no_proto_dictionary,Case1045,CenterA,LGE-only,False,myops_edema,4,0.5,,0.0,,143,110,143,0,0,0.003611563704907894,0.06870628893375397,0.0,0.0
no_proto_dictionary,Case2002,CenterB,C0+LGE+T2,True,myops_scar,5,0.5,0.43286573146292584,0.09413815646110264,1.0,118,91,107,26,20,0.010572738945484161,0.7193041443824768,1.0,2.5645511150360107
no_proto_dictionary,Case2002,CenterB,C0+LGE+T2,True,myops_edema,4,0.5,0.33255968169761274,0.03657513765817015,0.6,241,166,200,126,109,0.0206353347748518,0.7221904397010803,1.0,2.200382709503174
no_proto_dictionary,Case2008,CenterB,C0+LGE+T2,True,myops_scar,5,0.5,0.22244094488188976,0.08876669285153181,1.0,72,46,57,22,14,0.01370648667216301,0.6908334493637085,1.0,2.5945966243743896
no_proto_dictionary,Case2008,CenterB,C0+LGE+T2,True,myops_edema,4,0.5,0.5859006383569247,0.10851238819779994,0.2,205,156,173,121,101,0.02535458467900753,0.7764314413070679,1.0,2.3283560276031494
no_proto_dictionary,Case2031,CenterB,C0+LGE+T2,True,myops_scar,5,0.5,0.6261574074074074,0.2946623093681917,1.0,51,38,44,21,14,0.013114694505929947,0.7596433758735657,1.0,3.087759256362915
no_proto_dictionary,Case2031,CenterB,C0+LGE+T2,True,myops_edema,4,0.5,0.06188925081433225,0.0012552024839796525,0.15384615384615385,156,107,125,108,76,0.02399553172290325,0.693349301815033,1.0,2.4231011867523193
no_proto_dictionary,Case3004,CenterC,C0+LGE+T2,True,myops_scar,5,0.5,0.29148753224419605,0.01001906281863723,1.0,422,342,395,93,88,0.003574162255972624,0.5264075994491577,1.0,2.5069773197174072
no_proto_dictionary,Case3004,CenterC,C0+LGE+T2,True,myops_edema,4,0.5,0.5984463698834778,0.022030356357237133,0.6428571428571429,1303,1061,1270,754,735,0.005405982490628958,0.4911385774612427,1.0,2.341538429260254
no_proto_dictionary,Case3012,CenterC,C0+LGE+T2,True,myops_scar,5,0.5,0.16784953867991484,0.006577940951506807,1.0,601,534,587,84,83,0.004381128121167421,0.47729605436325073,1.0,2.510059118270874
no_proto_dictionary,Case3012,CenterC,C0+LGE+T2,True,myops_edema,4,0.5,0.553763440860215,0.03178432665198547,0.16666666666666666,712,512,669,412,382,0.005876809358596802,0.46847906708717346,1.0,2.466947078704834
no_proto_dictionary,Case3023,CenterC,C0+LGE+T2,True,myops_scar,5,0.5,0.3767441860465116,0.015849548864006958,1.0,136,97,127,33,31,0.0036069306079298258,0.5078046917915344,1.0,2.840344190597534
no_proto_dictionary,Case3023,CenterC,C0+LGE+T2,True,myops_edema,4,0.5,0.0,0.0,0.0,324,192,314,221,204,0.004818791523575783,0.4876384139060974,1.0,2.3824565410614014
no_proto_dictionary,Case3038,CenterC,C0+LGE+T2,True,myops_scar,5,0.5,0.16946564885496182,0.01687719298245614,1.0,195,164,167,426,421,0.0029447528067976236,0.20351490378379822,1.0,2.7700295448303223
no_proto_dictionary,Case3038,CenterC,C0+LGE+T2,True,myops_edema,4,0.5,0.6309148264984227,0.01973398587046612,0.06060606060606061,545,429,506,397,363,0.0035016483161598444,0.2523377239704132,1.0,2.2194323539733887
no_proto_dictionary,Case5005,CenterE,C0+LGE,False,myops_scar,5,0.5,0.3856759176365264,0.2979665237238899,1.0,76,48,56,26,16,0.012073475867509842,0.8807323575019836,1.0,2.62320876121521
no_proto_dictionary,Case5005,CenterE,C0+LGE,False,myops_edema,4,0.5,,0.0,,68,37,68,0,0,0.0060762930661439896,0.08294166624546051,0.0,0.0
no_proto_dictionary,Case7005,CenterG,C0+LGE,False,myops_scar,5,0.5,,0.0,,86,64,86,29,29,0.013694551773369312,0.5711602568626404,1.0,2.662111759185791
no_proto_dictionary,Case7005,CenterG,C0+LGE,False,myops_edema,4,0.5,,0.0,,50,30,50,0,0,0.006057875230908394,0.07660305500030518,0.0,0.0
no_proto_dictionary,Case8011,CenterH,LGE-only,False,myops_scar,5,0.5,0.0893371757925072,0.010167267956707117,0.5,89,66,65,19,8,0.0007727767806500196,0.12444715201854706,1.0,2.6305716037750244
no_proto_dictionary,Case8011,CenterH,LGE-only,False,myops_edema,4,0.5,,0.0,,131,84,131,0,0,0.002872794633731246,0.03574587032198906,0.0,0.0
no_anatomy_roi_prior,Case1029,CenterA,LGE-only,False,myops_scar,5,0.5,0.864957264957265,0.02271299039411078,1.0,99,73,77,21,12,0.08924143761396408,0.9935371279716492,0.728118896484375,6.630146503448486
no_anatomy_roi_prior,Case1029,CenterA,LGE-only,False,myops_edema,4,0.5,,,,0,0,0,0,0,0.0002932682109531015,0.005999898537993431,0.0,0.0
no_anatomy_roi_prior,Case1045,CenterA,LGE-only,False,myops_scar,5,0.5,0.2547043010752688,0.11056009334889148,0.5714285714285714,28,19,1,17,2,0.07663586735725403,0.9227257370948792,0.191619873046875,1.7219879627227783
no_anatomy_roi_prior,Case1045,CenterA,LGE-only,False,myops_edema,4,0.5,,,,0,0,0,0,0,0.0003785408043768257,0.005999966990202665,0.0,0.0
no_anatomy_roi_prior,Case2002,CenterB,C0+LGE+T2,True,myops_scar,5,0.5,0.4729458917835671,0.30412371134020616,1.0,23,13,15,12,3,0.07390027493238449,0.9605475664138794,1.0,10.626914978027344
no_anatomy_roi_prior,Case2002,CenterB,C0+LGE+T2,True,myops_edema,4,0.5,0.4051724137931034,0.08004192048208554,0.4,174,124,153,119,106,0.1477668732404709,0.9584788084030151,1.0,4.389650344848633
