class_id,component_count_mean,dice_mean,empty_prediction_rate,encoder_profile_expected,group,hd95_mean,hd_mean,metric_name,n,remote_fp_mean,source_model_variant,source_path,variant
4,0.0,1.0,1.0,safe_4scale,all_cases,0.0,0.0,myops_edema,12,0.0,m6_conservative_component_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/subgroup_metrics_checkpoint_best.csv,m7_conservative_component_arbitration__checkpoint_best__argmax
4,0.0,1.0,1.0,safe_4scale,LGE-only,0.0,0.0,myops_edema,12,0.0,m6_conservative_component_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/subgroup_metrics_checkpoint_best.csv,m7_conservative_component_arbitration__checkpoint_best__argmax
4,0.0,1.0,1.0,safe_4scale,no_T2_empty_GT,0.0,0.0,myops_edema,12,0.0,m6_conservative_component_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/subgroup_metrics_checkpoint_best.csv,m7_conservative_component_arbitration__checkpoint_best__argmax
5,6.333333333333333,0.5209134460000612,0.0,safe_4scale,all_cases,14.654721064245184,26.241980706397676,myops_scar,12,0.5,m6_conservative_component_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/subgroup_metrics_checkpoint_best.csv,m7_conservative_component_arbitration__checkpoint_best__argmax
5,6.333333333333333,0.5209134460000612,0.0,safe_4scale,gt_positive_only,14.654721064245184,26.241980706397676,myops_scar,12,0.5,m6_conservative_component_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/subgroup_metrics_checkpoint_best.csv,m7_conservative_component_arbitration__checkpoint_best__argmax
5,6.333333333333333,0.5209134460000612,0.0,safe_4scale,LGE-only,14.654721064245184,26.241980706397676,myops_scar,12,0.5,m6_conservative_component_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/subgroup_metrics_checkpoint_best.csv,m7_conservative_component_arbitration__checkpoint_best__argmax
4,0.0,1.0,1.0,safe_4scale,all_cases,0.0,0.0,myops_edema,12,0.0,m6_conservative_component_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/subgroup_metrics_checkpoint_best.csv,m7_conservative_component_arbitration__checkpoint_best__pathology_aware
4,0.0,1.0,1.0,safe_4scale,LGE-only,0.0,0.0,myops_edema,12,0.0,m6_conservative_component_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/subgroup_metrics_checkpoint_best.csv,m7_conservative_component_arbitration__checkpoint_best__pathology_aware
4,0.0,1.0,1.0,safe_4scale,no_T2_empty_GT,0.0,0.0,myops_edema,12,0.0,m6_conservative_component_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/subgroup_metrics_checkpoint_best.csv,m7_conservative_component_arbitration__checkpoint_best__pathology_aware
5,6.166666666666667,0.5216457411923313,0.0,safe_4scale,all_cases,14.650257673543734,26.163794440923102,myops_scar,12,0.5,m6_conservative_component_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/subgroup_metrics_checkpoint_best.csv,m7_conservative_component_arbitration__checkpoint_best__pathology_aware
5,6.166666666666667,0.5216457411923313,0.0,safe_4scale,gt_positive_only,14.650257673543734,26.163794440923102,myops_scar,12,0.5,m6_conservative_component_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/subgroup_metrics_checkpoint_best.csv,m7_conservative_component_arbitration__checkpoint_best__pathology_aware
5,6.166666666666667,0.5216457411923313,0.0,safe_4scale,LGE-only,14.650257673543734,26.163794440923102,myops_scar,12,0.5,m6_conservative_component_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/subgroup_metrics_checkpoint_best.csv,m7_conservative_component_arbitration__checkpoint_best__pathology_aware
4,0.0,1.0,1.0,safe_4scale,all_cases,0.0,0.0,myops_edema,12,0.0,m6_conservative_component_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/subgroup_metrics_checkpoint_final.csv,m7_conservative_component_arbitration__checkpoint_final__argmax
4,0.0,1.0,1.0,safe_4scale,LGE-only,0.0,0.0,myops_edema,12,0.0,m6_conservative_component_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/subgroup_metrics_checkpoint_final.csv,m7_conservative_component_arbitration__checkpoint_final__argmax
4,0.0,1.0,1.0,safe_4scale,no_T2_empty_GT,0.0,0.0,myops_edema,12,0.0,m6_conservative_component_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/subgroup_metrics_checkpoint_final.csv,m7_conservative_component_arbitration__checkpoint_final__argmax
5,6.333333333333333,0.5209182963321995,0.0,safe_4scale,all_cases,14.654721064245184,26.241980706397676,myops_scar,12,0.5,m6_conservative_component_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/subgroup_metrics_checkpoint_final.csv,m7_conservative_component_arbitration__checkpoint_final__argmax
5,6.333333333333333,0.5209182963321995,0.0,safe_4scale,gt_positive_only,14.654721064245184,26.241980706397676,myops_scar,12,0.5,m6_conservative_component_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/subgroup_metrics_checkpoint_final.csv,m7_conservative_component_arbitration__checkpoint_final__argmax
5,6.333333333333333,0.5209182963321995,0.0,safe_4scale,LGE-only,14.654721064245184,26.241980706397676,myops_scar,12,0.5,m6_conservative_component_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/subgroup_metrics_checkpoint_final.csv,m7_conservative_component_arbitration__checkpoint_final__argmax
4,0.0,1.0,1.0,safe_4scale,all_cases,0.0,0.0,myops_edema,12,0.0,m6_conservative_component_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/subgroup_metrics_checkpoint_final.csv,m7_conservative_component_arbitration__checkpoint_final__pathology_aware
4,0.0,1.0,1.0,safe_4scale,LGE-only,0.0,0.0,myops_edema,12,0.0,m6_conservative_component_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/subgroup_metrics_checkpoint_final.csv,m7_conservative_component_arbitration__checkpoint_final__pathology_aware
4,0.0,1.0,1.0,safe_4scale,no_T2_empty_GT,0.0,0.0,myops_edema,12,0.0,m6_conservative_component_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/subgroup_metrics_checkpoint_final.csv,m7_conservative_component_arbitration__checkpoint_final__pathology_aware
5,6.333333333333333,0.5210670479290567,0.0,safe_4scale,all_cases,14.733104181628391,26.14490167673029,myops_scar,12,0.5,m6_conservative_component_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/subgroup_metrics_checkpoint_final.csv,m7_conservative_component_arbitration__checkpoint_final__pathology_aware
5,6.333333333333333,0.5210670479290567,0.0,safe_4scale,gt_positive_only,14.733104181628391,26.14490167673029,myops_scar,12,0.5,m6_conservative_component_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/subgroup_metrics_checkpoint_final.csv,m7_conservative_component_arbitration__checkpoint_final__pathology_aware
5,6.333333333333333,0.5210670479290567,0.0,safe_4scale,LGE-only,14.733104181628391,26.14490167673029,myops_scar,12,0.5,m6_conservative_component_arbitration,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_conservative_component_arbitration/subgroup_metrics_checkpoint_final.csv,m7_conservative_component_arbitration__checkpoint_final__pathology_aware
4,0.0,1.0,1.0,balanced_4scale,all_cases,0.0,0.0,myops_edema,12,0.0,m6_scar_precision_edema_safe,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_scar_precision_edema_safe/subgroup_metrics_checkpoint_best.csv,m7_scar_precision_edema_safe__checkpoint_best__argmax
4,0.0,1.0,1.0,balanced_4scale,LGE-only,0.0,0.0,myops_edema,12,0.0,m6_scar_precision_edema_safe,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_scar_precision_edema_safe/subgroup_metrics_checkpoint_best.csv,m7_scar_precision_edema_safe__checkpoint_best__argmax
4,0.0,1.0,1.0,balanced_4scale,no_T2_empty_GT,0.0,0.0,myops_edema,12,0.0,m6_scar_precision_edema_safe,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_scar_precision_edema_safe/subgroup_metrics_checkpoint_best.csv,m7_scar_precision_edema_safe__checkpoint_best__argmax
5,6.333333333333333,0.5209326864050471,0.0,balanced_4scale,all_cases,14.654721064245184,26.241980706397676,myops_scar,12,0.5,m6_scar_precision_edema_safe,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_scar_precision_edema_safe/subgroup_metrics_checkpoint_best.csv,m7_scar_precision_edema_safe__checkpoint_best__argmax
5,6.333333333333333,0.5209326864050471,0.0,balanced_4scale,gt_positive_only,14.654721064245184,26.241980706397676,myops_scar,12,0.5,m6_scar_precision_edema_safe,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_scar_precision_edema_safe/subgroup_metrics_checkpoint_best.csv,m7_scar_precision_edema_safe__checkpoint_best__argmax
5,6.333333333333333,0.5209326864050471,0.0,balanced_4scale,LGE-only,14.654721064245184,26.241980706397676,myops_scar,12,0.5,m6_scar_precision_edema_safe,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_scar_precision_edema_safe/subgroup_metrics_checkpoint_best.csv,m7_scar_precision_edema_safe__checkpoint_best__argmax
4,0.0,1.0,1.0,balanced_4scale,all_cases,0.0,0.0,myops_edema,12,0.0,m6_scar_precision_edema_safe,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_scar_precision_edema_safe/subgroup_metrics_checkpoint_best.csv,m7_scar_precision_edema_safe__checkpoint_best__pathology_aware
4,0.0,1.0,1.0,balanced_4scale,LGE-only,0.0,0.0,myops_edema,12,0.0,m6_scar_precision_edema_safe,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_scar_precision_edema_safe/subgroup_metrics_checkpoint_best.csv,m7_scar_precision_edema_safe__checkpoint_best__pathology_aware
4,0.0,1.0,1.0,balanced_4scale,no_T2_empty_GT,0.0,0.0,myops_edema,12,0.0,m6_scar_precision_edema_safe,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_scar_precision_edema_safe/subgroup_metrics_checkpoint_best.csv,m7_scar_precision_edema_safe__checkpoint_best__pathology_aware
5,6.666666666666667,0.5257529775492752,0.0,balanced_4scale,all_cases,14.757279185288748,26.494306341634374,myops_scar,12,0.6666666666666666,m6_scar_precision_edema_safe,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_scar_precision_edema_safe/subgroup_metrics_checkpoint_best.csv,m7_scar_precision_edema_safe__checkpoint_best__pathology_aware
5,6.666666666666667,0.5257529775492752,0.0,balanced_4scale,gt_positive_only,14.757279185288748,26.494306341634374,myops_scar,12,0.6666666666666666,m6_scar_precision_edema_safe,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_scar_precision_edema_safe/subgroup_metrics_checkpoint_best.csv,m7_scar_precision_edema_safe__checkpoint_best__pathology_aware
5,6.666666666666667,0.5257529775492752,0.0,balanced_4scale,LGE-only,14.757279185288748,26.494306341634374,myops_scar,12,0.6666666666666666,m6_scar_precision_edema_safe,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_scar_precision_edema_safe/subgroup_metrics_checkpoint_best.csv,m7_scar_precision_edema_safe__checkpoint_best__pathology_aware
4,0.0,1.0,1.0,balanced_4scale,all_cases,0.0,0.0,myops_edema,12,0.0,m6_scar_precision_edema_safe,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_scar_precision_edema_safe/subgroup_metrics_checkpoint_final.csv,m7_scar_precision_edema_safe__checkpoint_final__argmax
4,0.0,1.0,1.0,balanced_4scale,LGE-only,0.0,0.0,myops_edema,12,0.0,m6_scar_precision_edema_safe,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_scar_precision_edema_safe/subgroup_metrics_checkpoint_final.csv,m7_scar_precision_edema_safe__checkpoint_final__argmax
4,0.0,1.0,1.0,balanced_4scale,no_T2_empty_GT,0.0,0.0,myops_edema,12,0.0,m6_scar_precision_edema_safe,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_scar_precision_edema_safe/subgroup_metrics_checkpoint_final.csv,m7_scar_precision_edema_safe__checkpoint_final__argmax
5,6.333333333333333,0.5209829254021873,0.0,balanced_4scale,all_cases,14.654721064245184,26.241980706397676,myops_scar,12,0.5,m6_scar_precision_edema_safe,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_scar_precision_edema_safe/subgroup_metrics_checkpoint_final.csv,m7_scar_precision_edema_safe__checkpoint_final__argmax
5,6.333333333333333,0.5209829254021873,0.0,balanced_4scale,gt_positive_only,14.654721064245184,26.241980706397676,myops_scar,12,0.5,m6_scar_precision_edema_safe,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_scar_precision_edema_safe/subgroup_metrics_checkpoint_final.csv,m7_scar_precision_edema_safe__checkpoint_final__argmax
5,6.333333333333333,0.5209829254021873,0.0,balanced_4scale,LGE-only,14.654721064245184,26.241980706397676,myops_scar,12,0.5,m6_scar_precision_edema_safe,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_scar_precision_edema_safe/subgroup_metrics_checkpoint_final.csv,m7_scar_precision_edema_safe__checkpoint_final__argmax
4,0.0,1.0,1.0,balanced_4scale,all_cases,0.0,0.0,myops_edema,12,0.0,m6_scar_precision_edema_safe,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_scar_precision_edema_safe/subgroup_metrics_checkpoint_final.csv,m7_scar_precision_edema_safe__checkpoint_final__pathology_aware
4,0.0,1.0,1.0,balanced_4scale,LGE-only,0.0,0.0,myops_edema,12,0.0,m6_scar_precision_edema_safe,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_scar_precision_edema_safe/subgroup_metrics_checkpoint_final.csv,m7_scar_precision_edema_safe__checkpoint_final__pathology_aware
4,0.0,1.0,1.0,balanced_4scale,no_T2_empty_GT,0.0,0.0,myops_edema,12,0.0,m6_scar_precision_edema_safe,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_scar_precision_edema_safe/subgroup_metrics_checkpoint_final.csv,m7_scar_precision_edema_safe__checkpoint_final__pathology_aware
5,6.75,0.5269814286689077,0.0,balanced_4scale,all_cases,14.61723899061907,36.92528118434899,myops_scar,12,0.5833333333333334,m6_scar_precision_edema_safe,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_scar_precision_edema_safe/subgroup_metrics_checkpoint_final.csv,m7_scar_precision_edema_safe__checkpoint_final__pathology_aware
5,6.75,0.5269814286689077,0.0,balanced_4scale,gt_positive_only,14.61723899061907,36.92528118434899,myops_scar,12,0.5833333333333334,m6_scar_precision_edema_safe,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_scar_precision_edema_safe/subgroup_metrics_checkpoint_final.csv,m7_scar_precision_edema_safe__checkpoint_final__pathology_aware
5,6.75,0.5269814286689077,0.0,balanced_4scale,LGE-only,14.61723899061907,36.92528118434899,myops_scar,12,0.5833333333333334,m6_scar_precision_edema_safe,/users/a/e/aereinh/CARE/results/20260705_srr_v3_m7_training_and_cine_utilization/runtime/variants/m7_scar_precision_edema_safe/subgroup_metrics_checkpoint_final.csv,m7_scar_precision_edema_safe__checkpoint_final__pathology_aware
