model_id,experiment_id,artifact_type,path,sha256,size_bytes,binding_status
BATCH7_BR2_SIP,batch7_minimal_pathology_decomposition_and_repair,checkpoint,results/20260721_srr_batch7_mechanism_closure_repair/runtime/stages/proposal/attempts/batch7_repair_proposal_htzhulab_59828884/variants/batch7_repair_proposal_htzhulab_59828884/checkpoints/fold_0/propref_config/checkpoint_validation_step_400.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,370874397,BOUND
BATCH7_BR2_SIP,batch7_minimal_pathology_decomposition_and_repair,checkpoint,results/20260721_srr_batch7_mechanism_closure_repair/runtime/stages/proposal/attempts/batch7_repair_proposal_htzhulab_59828884/variants/batch7_repair_proposal_htzhulab_59828884/checkpoints/fold_0/propref_config/checkpoint_validation_step_540.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,370874397,BOUND
BATCH7_BR2_SIP,batch7_minimal_pathology_decomposition_and_repair,checkpoint,results/20260721_srr_batch7_mechanism_closure_repair/runtime/stages/proposal/attempts/batch7_repair_proposal_htzhulab_59828884/variants/batch7_repair_proposal_htzhulab_59828884/checkpoints/fold_0/propref_config/checkpoint_validation_step_600.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,370874397,BOUND
BATCH7_BR2_SIP,batch7_minimal_pathology_decomposition_and_repair,checkpoint,results/20260721_srr_batch7_upstream_candidate_quality/runtime/assets/batch7_prototype_memory.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,189415,BOUND
BATCH7_BR2_SIP,batch7_minimal_pathology_decomposition_and_repair,checkpoint,results/20260721_srr_batch7_upstream_candidate_quality/runtime/attempts/batch7_formal300_htzhulab_59789651/variants/batch7_formal300_htzhulab_59789651/checkpoints/fold_0/propref_config/checkpoint_best.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,371522303,BOUND
BATCH7_BR2_SIP,batch7_minimal_pathology_decomposition_and_repair,checkpoint,results/20260721_srr_batch7_upstream_candidate_quality/runtime/attempts/batch7_formal300_htzhulab_59789651/variants/batch7_formal300_htzhulab_59789651/checkpoints/fold_0/propref_config/checkpoint_final.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,371523813,BOUND
BATCH7_BR2_SIP,batch7_minimal_pathology_decomposition_and_repair,checkpoint,results/20260721_srr_batch7_upstream_candidate_quality/runtime/attempts/batch7_formal300_htzhulab_59789651/variants/batch7_formal300_htzhulab_59789651/checkpoints/fold_0/propref_config/checkpoint_validation_step_100.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,371546169,BOUND
BATCH7_BR2_SIP,batch7_minimal_pathology_decomposition_and_repair,checkpoint,results/20260721_srr_batch7_upstream_candidate_quality/runtime/attempts/batch7_formal300_htzhulab_59789651/variants/batch7_formal300_htzhulab_59789651/checkpoints/fold_0/propref_config/checkpoint_validation_step_180.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,371546169,BOUND
BATCH7_BR2_SIP,batch7_minimal_pathology_decomposition_and_repair,checkpoint,results/20260721_srr_batch7_upstream_candidate_quality/runtime/attempts/batch7_formal300_htzhulab_59789651/variants/batch7_formal300_htzhulab_59789651/checkpoints/fold_0/propref_config/checkpoint_validation_step_200.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,371546169,BOUND
BATCH7_BR2_SIP,batch7_minimal_pathology_decomposition_and_repair,checkpoint,results/20260721_srr_batch7_upstream_candidate_quality/runtime/attempts/batch7_formal300_htzhulab_59789651/variants/batch7_formal300_htzhulab_59789651/checkpoints/fold_0/propref_config/checkpoint_validation_step_270.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,371546169,BOUND
BATCH7_BR2_SIP,batch7_minimal_pathology_decomposition_and_repair,checkpoint,results/20260721_srr_batch7_upstream_candidate_quality/runtime/attempts/batch7_formal300_htzhulab_59789651/variants/batch7_formal300_htzhulab_59789651/checkpoints/fold_0/propref_config/checkpoint_validation_step_300.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,371546169,BOUND
BATCH7_BR2_SIP,batch7_minimal_pathology_decomposition_and_repair,checkpoint,results/20260721_srr_batch7_upstream_candidate_quality/runtime/attempts/batch7_formal300_htzhulab_59789651/variants/batch7_formal300_htzhulab_59789651/checkpoints/fold_0/propref_config/checkpoint_validation_step_60.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,371544595,BOUND
BATCH7_BR2_SIP,batch7_minimal_pathology_decomposition_and_repair,checkpoint,results/20260721_srr_batch7_upstream_candidate_quality/runtime/fixed_batch_overfit/checkpoint_step_100.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,371446513,BOUND
BATCH7_BR2_SIP,batch7_minimal_pathology_decomposition_and_repair,checkpoint,results/20260721_srr_batch7_upstream_candidate_quality/runtime/implementation_roundtrip/checkpoint_roundtrip.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,369853660,BOUND
MMRD_BATCH9,batch9_reliable_label_distillation,checkpoint,results/20260722_care_myops_batch9_reliable_label_distillation/runtime/preflight/checkpoint_roundtrip.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,563154866,BOUND
MMRD_BATCH9,batch9_reliable_label_distillation,checkpoint,results/20260722_care_myops_batch9_reliable_label_distillation/runtime/seed20260723/student_direct_reliable/checkpoint_epoch500.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,563171613,BOUND
MMRD_BATCH9,batch9_reliable_label_distillation,checkpoint,results/20260722_care_myops_batch9_reliable_label_distillation/runtime/seed20260723/student_moddrop_control/checkpoint_epoch100.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,563171677,BOUND
MMRD_BATCH9,batch9_reliable_label_distillation,checkpoint,results/20260722_care_myops_batch9_reliable_label_distillation/runtime/seed20260723/student_reliable_distill/checkpoint_epoch100.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,563171997,BOUND
MMRD_BATCH9,batch9_reliable_label_distillation,checkpoint,results/20260722_care_myops_batch9_reliable_label_distillation/runtime/seed20260723/teacher_full_view/checkpoint_epoch100.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,563171613,BOUND
MMRD_BATCH9,batch9_reliable_label_distillation,checkpoint,results/20260722_care_myops_batch9_reliable_label_distillation/runtime/seed20260724/student_direct_reliable/checkpoint_epoch500.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,563171613,BOUND
MMRD_BATCH9,batch9_reliable_label_distillation,checkpoint,results/20260722_care_myops_batch9_reliable_label_distillation/runtime/seed20260724/student_moddrop_control/checkpoint_epoch100.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,563171677,BOUND
MMRD_BATCH9,batch9_reliable_label_distillation,checkpoint,results/20260722_care_myops_batch9_reliable_label_distillation/runtime/seed20260724/student_reliable_distill/checkpoint_epoch100.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,563171997,BOUND
MMRD_BATCH9,batch9_reliable_label_distillation,checkpoint,results/20260722_care_myops_batch9_reliable_label_distillation/runtime/seed20260724/teacher_full_view/checkpoint_epoch100.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,563171613,BOUND
SRR_CASCADE_RESCUE,20260629_cascade_teacher_route,checkpoint,results/20260629_cascade_teacher_route/preflight/eval_contract/coarse_to_fine_srr_roi/checkpoints/coarse_to_fine_srr_roi_eval_contract_cpu.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,12757,BOUND
SRR_CASCADE_RESCUE,20260629_cascade_teacher_route,checkpoint,results/20260629_cascade_teacher_route/preflight/eval_contract/nnunet_anatomy_prior_refiner/checkpoints/nnunet_anatomy_prior_refiner_eval_contract_cpu.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,12853,BOUND
SRR_CASCADE_RESCUE,20260629_cascade_teacher_route,checkpoint,results/20260629_cascade_teacher_route/preflight/eval_contract/nnunet_pathology_teacher_srr_refiner/checkpoints/nnunet_pathology_teacher_srr_refiner_eval_contract_cpu.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,13109,BOUND
SRR_CASCADE_RESCUE,20260629_cascade_teacher_route,checkpoint,results/20260629_cascade_teacher_route/preflight/nnunet_anatomy_prior_refiner_cpu_preflight/checkpoints/nnunet_anatomy_prior_refiner_cpu_preflight.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,12661,BOUND
SRR_CASCADE_RESCUE,20260629_cascade_teacher_route,checkpoint,results/20260629_cascade_teacher_route/preflight/pathology_variant_contract/coarse_to_fine_srr_roi/checkpoints/coarse_to_fine_srr_roi_pathology_contract_cpu.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,12901,BOUND
SRR_CASCADE_RESCUE,20260629_cascade_teacher_route,checkpoint,results/20260629_cascade_teacher_route/preflight/pathology_variant_contract/nnunet_anatomy_prior_refiner/checkpoints/nnunet_anatomy_prior_refiner_pathology_contract_cpu.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,12933,BOUND
SRR_CASCADE_RESCUE,20260629_cascade_teacher_route,checkpoint,results/20260629_cascade_teacher_route/preflight/pathology_variant_contract/nnunet_pathology_teacher_srr_refiner/checkpoints/nnunet_pathology_teacher_srr_refiner_pathology_contract_cpu.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,13701,BOUND
SRR_CASCADE_RESCUE,20260629_cascade_teacher_route,checkpoint,results/20260629_cascade_teacher_route/preflight/variant_array_contract/coarse_to_fine_srr_roi/checkpoints/coarse_to_fine_srr_roi_array_contract_cpu.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,12709,BOUND
SRR_CASCADE_RESCUE,20260629_cascade_teacher_route,checkpoint,results/20260629_cascade_teacher_route/preflight/variant_array_contract/nnunet_anatomy_prior_refiner/checkpoints/nnunet_anatomy_prior_refiner_array_contract_cpu.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,12805,BOUND
SRR_CASCADE_RESCUE,20260629_cascade_teacher_route,checkpoint,results/20260629_cascade_teacher_route/preflight/variant_array_contract/nnunet_pathology_teacher_srr_refiner/checkpoints/nnunet_pathology_teacher_srr_refiner_array_contract_cpu.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,13061,BOUND
SRR_CASCADE_RESCUE,20260629_cascade_teacher_route,checkpoint,results/20260629_cascade_teacher_route/revision_component_guard/variants/coarse_to_fine_srr_roi_component_guard/checkpoints/coarse_to_fine_srr_roi_component_guard.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,323253,BOUND
SRR_CASCADE_RESCUE,20260629_cascade_teacher_route,checkpoint,results/20260629_cascade_teacher_route/revision_component_guard/variants/nnunet_pathology_teacher_srr_refiner_component_guard/checkpoints/nnunet_pathology_teacher_srr_refiner_component_guard.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,323541,BOUND
SRR_CASCADE_RESCUE,20260629_cascade_teacher_route,checkpoint,results/20260629_cascade_teacher_route/revision_signal_seek/variants/coarse_to_fine_srr_roi_signal_seek/checkpoints/coarse_to_fine_srr_roi_signal_seek.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,539701,BOUND
SRR_CASCADE_RESCUE,20260629_cascade_teacher_route,checkpoint,results/20260629_cascade_teacher_route/revision_signal_seek/variants/nnunet_pathology_teacher_srr_refiner_signal_seek/checkpoints/nnunet_pathology_teacher_srr_refiner_signal_seek.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,539989,BOUND
SRR_CASCADE_RESCUE,20260629_cascade_teacher_route,checkpoint,results/20260629_cascade_teacher_route/variants/coarse_to_fine_srr_roi/checkpoints/coarse_to_fine_srr_roi_oof_refiner.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,101813,BOUND
SRR_CASCADE_RESCUE,20260629_cascade_teacher_route,checkpoint,results/20260629_cascade_teacher_route/variants/nnunet_anatomy_prior_refiner/checkpoints/nnunet_anatomy_prior_refiner_oof_refiner.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,102357,BOUND
SRR_CASCADE_RESCUE,20260629_cascade_teacher_route,checkpoint,results/20260629_cascade_teacher_route/variants/nnunet_pathology_teacher_srr_refiner/checkpoints/nnunet_pathology_teacher_srr_refiner_oof_refiner.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,162197,BOUND
CARE_ARC,20260729_care_arc_clean_fold1,checkpoint,results/20260729_care_arc_clean_fold1/runtime/fold0_development/checkpoint_step00500.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,173555962,BOUND
CARE_ARC,20260729_care_arc_clean_fold1,checkpoint,results/20260729_care_arc_clean_fold1/runtime/fold0_development/checkpoint_step01000.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,288652193,BOUND
CARE_ARC,20260729_care_arc_clean_fold1,checkpoint,results/20260729_care_arc_clean_fold1/runtime/fold0_development/checkpoint_step01500.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,288652193,BOUND
CARE_ARC,20260729_care_arc_clean_fold1,checkpoint,results/20260729_care_arc_clean_fold1/runtime/fold0_development/checkpoint_step02000.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,288652193,BOUND
CARE_ARC,20260729_care_arc_clean_fold1,checkpoint,results/20260729_care_arc_clean_fold1/runtime/fold0_development/checkpoint_step02500.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,288652193,BOUND
CARE_ARC,20260729_care_arc_clean_fold1,checkpoint,results/20260729_care_arc_clean_fold1/runtime/fold0_development/checkpoint_step03000.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,288652193,BOUND
CARE_ARC,20260729_care_arc_clean_fold1,checkpoint,results/20260729_care_arc_clean_fold1/runtime/preflight/checkpoint_step00300.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,288652257,BOUND
CARE_ARC,20260729_care_arc_clean_fold1,checkpoint,results/20260729_care_arc_clean_fold1/runtime/preflight_gpu_shakedown/checkpoint_step00005.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,288652257,BOUND
CARE_DG_DR_DPR,20260727_20260728_dual_pathology_routes,checkpoint,results/20260727_care_dg_dual_pathology_validation/gate_a_repaired_semantics/checkpoint_resume_parity.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,6376509,BOUND
CARE_DG_DR_DPR,20260727_20260728_dual_pathology_routes,checkpoint,results/20260727_care_dg_dual_pathology_validation/runtime/fold0/checkpoints/checkpoint_best.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,6361619,BOUND
CARE_DG_DR_DPR,20260727_20260728_dual_pathology_routes,checkpoint,results/20260727_care_dg_dual_pathology_validation/runtime/fold0/checkpoints/checkpoint_last.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,6361619,BOUND
CARE_DG_DR_DPR,20260727_20260728_dual_pathology_routes,checkpoint,results/20260727_care_dg_dual_pathology_validation/runtime/formal/fold0/checkpoints/checkpoint_best.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,19093013,BOUND
CARE_DG_DR_DPR,20260727_20260728_dual_pathology_routes,checkpoint,results/20260727_care_dg_dual_pathology_validation/runtime/formal/fold0/checkpoints/checkpoint_last.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,19090943,BOUND
CARE_DG_DR_DPR,20260727_20260728_dual_pathology_routes,checkpoint,results/20260727_care_dg_dual_pathology_validation/runtime/formal/fold0/checkpoints/checkpoint_step01000.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,19093013,BOUND
CARE_DG_DR_DPR,20260727_20260728_dual_pathology_routes,checkpoint,results/20260727_care_dg_dual_pathology_validation/runtime/formal/fold0/checkpoints/checkpoint_step02000.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,19093013,BOUND
CARE_DG_DR_DPR,20260727_20260728_dual_pathology_routes,checkpoint,results/20260727_care_dg_dual_pathology_validation/runtime/formal/fold0/checkpoints/checkpoint_step03000.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,19093013,BOUND
CARE_DG_DR_DPR,20260727_20260728_dual_pathology_routes,checkpoint,results/20260727_care_dg_dual_pathology_validation/runtime/formal/fold0/checkpoints/checkpoint_step04000.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,19093013,BOUND
CARE_DG_DR_DPR,20260727_20260728_dual_pathology_routes,checkpoint,results/20260727_care_dg_dual_pathology_validation/runtime/formal/fold0/checkpoints/checkpoint_step05000.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,19093013,BOUND
CARE_DG_DR_DPR,20260727_20260728_dual_pathology_routes,checkpoint,results/20260727_care_dg_dual_pathology_validation/runtime/formal/fold0/checkpoints/checkpoint_step06000.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,19093013,BOUND
CARE_DG_DR_DPR,20260727_20260728_dual_pathology_routes,checkpoint,results/20260727_care_dg_dual_pathology_validation/runtime/formal/fold0/checkpoints/checkpoint_step07000.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,19093013,BOUND
CARE_DG_DR_DPR,20260727_20260728_dual_pathology_routes,checkpoint,results/20260727_care_dg_dual_pathology_validation/runtime/formal/fold0/checkpoints/checkpoint_step08000.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,19093013,BOUND
CARE_DG_DR_DPR,20260727_20260728_dual_pathology_routes,checkpoint,results/20260727_care_dg_dual_pathology_validation/runtime/formal/fold1/checkpoints/checkpoint_step01000.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,19093013,BOUND
CARE_DG_DR_DPR,20260727_20260728_dual_pathology_routes,checkpoint,results/20260727_care_dg_dual_pathology_validation/runtime/formal/fold1/checkpoints/checkpoint_step02000.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,19093013,BOUND
CARE_DG_DR_DPR,20260727_20260728_dual_pathology_routes,checkpoint,results/20260727_care_dg_dual_pathology_validation/runtime/formal/fold1/checkpoints/checkpoint_step03000.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,19093013,BOUND
CARE_DG_DR_DPR,20260727_20260728_dual_pathology_routes,checkpoint,results/20260727_care_dg_dual_pathology_validation/runtime/formal/fold1/checkpoints/checkpoint_step04000.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,19093013,BOUND
CARE_DG_DR_DPR,20260727_20260728_dual_pathology_routes,checkpoint,results/20260727_care_dg_dual_pathology_validation/runtime/formal/fold1/checkpoints/checkpoint_step05000.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,19093013,BOUND
CARE_DG_DR_DPR,20260727_20260728_dual_pathology_routes,checkpoint,results/20260727_care_dg_dual_pathology_validation/runtime/formal/fold1/checkpoints/checkpoint_step06000.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,19093077,BOUND
CARE_DG_DR_DPR,20260727_20260728_dual_pathology_routes,checkpoint,results/20260727_care_dg_dual_pathology_validation/runtime/gate_a_r1_preflight/fold0/checkpoints/checkpoint_best.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,6361619,BOUND
CARE_DG_DR_DPR,20260727_20260728_dual_pathology_routes,checkpoint,results/20260727_care_dg_dual_pathology_validation/runtime/gate_a_r1_preflight/fold0/checkpoints/checkpoint_last.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,6361619,BOUND
CARE_DG_DR_DPR,20260727_20260728_dual_pathology_routes,checkpoint,results/20260727_care_dg_dual_pathology_validation/runtime/gate_a_r2_preflight/fold0/checkpoints/checkpoint_best.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,6391681,BOUND
CARE_DG_DR_DPR,20260727_20260728_dual_pathology_routes,checkpoint,results/20260727_care_dg_dual_pathology_validation/runtime/gate_a_r2_preflight/fold0/checkpoints/checkpoint_last.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,6389023,BOUND
CARE_DG_DR_DPR,20260727_20260728_dual_pathology_routes,checkpoint,results/20260727_care_dg_dual_pathology_validation/runtime/gate_a_r2_preflight/fold0/checkpoints/checkpoint_preflight_stage_A_step00001.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,6391681,BOUND
CARE_DG_DR_DPR,20260727_20260728_dual_pathology_routes,checkpoint,results/20260727_care_dg_dual_pathology_validation/runtime/gate_a_r2_preflight/fold0/checkpoints/checkpoint_preflight_stage_B_step00002.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,6391681,BOUND
CARE_DG_DR_DPR,20260727_20260728_dual_pathology_routes,checkpoint,results/20260727_care_dg_dual_pathology_validation/runtime/gate_a_r3_preflight/fold0/checkpoints/checkpoint_best.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,19135275,BOUND
CARE_DG_DR_DPR,20260727_20260728_dual_pathology_routes,checkpoint,results/20260727_care_dg_dual_pathology_validation/runtime/gate_a_r3_preflight/fold0/checkpoints/checkpoint_last.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,19122955,BOUND
CARE_DG_DR_DPR,20260727_20260728_dual_pathology_routes,checkpoint,results/20260727_care_dg_dual_pathology_validation/runtime/gate_a_r3_preflight/fold0/checkpoints/checkpoint_preflight_stage_A_step00001.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,19135275,BOUND
CARE_DG_DR_DPR,20260727_20260728_dual_pathology_routes,checkpoint,results/20260727_care_dg_dual_pathology_validation/runtime/gate_a_r3_preflight/fold0/checkpoints/checkpoint_preflight_stage_B_step00002.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,19135275,BOUND
CARE_DG_DR_DPR,20260727_20260728_dual_pathology_routes,checkpoint,results/20260727_care_dg_dual_pathology_validation/runtime/gate_b_scar_priority_preflight/fold0/checkpoints/checkpoint_best.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,19136171,BOUND
CARE_DG_DR_DPR,20260727_20260728_dual_pathology_routes,checkpoint,results/20260727_care_dg_dual_pathology_validation/runtime/gate_b_scar_priority_preflight/fold0/checkpoints/checkpoint_last.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,19123787,BOUND
CARE_DG_DR_DPR,20260727_20260728_dual_pathology_routes,checkpoint,results/20260727_care_dg_dual_pathology_validation/runtime/gate_b_scar_priority_preflight/fold0/checkpoints/checkpoint_preflight_stage_A_step00001.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,19136171,BOUND
CARE_DG_DR_DPR,20260727_20260728_dual_pathology_routes,checkpoint,results/20260727_care_dg_dual_pathology_validation/runtime/gate_b_scar_priority_preflight/fold0/checkpoints/checkpoint_preflight_stage_B_step00002.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,19136171,BOUND
CARE_DG_DR_DPR,20260727_20260728_dual_pathology_routes,checkpoint,results/20260727_care_dg_dual_pathology_validation/runtime/preflight/fold0/checkpoints/checkpoint_best.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,6361619,BOUND
CARE_DG_DR_DPR,20260727_20260728_dual_pathology_routes,checkpoint,results/20260727_care_dg_dual_pathology_validation/runtime/preflight/fold0/checkpoints/checkpoint_last.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,6361619,BOUND
CARE_DG_DR_DPR,20260727_20260728_dual_pathology_routes,checkpoint,results/20260727_care_dg_dual_pathology_validation/runtime/repaired_formal_scar_priority/fold0/checkpoints/checkpoint_best.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,19125931,BOUND
CARE_DG_DR_DPR,20260727_20260728_dual_pathology_routes,checkpoint,results/20260727_care_dg_dual_pathology_validation/runtime/repaired_formal_scar_priority/fold0/checkpoints/checkpoint_last.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,19123787,BOUND
CARE_DG_DR_DPR,20260727_20260728_dual_pathology_routes,checkpoint,results/20260727_care_dg_dual_pathology_validation/runtime/repaired_formal_scar_priority/fold0/checkpoints/checkpoint_step01000.pt,BOUND_SIZE_ONLY_FOR_PACKET_RUNTIME,19125931,BOUND
