path,status,size_bytes,sha256,notes
cine_casewise_metrics.csv,INCOMPLETE_OR_PLACEHOLDER,15,f5ffb1d6a64e535ecc08125d15ad2072e7fdeae1f4c5b79e68b974a77c5f39c8,CSV contains gap/status tokens.
cine_data_manifest.csv,PRESENT_NEEDS_CONTENT_REVIEW,30,d0bee96b1e4061a0ae4defe9b68c46e4f1fb41bae05b155e19fcc83a0d7253e9,CSV rows: 1.
cine_forensics_report.md,PRESENT_NEEDS_CONTENT_REVIEW,97,52543e6ac8006b2e14fcfa2b1eb212a29110e42b15bc464b96f9d692eb32e106,Text present.
cine_implementation_fidelity_matrix.csv,PRESENT_NEEDS_CONTENT_REVIEW,42,5031a302104ead5b04aca4199d57efa2bed66313a16b642c465f2582c6a7bfc5,CSV rows: 1.
cine_model_lineage.csv,PRESENT_NEEDS_CONTENT_REVIEW,33,dcfddf7401120857d91e0ff23da1d2051f47766e548ad386f48d95037cf4eb47,CSV rows: 1.
cine_motion_quality.csv,INCOMPLETE_OR_PLACEHOLDER,15,f5ffb1d6a64e535ecc08125d15ad2072e7fdeae1f4c5b79e68b974a77c5f39c8,CSV contains gap/status tokens.
cine_temporal_signal_probe.csv,INCOMPLETE_OR_PLACEHOLDER,35,0b50f3eb62abf7dfe0863409c5592a295d6a01c76ad0f9b9ce22afe4b35c78c1,CSV contains gap/status tokens.
complementarity_report.md,PRESENT_NEEDS_CONTENT_REVIEW,118,4b56fc35a5543963f04e800b333fe1f195c3b1c38b3f6eadf6e338fdd72ee786,Text present.
completion_check.md,INCOMPLETE_OR_PLACEHOLDER,384,c84ae014f60075ff7bdfe125d2741ca03dcc14b80aaf1c46f745dd775c7e42bc,Text contains V1 gap/status tokens.
component_final_output_effect.csv,INCOMPLETE_OR_PLACEHOLDER,109,f061c3bb2674aac6d470631c5db54cccf38e2986de5a5b2b0ed1d5c812782bc5,CSV contains gap/status tokens.
controller_bootstrap_snapshot.md,PRESENT_NEEDS_CONTENT_REVIEW,400,6f285ce08034a9991e5521e770892d308fbf08c57b2bdf64fc256f818b0438b9,Text present.
controller_context.json,PRESENT_NEEDS_CONTENT_REVIEW,4135,e712a17cfc0c2ff506b650560fed078dc3c70394ad8310885901e9db3aad1fbb,JSON status: not declared.
controller_ledger.csv,INCOMPLETE_OR_PLACEHOLDER,2358,4316e388b47347e32b023608ebe1781cc336fe234df6b0adfabf32cf70ccf7fc,CSV contains gap/status tokens.
controller_report.md,INCOMPLETE_OR_PLACEHOLDER,1294,63c858dff08285eb9ddaba343310bfdb884d081952aaa0d95eef0cdf4663face,Text contains V1 gap/status tokens.
cross_modal_alignment_casewise.csv,INCOMPLETE_OR_PLACEHOLDER,15,f5ffb1d6a64e535ecc08125d15ad2072e7fdeae1f4c5b79e68b974a77c5f39c8,CSV contains gap/status tokens.
d0_identity_replay_completion_receipt.json,PRESENT_NEEDS_CONTENT_REVIEW,1530,43639f308492dc4361145470a7273356c954256096585c0f3656655cef0724fc,JSON status: PASS.
d0_identity_replay_prepare_receipt.json,PRESENT_NEEDS_CONTENT_REVIEW,11841,be0f61f7e1c49b01d95f21572d95fcb3cb7a45be720f3e201b7a88dc24543528,JSON status: READY.
data_case_manifest.csv,PRESENT_NEEDS_CONTENT_REVIEW,52104,e5a137d457e76ca4e198f291d47eba5dd48b2c4634de604f01224082863fc79f,CSV rows: 220.
data_center_modality_matrix.csv,PRESENT_NEEDS_CONTENT_REVIEW,133,a046c152541427396638c8d84557dddc62aa4d481a134f7d5be2b4418bbdedb6,CSV rows: 7.
data_truth_report.md,INCOMPLETE_OR_PLACEHOLDER,310,47a3044d4e2f5a0e13e1392f165cff0bcd78cdd75e8554d23df78863e44de500,Text contains V1 gap/status tokens.
decoder_reset_checkpoint_manifest.csv,PRESENT_NEEDS_CONTENT_REVIEW,803,f9b0839c7ac29aa8244146a676055d120b3e42a528c4fd6aae60668986c58097,CSV rows: 1.
decoder_reset_comparison.csv,PRESENT_NEEDS_CONTENT_REVIEW,442,fa02e8170cea2aa810a13d367f5076edec247974976781d7fa1f60e59903783f,CSV rows: 1.
decoder_reset_contract.json,INCOMPLETE_OR_PLACEHOLDER,83,bbc9971709366b7a5d3fda08ff0cb026823acd2de7a08094ff28216f5d3ab2c5,JSON contains gap/status tokens.
decoder_reset_diagnostic_report.md,PRESENT_NEEDS_CONTENT_REVIEW,1536,2445c9d08c5964e2b46f44a48f8d4a2246d5f17507f07772854cab4c1e167d15,Text present.
decoder_reset_inner_casewise.csv,PRESENT_NEEDS_CONTENT_REVIEW,2967,ff911f19e3128897ea3d55b2cc923ea60ebd45990df9b56f60772bbf62fd9102,CSV rows: 12.
decoder_reset_training_summary.csv,PRESENT_NEEDS_CONTENT_REVIEW,816,ec716a1585a26a4777fcc8dcfd03277ee7354827fea0416f89736802650ae2e3,CSV rows: 1.
deep_research_evidence_index.md,PRESENT_NEEDS_CONTENT_REVIEW,83,bfd731bcb6fbda085a716516de064e8038273a74e3858b152d3f521d5b8575f1,Text present.
deep_research_prompt_seed.md,PRESENT_NEEDS_CONTENT_REVIEW,145,f11d24e1edbd5e6324e4bed8d23d7ac6037b63e5a44b6a2191921bdd2ba761a9,Text present.
deep_research_upload_manifest.json,PRESENT_NEEDS_CONTENT_REVIEW,167,3ccd9f6e74db70dab36ed582fdce8da0560965cc24de01c71cb46345f905e114,JSON status: LOCAL_ONLY_NOT_UPLOADED.
diagnostic_execution_plan.json,INCOMPLETE_OR_FAIL,5478,6aba2a31dfd97dfccb524ff14ca7832951078fd7b1a0ad82ac7a75f373990e82,JSON status is NEEDS_REPAIR.
evidence_claim_ledger.csv,PRESENT_NEEDS_CONTENT_REVIEW,6496,cbe07a047c198c3232977e5d7f403178745dff27f09a7e9abf0257eb626369a1,CSV rows: 20.
evidence_inventory.csv,PRESENT_NEEDS_CONTENT_REVIEW,63579,56b652fdd6bede7ae09fd4ca6d206384a71bdd88ddcea135ec1bf5dd8b378784,CSV rows: 300.
experiment_lineage.csv,PRESENT_NEEDS_CONTENT_REVIEW,3778,8b4024442e326afabdc584f5127997ec2088b94e28df7085258061c0a679a86d,CSV rows: 25.
external_deep_research_question_bank.json,PRESENT_NEEDS_CONTENT_REVIEW,660,7d0d256a50d1037f0fb4dadea69ebd924100cdb838f1e20bd90ce697f1edc8a9,JSON status: list[4].
external_deep_research_question_bank.md,PRESENT_NEEDS_CONTENT_REVIEW,365,93cb4e8d144502686698508dede8738cb632ee16699ed953fecd1cbe0fb949ad,Text present.
external_local_repo_inventory.csv,PRESENT_NEEDS_CONTENT_REVIEW,257,0a50d2075f8af660f12a9f228732c44f8755d6c010ce1ea0f432350c4e6d82c5,CSV rows: 3.
feature_probe_case_split.json,INCOMPLETE_OR_FAIL,62,e64025e981bf84b2f8269018771888ee6017cdeb387044bbdade28d9e46043b9,JSON status is NOT_RUN.
feature_probe_full_results.csv,INCOMPLETE_OR_PLACEHOLDER,15,f5ffb1d6a64e535ecc08125d15ad2072e7fdeae1f4c5b79e68b974a77c5f39c8,CSV contains gap/status tokens.
feature_probe_inventory.csv,PRESENT_NEEDS_CONTENT_REVIEW,51,51843509539f41261e3ac3c7e18387208a4916e30d56a798864edb9faba31bbf,CSV rows: 1.
feature_probe_random_control.csv,INCOMPLETE_OR_PLACEHOLDER,15,f5ffb1d6a64e535ecc08125d15ad2072e7fdeae1f4c5b79e68b974a77c5f39c8,CSV contains gap/status tokens.
feature_probe_summary.csv,INCOMPLETE_OR_PLACEHOLDER,46,3ac1e78a4ffc6f34436cf8e786285b00d4e98573fad63a73c934f033b5634255,CSV contains gap/status tokens.
feature_separability_report.md,PRESENT_NEEDS_CONTENT_REVIEW,92,89b612c499db4ae47e4f30687c79cb9afaff32fc3517351273729b3c86c5c3be,Text present.
finalizer_state.json,INCOMPLETE_OR_FAIL,1039,7af8eceb3ba2f1d2eabbe614033f596467ba8db5394843a48beca32a0a9e7f11,JSON status is NEEDS_REPAIR.
fn_overlap_matrix.csv,INCOMPLETE_OR_PLACEHOLDER,34,64a94803c8c247d30e2fd57aa47501bc172d5fb41236cc9cdc095cd676a261e9,CSV contains gap/status tokens.
fp_overlap_matrix.csv,INCOMPLETE_OR_PLACEHOLDER,34,64a94803c8c247d30e2fd57aa47501bc172d5fb41236cc9cdc095cd676a261e9,CSV contains gap/status tokens.
hash_manifest.csv,PRESENT_NEEDS_CONTENT_REVIEW,82927,529b2d54367c2c1f77d814047289e1733e78afc6fe4f4cdb26008a0afdf7f899,CSV rows: 450.
hd_component_matrix.csv,INCOMPLETE_OR_PLACEHOLDER,69,261835dd1e28e353e8b90f7dc41325ce3587fb6195f9f559ee2314aac22efa99,CSV contains gap/status tokens.
help_harm_matrix.csv,INCOMPLETE_OR_PLACEHOLDER,60,8da977e29b75f9f6ee36455ae1ce30bdb638d2e1e0889b5394e217fc96a0b0b4,CSV contains gap/status tokens.
historical_failure_evidence.csv,PRESENT_NEEDS_CONTENT_REVIEW,2673,7fc5a11945c239440d3791efd7362c104cdf772e8bc984c26545d23ab34256bf,CSV rows: 25.
historical_results_matrix.csv,INCOMPLETE_OR_PLACEHOLDER,1748,28c8bf2d0562a94d7b1e453931d045a15bc1966a59d61c87d19a1c81d41a48fd,CSV contains gap/status tokens.
implementation_maturity_report.md,PRESENT_NEEDS_CONTENT_REVIEW,135,46ed022068b79440a8dec7a601d293214c3999a778d38c2b5aaf73a64fc92ac5,Text present.
label_availability_matrix.csv,PRESENT_NEEDS_CONTENT_REVIEW,4473,d017013118873e0a12caf720534ca0cda3ec57b07928f2d0001a430d76685ec5,CSV rows: 220.
label_semantics_contract.json,PRESENT_NEEDS_CONTENT_REVIEW,346,ccf8a0a8af7eb6b315bcc02beced26e903cd9cee52eccf3d47e96727323bbd3b,JSON status: not declared.
lesion_component_summary.csv,PRESENT_NEEDS_CONTENT_REVIEW,84,5721fa8bb35f6f43eef49ce32c2e061ba3ada804afa71325c6d96ab0ce937e8e,CSV rows: 2.
local_evidence_conclusions.md,PRESENT_NEEDS_CONTENT_REVIEW,183,1630033166b4c86a5dea295aec37d9f1e83841682d551ecba6c489ee69ed5a72,Text present.
loss_to_parameter_trace.csv,INCOMPLETE_OR_PLACEHOLDER,69,ce1ed1acc523740bcc15dea47f45814ac947cab4260f6d65fc2a9db9b9405752,CSV contains gap/status tokens.
manual_visual_review_notes.md,PRESENT_NEEDS_CONTENT_REVIEW,138,2c959d96b845435d9edf06016243988d02fd6de26f3d021aa1323632c321e249,Text present.
metric_cross_implementation_report.json,PRESENT_NEEDS_CONTENT_REVIEW,135,3486d35890d38dec41cb339ed27c69653bd3ef30b5f4bf3cd583cfe4b4d8bd31,JSON status: PARTIAL.
metric_reaggregation_report.md,PRESENT_NEEDS_CONTENT_REVIEW,124,6e889af6f589c2e8d0a67cdf7ccca33393b2355ac428dadbc5fb6c28651d97a8,Text present.
metric_semantics_validator_report.json,PRESENT_NEEDS_CONTENT_REVIEW,118,36aaad89b1744fb615c84a207ca58d2b1aaf4e066dbd04466988fcd60ff1ad2c,JSON status: PASS.
model_code_fingerprint_manifest.csv,PRESENT_NEEDS_CONTENT_REVIEW,52,c7fe91128d58f0af403aa4755d6fc64a5c8f4882dad4512828ab55d21cba530e,CSV rows: 1.
model_disagreement_matrix.csv,INCOMPLETE_OR_PLACEHOLDER,34,64a94803c8c247d30e2fd57aa47501bc172d5fb41236cc9cdc095cd676a261e9,CSV contains gap/status tokens.
model_lineage.csv,INCOMPLETE_OR_PLACEHOLDER,12225,5694eb7600b72af8049294665f7a614bfb1a50173071575605985087cf3992a6,CSV contains gap/status tokens.
mosaic_ablation_contract.json,INCOMPLETE_OR_PLACEHOLDER,79,9efe9c75520742610f0fcccf84b984dd2407846c1511cec4203cdd810ccbcfe7,JSON contains gap/status tokens.
mosaic_clean_full_data_gap.csv,INCOMPLETE_OR_PLACEHOLDER,15,f5ffb1d6a64e535ecc08125d15ad2072e7fdeae1f4c5b79e68b974a77c5f39c8,CSV contains gap/status tokens.
mosaic_gap_forensics_report.md,PRESENT_NEEDS_CONTENT_REVIEW,109,47c6de0b147bd8e8e6fdb2b65c11d132b1db147fea90371bdc6fe8efd9c2a54e,Text present.
mosaic_help_harm_vs_nnunet.csv,INCOMPLETE_OR_PLACEHOLDER,15,f5ffb1d6a64e535ecc08125d15ad2072e7fdeae1f4c5b79e68b974a77c5f39c8,CSV contains gap/status tokens.
mosaic_recipe_decomposition_casewise.csv,INCOMPLETE_OR_PLACEHOLDER,15,f5ffb1d6a64e535ecc08125d15ad2072e7fdeae1f4c5b79e68b974a77c5f39c8,CSV contains gap/status tokens.
mosaic_recipe_decomposition_summary.csv,INCOMPLETE_OR_PLACEHOLDER,15,f5ffb1d6a64e535ecc08125d15ad2072e7fdeae1f4c5b79e68b974a77c5f39c8,CSV contains gap/status tokens.
mosaic_repo_weight_recipe_binding.json,PRESENT_NEEDS_CONTENT_REVIEW,86,6e97bcb534b9e670aa3350c786720230730e860009abd7a0bd850528dd42a8ae,JSON status: PARTIAL.
notification_brief.json,PRESENT_NEEDS_CONTENT_REVIEW,1206,de31a999148e5f4f90a155feb69844a56e8891774485b0a8980dc1dcc6734fa0,JSON status: not declared.
official_internal_label_mapping.csv,PRESENT_NEEDS_CONTENT_REVIEW,159,31b24d99ebaeab5b7b73da8e1faaee105165865761923c9279af5c42b4f7bd2a,CSV rows: 3.
packet_consistency_report.json,PRESENT_NEEDS_CONTENT_REVIEW,103,cc8e17f7410c711aea036212be71f4a21273041abe679877b23ca5d74e0aed72,JSON status: PARTIAL.
path_resolution_log.jsonl,PRESENT_NEEDS_CONTENT_REVIEW,3195,20e3b07b734906b59caa3b0c21a8485e356a8f650c54c58ea4960d4fdc7296c9,Text present.
pathology_population_summary.csv,PRESENT_NEEDS_CONTENT_REVIEW,55,d6866f732258343e46e1dedc9931d453ccdc686ceb9f9d0f5224d338c1af282e,CSV rows: 1.
pathology_prevalence_summary.csv,PRESENT_NEEDS_CONTENT_REVIEW,66,92122efcd3b1058b2715ac2b9e89171b8d5d9510d525d2cf69c97ac99d31c134,CSV rows: 1.
pdf_page_quality.csv,PRESENT_NEEDS_CONTENT_REVIEW,1197,e466638953dc64fc2b1834022aca43c01159570a8e511308b0b49fb991855db2,CSV rows: 20.
pdf_render_manifest.csv,PRESENT_NEEDS_CONTENT_REVIEW,1197,e466638953dc64fc2b1834022aca43c01159570a8e511308b0b49fb991855db2,CSV rows: 20.
pdf_text_extract.txt,INCOMPLETE_OR_PLACEHOLDER,21619,f7a3b2ed0ea738b64de67a7358bc2e35c90e7594cadbeed26456b7432eb60443,Text contains V1 gap/status tokens.
pdf_validation_report.json,PRESENT_NEEDS_CONTENT_REVIEW,2493,d4bdcccc18189617f05a646ef44cf12631f559f67d58ac73b271c122daeef723,JSON status: not declared.
pdffonts.txt,PRESENT_NEEDS_CONTENT_REVIEW,570,50a17c091bc41ee05a83c724fb75103a17dac9d286fe9f9d74c054f8daa07ef6,Text present.
pdfinfo.txt,PRESENT_NEEDS_CONTENT_REVIEW,496,9fcfa771d2385ce087b327e982b2a9f03e0670fd464ead7118b0fd3e3006a3b5,Text present.
prediction_inventory.csv,PRESENT_NEEDS_CONTENT_REVIEW,59911,cfda6cb9aa841ff57a8e42cef64ecba36223d2913421399b857e58de0ae8fb3d,CSV rows: 200.
prediction_manifest.csv,PRESENT_NEEDS_CONTENT_REVIEW,59911,cfda6cb9aa841ff57a8e42cef64ecba36223d2913421399b857e58de0ae8fb3d,CSV rows: 200.
qpdf_check.txt,PRESENT_NEEDS_CONTENT_REVIEW,43,4eafca279f8fefdbf6a87abb3a5893f08b279e374e828c1d302ca1c0b06f825f,Text present.
reference_metric_known_bad_report.json,PRESENT_NEEDS_CONTENT_REVIEW,5794,5a1842bb26a064dadbd1a61ef1d5235a26e789525bf4b3c3faeb61b91ad9b6c2,JSON status: PASS.
report_source/CARE_failure_forensics_20260730.log,PRESENT_NEEDS_CONTENT_REVIEW,77354,6b716226f29dff8f164233ed16b26c78845fcabc37827338b82bfa0852f9f963,Text present.
report_source/CARE_failure_forensics_20260730.md,INCOMPLETE_OR_PLACEHOLDER,26165,0e0d4e122118d91ef7448610ddc96a32ccb9c66c9eb38f0f79e0e40fe8aee5b1,Text contains V1 gap/status tokens.
report_source/CARE_failure_forensics_20260730.tex,PRESENT_NEEDS_CONTENT_REVIEW,3534,d265f3ee8867a70e5932cb0c3940139af998365e97f1e0f84c9a64c79288e0ef,Text present.
report_source/CARE_failure_forensics_20260730_xelatex_final.md,INCOMPLETE_OR_PLACEHOLDER,18789,13e4be6ffb9de30863744dc4a39d527143ea91240ae41a65e8e8169eb88b3fa2,Text contains V1 gap/status tokens.
report_source/build_commands.txt,PRESENT_NEEDS_CONTENT_REVIEW,742,23ae97239a4a6d5000b0ed5045ea5d2beb34ad502097c65a19f0c7b442e1f4ce,Text present.
report_source/chromium_render.log,PRESENT_NEEDS_CONTENT_REVIEW,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Text present.
report_source/sections/appendices.tex,PRESENT_NEEDS_CONTENT_REVIEW,8017,98507dc5a689730530650e769be2a05d947d13154d99743f961ba7e88f839acb,Text present.
report_source/sections/section_01.tex,PRESENT_NEEDS_CONTENT_REVIEW,501,9b0659a56961780010eb369f2219e8e1c11361f8c30b1e72d6c031c9a9f87bb3,Text present.
report_source/sections/section_02.tex,PRESENT_NEEDS_CONTENT_REVIEW,790,7c4a554e8b7e0ef4acebb8542b90540670bb5d1141e45fa87b88e1de61036509,Text present.
report_source/sections/section_03.tex,PRESENT_NEEDS_CONTENT_REVIEW,830,fe97eb8bd7b3e43e96645d39b78d74e2f00b8b15174c37ac08fd47054e7dccfd,Text present.
report_source/sections/section_04.tex,PRESENT_NEEDS_CONTENT_REVIEW,504,957763e9bbee9b61762055ac0987499e7d85bc8839f09350a2e5139cee4747ae,Text present.
report_source/sections/section_05.tex,PRESENT_NEEDS_CONTENT_REVIEW,1217,7f3fbcb459327bee4900eaddeb64191a0641d6c73ee6b6ced244cf6d5845f5af,Text present.
report_source/sections/section_06.tex,PRESENT_NEEDS_CONTENT_REVIEW,505,64056c3d26fc3135efda3d25f97588e46067ad060b40658b28efca87ee792973,Text present.
report_source/sections/section_07.tex,PRESENT_NEEDS_CONTENT_REVIEW,487,13d7632078b2bbba14b80b92f1c9817b3a15e67bef0b49021d3f62ffdbefb55a,Text present.
report_source/sections/section_08.tex,PRESENT_NEEDS_CONTENT_REVIEW,497,67791bca2d86b1bc52e956ee22458ac121c04f196d189b8e3c058f3efbb9d1f6,Text present.
report_source/sections/section_09.tex,PRESENT_NEEDS_CONTENT_REVIEW,503,72e910c4437c93b239f9007bca930081786fb08400e2cfc65708666991145131,Text present.
report_source/sections/section_10.tex,PRESENT_NEEDS_CONTENT_REVIEW,497,ddbe9c01fce54e4811e852b81327119f5a455b7b0439cbeb667df7ef2d441310,Text present.
report_source/sections/section_11.tex,PRESENT_NEEDS_CONTENT_REVIEW,726,faa56fffc600f114a34011d36a284a6d8a8d94cf090c992214a74944183dd31b,Text present.
report_source/sections/section_12.tex,PRESENT_NEEDS_CONTENT_REVIEW,694,d203adc8a8565aa55d21c924276e0458515e23a4362f6ee75a7a0f81dbec394f,Text present.
report_source/sections/section_13.tex,PRESENT_NEEDS_CONTENT_REVIEW,499,d66f364277b0335b1ef424c35b9221148d14ebc85412e4e35f586624d75573f2,Text present.
report_source/sections/section_14.tex,PRESENT_NEEDS_CONTENT_REVIEW,478,f8cd2b3a141b0630f7c600c9a614061d4eb7b9cf6b2c6f6f3a9d05b994fdf587,Text present.
report_source/sections/section_15.tex,PRESENT_NEEDS_CONTENT_REVIEW,485,96af86fd24f2ffbb1099509897b58b169e6c23d14f4e61b7607efbc928dcc880,Text present.
report_source/sections/section_16.tex,PRESENT_NEEDS_CONTENT_REVIEW,513,4b39777f4720d80590de054aefc01c465bd5af2cdb1e69bb99a87c63953417d0,Text present.
report_source/sections/section_17.tex,PRESENT_NEEDS_CONTENT_REVIEW,499,b30d3df9f98bf426779d24f91ebfa2d0bb991f4079fbd30187112122ae608724,Text present.
report_source/sections/section_18.tex,PRESENT_NEEDS_CONTENT_REVIEW,527,6bccd78f6298f5e6aa3924ee5193eac211e09fa73f68c0932cfd274d7d4a2143,Text present.
report_source/sections/section_19.tex,PRESENT_NEEDS_CONTENT_REVIEW,493,d0fbb80e8b11e57f93c6784b1140c6d3acfe3052228d83cb2d49f1523afa8b5d,Text present.
report_source/sections/section_20.tex,PRESENT_NEEDS_CONTENT_REVIEW,553,b5b828d943cf58b7837ee7fec4b5b2fcda9ab5390cbe4f05edd5f30e8f7e932c,Text present.
report_source/sections/section_21.tex,PRESENT_NEEDS_CONTENT_REVIEW,496,f3a3efe4666382028c58577212e2ac8261e6d2699620fc4ac3f53ea4296b0779,Text present.
report_source/sections/section_22.tex,PRESENT_NEEDS_CONTENT_REVIEW,486,a5ec475dfe34460f6c3963e017f0727351e8ce2eb9b22c0380788d050350d496,Text present.
report_source/sections/section_23.tex,PRESENT_NEEDS_CONTENT_REVIEW,492,877e2980b99e792fb16cf18aa8ca04875013564425656a316c4d7a554dcdc5fe,Text present.
report_source/sections/section_24.tex,PRESENT_NEEDS_CONTENT_REVIEW,497,338a022968fbd122f39ce1e41c32ad3adf339c3255925acb00faf993c330f19c,Text present.
report_source/sections/section_25.tex,PRESENT_NEEDS_CONTENT_REVIEW,511,95f2c58e2063c4cc60108fd5ebfa5bf36bec4d928617f29ddfc4e83a8ef2cc2f,Text present.
report_source/sections/section_26.tex,PRESENT_NEEDS_CONTENT_REVIEW,1681,58137dcb620bbd045a156ef1f4c17fb9ae0bf81928f19c60730e4bfd46b2fb64,Text present.
report_source/sections/section_27.tex,PRESENT_NEEDS_CONTENT_REVIEW,540,83111837a857896454bef0701dc313332a6aaaf81c56424f47cc464774cc79c3,Text present.
report_source/sections/section_28.tex,PRESENT_NEEDS_CONTENT_REVIEW,531,4263bd5fd495cabad009044e5cb4f3a9aa407b6bd72fa626ebc4db8a7e764bdd,Text present.
report_source/sections/section_29.tex,PRESENT_NEEDS_CONTENT_REVIEW,743,5ef83688bf290facb5a996c9ba65e314f921e44614f8c4e45a0d374c147d0681,Text present.
report_source/sections/section_30.tex,PRESENT_NEEDS_CONTENT_REVIEW,647,77eb0569e877754e0debac7cb2a8904f73bcb3a84e671ced1ae73ad1544defb7,Text present.
report_source/xelatex_build.log,PRESENT_NEEDS_CONTENT_REVIEW,70631,5eae8fafdae0684f80c892258dca184fc22285b4011690f0d400429fb80c8069,Text present.
report_source/xelatex_final_render.log,PRESENT_NEEDS_CONTENT_REVIEW,202,564edeb8eea31652a0530fe29cfc9aac37f86b3ea349b8dce2d0fe637c10cccc,Text present.
required_diagnostic_wave_status.csv,INCOMPLETE_OR_PLACEHOLDER,1713,90a4a758ce7ed67a0ba560e317358a870e0d7ea40c45b4040547b35b9376aa48,CSV contains gap/status tokens.
research_decision_tree.md,PRESENT_NEEDS_CONTENT_REVIEW,293,7a9f9f6a5198839eeb0eb81c17dc43eb264e5324bf8a198e19803a7a7777cbff,Text present.
result_comparability_matrix.csv,PRESENT_NEEDS_CONTENT_REVIEW,134,7c7da9cac74ce80ca5ae1a78712194175b2d7e071a94b7c9c942c75eccc73d53,CSV rows: 1.
root_cause_evidence_graph.json,PRESENT_NEEDS_CONTENT_REVIEW,4875,47926bb3ad76a3d7d155eb243e202e5cd015aaa65b70e297f2c012d7fab9c9b4,JSON status: not declared.
root_cause_ranked_table.csv,PRESENT_NEEDS_CONTENT_REVIEW,2398,0cb6c3e10545863e49d559188e0cae82f380c8a03b7814e5fdc80760ee1e1761,CSV rows: 7.
selector_feature_manifest.csv,PRESENT_NEEDS_CONTENT_REVIEW,44,2fb9293ab03ef2581aae69ef6f05b106721af0201ced1e434374bb19c6b06a6b,CSV rows: 1.
selector_nested_cv_results.csv,INCOMPLETE_OR_PLACEHOLDER,41,9b81d59ef2e03baa1c9708d21d50e2171379e2b12d12ce54b3e8a188e7f0e861,CSV contains gap/status tokens.
slice_correspondence_quality.csv,INCOMPLETE_OR_PLACEHOLDER,15,f5ffb1d6a64e535ecc08125d15ad2072e7fdeae1f4c5b79e68b974a77c5f39c8,CSV contains gap/status tokens.
slurm_diagnostic_preflight_receipt.json,PRESENT_NEEDS_CONTENT_REVIEW,557,7a3eb8e327d1b17af36778803c9e7bfd9291a91357ac5785f56ce47f392a01e1,JSON status: PASS.
source_read_manifest.csv,PRESENT_NEEDS_CONTENT_REVIEW,2670,74655ba56a7ee88c091bb33ee5b7bf458026546cbc5fccc5cffb539d0ae2824f,CSV rows: 21.
spatial_geometry_audit.csv,PRESENT_NEEDS_CONTENT_REVIEW,105,35a24dac15a9f69a52d22835ac7d21838c6db097a5e3a3e64baa5f3a67455afe,CSV rows: 1.
split_integrity_report.json,PRESENT_NEEDS_CONTENT_REVIEW,133,3ab04cc53c0f470a42dfbf5f8ebc46d1c0e3c801d823198656e0bd8228b04cfa,JSON status: UNRESOLVED.
stale_evidence_report.md,PRESENT_NEEDS_CONTENT_REVIEW,134,4ba1b692683a56b816b97a7c58f530776f28db4deb8f14890e4c051dac373d9b,Text present.
standardized_casewise_metrics.csv,INCOMPLETE_OR_PLACEHOLDER,48,5c230265ec5cacfcdf0f27f8a8ca8a9c3ead12ececd856b41814f9d09ac831d1,CSV contains gap/status tokens.
standardized_model_summary.csv,INCOMPLETE_OR_PLACEHOLDER,1717,6658b325f8e8356c4fe2ace46040727e68d87db63bf8d009badecbfa2223b1a8,CSV contains gap/status tokens.
