pdf,page,image_width_px,image_height_px,x_ppi,y_ppi,estimated_width_pt,estimated_height_pt,page_width_pt,page_height_pt,right_overflow_pt,bottom_overflow_pt,status,notes
CARE_Failure_Forensics_Deep_Research_Evidence_Packet_20260730_v3.pdf,34,2185,1595,250.0,250.0,629.28,459.36,595.28,841.89,34.0,0.0,FAIL_WIDTH_EXCEEDS_PAGE,A3/landscape atlas rebuild required
CARE_Failure_Forensics_Deep_Research_Evidence_Packet_20260730_v3.pdf,35,2188,1595,250.0,250.0,630.144,459.36,595.28,841.89,34.864,0.0,FAIL_WIDTH_EXCEEDS_PAGE,A3/landscape atlas rebuild required
CARE_Failure_Forensics_Deep_Research_Evidence_Packet_20260730_v3.pdf,35,2188,1595,250.0,250.0,630.144,459.36,595.28,841.89,34.864,0.0,FAIL_WIDTH_EXCEEDS_PAGE,A3/landscape atlas rebuild required
CARE_Failure_Forensics_Deep_Research_Evidence_Packet_20260730_v3.pdf,36,2160,1595,250.0,250.0,622.08,459.36,595.28,841.89,26.8,0.0,FAIL_WIDTH_EXCEEDS_PAGE,A3/landscape atlas rebuild required
CARE_Failure_Forensics_Deep_Research_Evidence_Packet_20260730_v3.pdf,36,2160,1595,250.0,250.0,622.08,459.36,595.28,841.89,26.8,0.0,FAIL_WIDTH_EXCEEDS_PAGE,A3/landscape atlas rebuild required
CARE_Failure_Forensics_Deep_Research_Evidence_Packet_20260730_v3.pdf,37,2070,1595,250.0,250.0,596.16,459.36,595.28,841.89,0.88,0.0,PASS_GEOMETRY_ESTIMATE,
CARE_Failure_Forensics_Deep_Research_Evidence_Packet_20260730_v3.pdf,37,2070,1595,250.0,250.0,596.16,459.36,595.28,841.89,0.88,0.0,PASS_GEOMETRY_ESTIMATE,
CARE_Failure_Forensics_Deep_Research_Evidence_Packet_20260730_v3.pdf,38,2003,1595,250.0,250.0,576.864,459.36,595.28,841.89,0.0,0.0,PASS_GEOMETRY_ESTIMATE,
CARE_Failure_Forensics_Deep_Research_Evidence_Packet_20260730_v3.pdf,38,2003,1595,250.0,250.0,576.864,459.36,595.28,841.89,0.0,0.0,PASS_GEOMETRY_ESTIMATE,
CARE_Failure_Forensics_Deep_Research_Evidence_Packet_20260730_v3.pdf,39,2182,1595,250.0,250.0,628.416,459.36,595.28,841.89,33.136,0.0,FAIL_WIDTH_EXCEEDS_PAGE,A3/landscape atlas rebuild required
CARE_Failure_Forensics_Deep_Research_Evidence_Packet_20260730_v3.pdf,39,2182,1595,250.0,250.0,628.416,459.36,595.28,841.89,33.136,0.0,FAIL_WIDTH_EXCEEDS_PAGE,A3/landscape atlas rebuild required
CARE_Failure_Forensics_Deep_Research_Evidence_Packet_20260730_v3.pdf,40,2182,1595,250.0,250.0,628.416,459.36,595.28,841.89,33.136,0.0,FAIL_WIDTH_EXCEEDS_PAGE,A3/landscape atlas rebuild required
CARE_Failure_Forensics_Deep_Research_Evidence_Packet_20260730_v3.pdf,40,2182,1595,250.0,250.0,628.416,459.36,595.28,841.89,33.136,0.0,FAIL_WIDTH_EXCEEDS_PAGE,A3/landscape atlas rebuild required
CARE_Failure_Forensics_Deep_Research_Evidence_Packet_20260730_v3.pdf,41,2182,1595,250.0,250.0,628.416,459.36,595.28,841.89,33.136,0.0,FAIL_WIDTH_EXCEEDS_PAGE,A3/landscape atlas rebuild required
CARE_Failure_Forensics_Deep_Research_Evidence_Packet_20260730_v3.pdf,41,2182,1595,250.0,250.0,628.416,459.36,595.28,841.89,33.136,0.0,FAIL_WIDTH_EXCEEDS_PAGE,A3/landscape atlas rebuild required
CARE_Failure_Forensics_Deep_Research_Evidence_Packet_20260730_v3.pdf,42,2182,1595,250.0,250.0,628.416,459.36,595.28,841.89,33.136,0.0,FAIL_WIDTH_EXCEEDS_PAGE,A3/landscape atlas rebuild required
CARE_Failure_Forensics_Deep_Research_Evidence_Packet_20260730_v3.pdf,42,2182,1595,250.0,250.0,628.416,459.36,595.28,841.89,33.136,0.0,FAIL_WIDTH_EXCEEDS_PAGE,A3/landscape atlas rebuild required
CARE_Failure_Forensics_Deep_Research_Evidence_Packet_20260730_v3.pdf,43,2003,1595,250.0,250.0,576.864,459.36,595.28,841.89,0.0,0.0,PASS_GEOMETRY_ESTIMATE,
CARE_Failure_Forensics_Deep_Research_Evidence_Packet_20260730_v3.pdf,43,2003,1595,250.0,250.0,576.864,459.36,595.28,841.89,0.0,0.0,PASS_GEOMETRY_ESTIMATE,
CARE_Failure_Forensics_Deep_Research_Evidence_Packet_20260730_v3.pdf,44,2182,1595,250.0,250.0,628.416,459.36,595.28,841.89,33.136,0.0,FAIL_WIDTH_EXCEEDS_PAGE,A3/landscape atlas rebuild required
CARE_Failure_Forensics_Deep_Research_Evidence_Packet_20260730_v3.pdf,44,2182,1595,250.0,250.0,628.416,459.36,595.28,841.89,33.136,0.0,FAIL_WIDTH_EXCEEDS_PAGE,A3/landscape atlas rebuild required
CARE_Failure_Forensics_Deep_Research_Evidence_Packet_20260730_v3.pdf,45,2182,1595,250.0,250.0,628.416,459.36,595.28,841.89,33.136,0.0,FAIL_WIDTH_EXCEEDS_PAGE,A3/landscape atlas rebuild required
CARE_Failure_Forensics_Deep_Research_Evidence_Packet_20260730_v3.pdf,45,2182,1595,250.0,250.0,628.416,459.36,595.28,841.89,33.136,0.0,FAIL_WIDTH_EXCEEDS_PAGE,A3/landscape atlas rebuild required
CARE_Failure_Forensics_Deep_Research_Evidence_Packet_20260730_v3.pdf,46,2182,1595,250.0,250.0,628.416,459.36,595.28,841.89,33.136,0.0,FAIL_WIDTH_EXCEEDS_PAGE,A3/landscape atlas rebuild required
CARE_Failure_Forensics_Deep_Research_Evidence_Packet_20260730_v3.pdf,46,2182,1595,250.0,250.0,628.416,459.36,595.28,841.89,33.136,0.0,FAIL_WIDTH_EXCEEDS_PAGE,A3/landscape atlas rebuild required
CARE_Failure_Forensics_Deep_Research_Evidence_Packet_20260730_v3.pdf,47,2182,1595,250.0,250.0,628.416,459.36,595.28,841.89,33.136,0.0,FAIL_WIDTH_EXCEEDS_PAGE,A3/landscape atlas rebuild required
CARE_Failure_Forensics_Deep_Research_Evidence_Packet_20260730_v3.pdf,47,2182,1595,250.0,250.0,628.416,459.36,595.28,841.89,33.136,0.0,FAIL_WIDTH_EXCEEDS_PAGE,A3/landscape atlas rebuild required
CARE_Failure_Forensics_Deep_Research_Evidence_Packet_20260730_v3.pdf,48,2182,1595,250.0,250.0,628.416,459.36,595.28,841.89,33.136,0.0,FAIL_WIDTH_EXCEEDS_PAGE,A3/landscape atlas rebuild required
CARE_Failure_Forensics_Deep_Research_Evidence_Packet_20260730_v3.pdf,48,2182,1595,250.0,250.0,628.416,459.36,595.28,841.89,33.136,0.0,FAIL_WIDTH_EXCEEDS_PAGE,A3/landscape atlas rebuild required
CARE_Failure_Forensics_Deep_Research_Evidence_Packet_20260730_v3.pdf,49,2182,1595,250.0,250.0,628.416,459.36,595.28,841.89,33.136,0.0,FAIL_WIDTH_EXCEEDS_PAGE,A3/landscape atlas rebuild required
CARE_Failure_Forensics_Deep_Research_Evidence_Packet_20260730_v3.pdf,49,2182,1595,250.0,250.0,628.416,459.36,595.28,841.89,33.136,0.0,FAIL_WIDTH_EXCEEDS_PAGE,A3/landscape atlas rebuild required
CARE_Failure_Forensics_Deep_Research_Evidence_Packet_20260730_v3.pdf,50,2025,1595,250.0,250.0,583.2,459.36,595.28,841.89,0.0,0.0,PASS_GEOMETRY_ESTIMATE,
CARE_Failure_Forensics_Deep_Research_Evidence_Packet_20260730_v3.pdf,50,2025,1595,250.0,250.0,583.2,459.36,595.28,841.89,0.0,0.0,PASS_GEOMETRY_ESTIMATE,
CARE_Failure_Forensics_Deep_Research_Evidence_Packet_20260730_v3.pdf,51,2025,1595,250.0,250.0,583.2,459.36,595.28,841.89,0.0,0.0,PASS_GEOMETRY_ESTIMATE,
CARE_Failure_Forensics_Deep_Research_Evidence_Packet_20260730_v3.pdf,51,2025,1595,250.0,250.0,583.2,459.36,595.28,841.89,0.0,0.0,PASS_GEOMETRY_ESTIMATE,
CARE_Failure_Forensics_Deep_Research_Evidence_Packet_20260730_v3.pdf,52,2182,1595,250.0,250.0,628.416,459.36,595.28,841.89,33.136,0.0,FAIL_WIDTH_EXCEEDS_PAGE,A3/landscape atlas rebuild required
CARE_Failure_Forensics_Deep_Research_Evidence_Packet_20260730_v3.pdf,52,2182,1595,250.0,250.0,628.416,459.36,595.28,841.89,33.136,0.0,FAIL_WIDTH_EXCEEDS_PAGE,A3/landscape atlas rebuild required
CARE_Failure_Forensics_Deep_Research_Evidence_Packet_20260730_v3.pdf,53,2025,1595,250.0,250.0,583.2,459.36,595.28,841.89,0.0,0.0,PASS_GEOMETRY_ESTIMATE,
CARE_Failure_Forensics_Deep_Research_Evidence_Packet_20260730_v3.pdf,53,2025,1595,250.0,250.0,583.2,459.36,595.28,841.89,0.0,0.0,PASS_GEOMETRY_ESTIMATE,
CARE_Failure_Forensics_Deep_Research_Evidence_Packet_20260730_v3.pdf,54,2182,1595,250.0,250.0,628.416,459.36,595.28,841.89,33.136,0.0,FAIL_WIDTH_EXCEEDS_PAGE,A3/landscape atlas rebuild required
CARE_Failure_Forensics_Deep_Research_Evidence_Packet_20260730_v3.pdf,54,2182,1595,250.0,250.0,628.416,459.36,595.28,841.89,33.136,0.0,FAIL_WIDTH_EXCEEDS_PAGE,A3/landscape atlas rebuild required
CARE_Failure_Forensics_Deep_Research_Evidence_Packet_20260730_v3.pdf,55,2182,1595,250.0,250.0,628.416,459.36,595.28,841.89,33.136,0.0,FAIL_WIDTH_EXCEEDS_PAGE,A3/landscape atlas rebuild required
CARE_Failure_Forensics_Deep_Research_Evidence_Packet_20260730_v3.pdf,55,2182,1595,250.0,250.0,628.416,459.36,595.28,841.89,33.136,0.0,FAIL_WIDTH_EXCEEDS_PAGE,A3/landscape atlas rebuild required
CARE_Failure_Forensics_Deep_Research_Evidence_Packet_20260730_v3.pdf,56,2182,1595,250.0,250.0,628.416,459.36,595.28,841.89,33.136,0.0,FAIL_WIDTH_EXCEEDS_PAGE,A3/landscape atlas rebuild required
CARE_Failure_Forensics_Deep_Research_Evidence_Packet_20260730_v3.pdf,56,2182,1595,250.0,250.0,628.416,459.36,595.28,841.89,33.136,0.0,FAIL_WIDTH_EXCEEDS_PAGE,A3/landscape atlas rebuild required
CARE_Failure_Forensics_Deep_Research_Evidence_Packet_20260730_v3.pdf,57,2182,1595,250.0,250.0,628.416,459.36,595.28,841.89,33.136,0.0,FAIL_WIDTH_EXCEEDS_PAGE,A3/landscape atlas rebuild required
CARE_Failure_Forensics_Deep_Research_Evidence_Packet_20260730_v3.pdf,57,2182,1595,250.0,250.0,628.416,459.36,595.28,841.89,33.136,0.0,FAIL_WIDTH_EXCEEDS_PAGE,A3/landscape atlas rebuild required
