case_rows,empty_prediction_rate,mean_baseline_dice,mean_dice,mean_dice_delta_vs_standard_nnunet,mean_hd95,mean_remote_fp_volume_mm3,pathology,seed,subgroup,variant,evidence_source
43,0.0,0.573196419478004,0.2849534848718809,-0.28824293460612316,70.9654765695827,4113.558962038841,scar,20260723,positive_gt,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
16,0.0,0.6933346102422654,0.3841553937157548,-0.30917921652651065,98.21658697184502,6563.474544044836,scar,20260723,complete_trimodal,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
7,0.0,0.6131815991584469,0.35942107022435266,-0.2537605289340942,104.25674678472588,1897.1897380929154,scar,20260723,CenterB,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
9,0.0,0.7556758410852354,0.4033932008757342,-0.3522826402095012,93.51868489515991,10192.807170896329,scar,20260723,CenterC,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
24,0.0,0.501789292579108,0.25194205837974076,-0.24984723419936716,54.93729203842732,2956.149878412421,scar,20260723,lge_only,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
4,0.0,0.3777873129448342,0.014976037231255911,-0.3628112757135783,53.8516973400935,233.91647338867188,scar,20260723,lge_c0,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
0,,,,,,,scar,20260723,small_scar,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
43,0.0,0.573196419478004,0.2849534848718809,-0.28824293460612316,70.9654765695827,4113.558962038841,scar,20260723,large_scar,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
14,0.0,0.32854785692224636,0.1548023565676268,-0.17374550035461958,66.77006547721585,2490.291358432229,scar,20260723,low_baseline,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
30,0.0,0.6682592013547575,0.33619222858480335,-0.33206697276995395,72.78348804294167,4734.4925554039655,scar,20260723,high_baseline,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
44,1.0,0.3944358976789887,0.0,-0.3944358976789887,0.0,0.0,edema,20260723,all_cases,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
16,1.0,0.3944358976789887,0.0,-0.3944358976789887,,0.0,edema,20260723,positive_gt,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
16,1.0,0.3944358976789887,0.0,-0.3944358976789887,,0.0,edema,20260723,complete_trimodal,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
7,1.0,0.5029744773313501,0.0,-0.5029744773313501,,0.0,edema,20260723,CenterB,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
9,1.0,0.3100170023938187,0.0,-0.3100170023938187,,0.0,edema,20260723,CenterC,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
24,1.0,,,,0.0,0.0,edema,20260723,lge_only,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
4,1.0,,,,0.0,0.0,edema,20260723,lge_c0,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
0,,,,,,,edema,20260723,small_scar,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
0,,,,,,,edema,20260723,large_scar,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
10,1.0,0.2782908961049526,0.0,-0.2782908961049526,,0.0,edema,20260723,low_baseline,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
6,1.0,0.5880109003023821,0.0,-0.5880109003023821,,0.0,edema,20260723,high_baseline,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
44,1.0,0.5601692281262312,0.0,-0.573196419478004,0.0,0.0,scar,20260723,all_cases,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
43,1.0,0.573196419478004,0.0,-0.573196419478004,,0.0,scar,20260723,positive_gt,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
16,1.0,0.6933346102422654,0.0,-0.6933346102422654,,0.0,scar,20260723,complete_trimodal,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
7,1.0,0.6131815991584469,0.0,-0.6131815991584469,,0.0,scar,20260723,CenterB,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
9,1.0,0.7556758410852354,0.0,-0.7556758410852354,,0.0,scar,20260723,CenterC,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
24,1.0,0.501789292579108,0.0,-0.501789292579108,,0.0,scar,20260723,lge_only,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
4,1.0,0.3777873129448342,0.0,-0.5037164172597789,0.0,0.0,scar,20260723,lge_c0,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
0,,,,,,,scar,20260723,small_scar,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
43,1.0,0.573196419478004,0.0,-0.573196419478004,,0.0,scar,20260723,large_scar,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
14,1.0,0.32854785692224636,0.0,-0.3538207689931884,0.0,0.0,scar,20260723,low_baseline,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
30,1.0,0.6682592013547575,0.0,-0.6682592013547575,,0.0,scar,20260723,high_baseline,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
44,0.6363636363636364,0.3944358976789887,0.30122453949213035,-0.09321135818685833,15.907959346201835,2043.3120292008534,edema,20260723,all_cases,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
16,0.0,0.3944358976789887,0.30122453949213035,-0.09321135818685833,43.74688820205504,5619.108080302347,edema,20260723,positive_gt,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
16,0.0,0.3944358976789887,0.30122453949213035,-0.09321135818685833,43.74688820205504,5619.108080302347,edema,20260723,complete_trimodal,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
7,0.0,0.5029744773313501,0.47701874396251576,-0.0259557333688343,54.70885971830536,7421.88690318948,edema,20260723,CenterB,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
9,0.0,0.3100170023938187,0.16449571379294162,-0.14552128860087704,35.22091035608256,4216.946773612353,edema,20260723,CenterC,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
24,1.0,,,,0.0,0.0,edema,20260723,lge_only,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
4,1.0,,,,0.0,0.0,edema,20260723,lge_c0,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
0,,,,,,,edema,20260723,small_scar,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
0,,,,,,,edema,20260723,large_scar,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
10,0.0,0.2782908961049526,0.196110297475601,-0.08218059862935158,46.31004087078518,7025.955764371613,edema,20260723,low_baseline,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
6,0.0,0.5880109003023821,0.4764149428530125,-0.11159595744936962,39.474967087504815,3274.3619401869005,edema,20260723,high_baseline,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
44,0.0,0.5601692281262312,0.1580563428300611,-0.4021128852961702,46.11465462082516,12600.469488074665,scar,20260723,all_cases,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
43,0.0,0.573196419478004,0.1617320717330858,-0.4114643477449182,46.11465462082516,12893.503662215935,scar,20260723,positive_gt,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
16,0.0,0.6933346102422654,0.08078712107744437,-0.612547489164821,34.09286789663156,485.52245046594044,scar,20260723,complete_trimodal,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
7,0.0,0.6131815991584469,0.04161520305582848,-0.5715663961026184,45.60095945894265,592.1718215303764,scar,20260723,CenterB,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
9,0.0,0.7556758410852354,0.11125416842759009,-0.6444216726576453,25.142130014834045,402.5729396380459,scar,20260723,CenterC,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
24,0.0,0.501789292579108,0.2229752255700531,-0.2788140670090548,56.435579075451955,22332.426083425216,scar,20260723,lge_only,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
4,0.0,0.3777873129448342,0.07761993340057644,-0.30016737954425776,27.663454846176688,2668.51806640625,scar,20260723,lge_c0,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
0,,,,,,,scar,20260723,small_scar,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
43,0.0,0.573196419478004,0.1617320717330858,-0.4114643477449182,46.11465462082516,12893.503662215935,scar,20260723,large_scar,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
14,0.0,0.32854785692224636,0.1431036997316286,-0.18544415719061783,49.04391089987186,12673.455285044378,scar,20260723,low_baseline,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
30,0.0,0.6682592013547575,0.16503424294266303,-0.5032249584120946,44.845310233238266,12566.409449488798,scar,20260723,high_baseline,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
44,0.6363636363636364,0.3944358976789887,0.231883272550939,-0.1625526251280497,43.76131553390669,4568.878949471794,edema,20260723,all_cases,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
16,0.0,0.3944358976789887,0.231883272550939,-0.1625526251280497,120.34361771824338,12564.417111047433,edema,20260723,positive_gt,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
16,0.0,0.3944358976789887,0.231883272550939,-0.1625526251280497,120.34361771824338,12564.417111047433,edema,20260723,complete_trimodal,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
7,0.0,0.5029744773313501,0.38979522065600747,-0.11317925667534263,86.84159695248805,9168.16381475046,edema,20260723,CenterB,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
9,0.0,0.3100170023938187,0.10906286846921902,-0.20095413392459965,146.4007449804975,15205.947452611743,edema,20260723,CenterC,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
24,1.0,,,,0.0,0.0,edema,20260723,lge_only,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
4,1.0,,,,0.0,0.0,edema,20260723,lge_c0,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
0,,,,,,,edema,20260723,small_scar,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
0,,,,,,,edema,20260723,large_scar,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
10,0.0,0.2782908961049526,0.0963994661497369,-0.18189142995521568,139.82516647560027,16252.581388628125,edema,20260723,low_baseline,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
6,0.0,0.5880109003023821,0.45768961655294244,-0.13032128374943974,87.87436978931525,6417.476648412943,edema,20260723,high_baseline,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
44,0.0,0.5601692281262312,0.21880164238012065,-0.3413675857461106,93.74715724089639,6502.573820005753,scar,20260723,all_cases,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
43,0.0,0.573196419478004,0.22389005266803041,-0.3493063668099736,93.74715724089639,6652.692724250073,scar,20260723,positive_gt,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
16,0.0,0.6933346102422654,0.41443394842994297,-0.2789006618123225,94.26902617525069,8359.389659674593,scar,20260723,complete_trimodal,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
7,0.0,0.6131815991584469,0.41002822206358874,-0.20315337709485817,73.8854548545321,1927.1482982214486,scar,20260723,CenterB,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
9,0.0,0.7556758410852354,0.41786062449266287,-0.3378152165925725,110.12291498025402,13362.244051915925,scar,20260723,CenterC,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
24,0.0,0.501789292579108,0.120911725012625,-0.3808775675664829,101.0020400693748,6315.918639122344,scar,20260723,lge_only,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
4,0.0,0.3777873129448342,0.02361192238580527,-0.3541753905590289,32.924793629846235,195.24154663085938,scar,20260723,lge_c0,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
0,,,,,,,scar,20260723,small_scar,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
43,0.0,0.573196419478004,0.22389005266803041,-0.3493063668099736,93.74715724089639,6652.692724250073,scar,20260723,large_scar,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
14,0.0,0.32854785692224636,0.10217516482979483,-0.22637269209245156,89.87970122697585,2943.4188812615366,scar,20260723,low_baseline,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
30,0.0,0.6682592013547575,0.27322733190360593,-0.39503186945115143,95.42305484692862,8163.512791419721,scar,20260723,high_baseline,teacher_full_view,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
44,0.6363636363636364,0.3944358976789887,0.26639533096004,-0.12804056671894865,31.9087507283199,1835.2543423031361,edema,20260724,all_cases,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
16,0.0,0.3944358976789887,0.26639533096004,-0.12804056671894865,87.74906450287975,5046.949441333623,edema,20260724,positive_gt,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
16,0.0,0.3944358976789887,0.26639533096004,-0.12804056671894865,87.74906450287975,5046.949441333623,edema,20260724,complete_trimodal,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
7,0.0,0.5029744773313501,0.4072008373608417,-0.09577363997050838,77.72784787115891,5487.738945276021,edema,20260724,CenterB,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
9,0.0,0.3100170023938187,0.15687993709274978,-0.15313706530106888,95.54334410532925,4704.113160489538,edema,20260724,CenterC,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
24,1.0,,,,0.0,0.0,edema,20260724,lge_only,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
4,1.0,,,,0.0,0.0,edema,20260724,lge_c0,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
0,,,,,,,edema,20260724,small_scar,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
0,,,,,,,edema,20260724,large_scar,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
10,0.0,0.2782908961049526,0.1551181026320308,-0.12317279347292179,91.2033252805009,4987.709130324466,edema,20260724,low_baseline,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
6,0.0,0.5880109003023821,0.4518573781733886,-0.13615352212899348,81.99196320684445,5145.683293015555,edema,20260724,high_baseline,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
44,0.022727272727272728,0.5601692281262312,0.30235836774660585,-0.27083805173139813,55.40554134939798,4052.8303526005284,scar,20260724,all_cases,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
43,0.0,0.573196419478004,0.30235836774660585,-0.27083805173139813,56.69404231101187,4147.082221265657,scar,20260724,positive_gt,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
16,0.0,0.6933346102422654,0.3791559227866591,-0.31417868745560634,53.9659893323454,2696.462029525236,scar,20260724,complete_trimodal,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
7,0.0,0.6131815991584469,0.31359570568447764,-0.2995858934739693,53.901699431873865,1007.9520541642398,scar,20260724,CenterB,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
9,0.0,0.7556758410852354,0.43014720275502244,-0.3255286383302129,54.0159925882677,4009.7475659171228,scar,20260724,CenterC,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
24,0.0,0.501789292579108,0.28575711602269876,-0.21603217655640913,59.55712025310289,5573.302835084144,scar,20260724,lge_only,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
4,0.25,0.3777873129448342,0.025581421324245537,-0.4781349959355334,36.25427599537874,355.46875,scar,20260724,lge_c0,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
0,,,,,,,scar,20260724,small_scar,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
43,0.0,0.573196419478004,0.30235836774660585,-0.27083805173139813,56.69404231101187,4147.082221265657,scar,20260724,large_scar,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
14,0.07142857142857142,0.32854785692224636,0.19104833241573807,-0.16277243657745036,63.52706541428321,4778.606054754077,scar,20260724,low_baseline,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
30,0.0,0.6682592013547575,0.3505927163899819,-0.31766648496477556,51.615496785784856,3714.1350249288716,scar,20260724,high_baseline,student_direct_reliable,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
44,0.6363636363636364,0.3944358976789887,0.26141384615848295,-0.13302205152050575,24.191974985618675,2767.9884063050417,edema,20260724,all_cases,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
16,0.0,0.3944358976789887,0.26141384615848295,-0.13302205152050575,66.52793121045137,7611.968117338864,edema,20260724,positive_gt,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
16,0.0,0.3944358976789887,0.26141384615848295,-0.13302205152050575,66.52793121045137,7611.968117338864,edema,20260724,complete_trimodal,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
7,0.0,0.5029744773313501,0.38176682817058344,-0.12120764916076666,28.50225152294933,5517.417519740644,edema,20260724,CenterB,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
9,0.0,0.3100170023938187,0.1678059712601825,-0.14221103113363615,96.10345985628629,9241.063026581925,edema,20260724,CenterC,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
24,1.0,,,,0.0,0.0,edema,20260724,lge_only,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
4,1.0,,,,0.0,0.0,edema,20260724,lge_c0,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
0,,,,,,,edema,20260724,small_scar,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
0,,,,,,,edema,20260724,large_scar,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
10,0.0,0.2782908961049526,0.1908664532787135,-0.08742444282623911,91.99912048550077,11289.743315672129,edema,20260724,low_baseline,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
6,0.0,0.5880109003023821,0.378992834291432,-0.20901806601095016,24.075949085369043,1482.3427867834216,edema,20260724,high_baseline,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
44,0.4090909090909091,0.5601692281262312,0.1134279996449734,-0.4467412284812578,39.91912790857678,872.0772375909706,scar,20260724,all_cases,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
43,0.4186046511627907,0.573196419478004,0.11606586010183323,-0.45713055937617075,39.91912790857678,847.8404800349467,scar,20260724,positive_gt,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
16,1.0,0.6933346102422654,0.0,-0.6933346102422654,,0.0,scar,20260724,complete_trimodal,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
7,1.0,0.6131815991584469,0.0,-0.6131815991584469,,0.0,scar,20260724,CenterB,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
9,1.0,0.7556758410852354,0.0,-0.7556758410852354,,0.0,scar,20260724,CenterC,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
24,0.08333333333333333,0.501789292579108,0.19931465744452684,-0.302474635134581,38.949210092214024,1519.0475267292795,scar,20260724,lge_only,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
4,0.0,0.3777873129448342,0.05182005142754622,-0.325967261517288,47.031858561903654,478.564453125,scar,20260724,lge_c0,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
0,,,,,,,scar,20260724,small_scar,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
43,0.4186046511627907,0.573196419478004,0.11606586010183323,-0.45713055937617075,39.91912790857678,847.8404800349467,scar,20260724,large_scar,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
14,0.21428571428571427,0.32854785692224636,0.11068672466854734,-0.2178611322536991,42.16212803399077,2127.4920222486544,scar,20260724,low_baseline,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
30,0.5,0.6682592013547575,0.11470726130063887,-0.5535519400541186,38.423794491634126,286.21700475071816,scar,20260724,high_baseline,student_moddrop_control,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
44,0.3181818181818182,0.3944358976789887,0.0,-0.3944358976789887,214.76490492583972,298101.5638274209,edema,20260724,all_cases,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
16,0.875,0.3944358976789887,0.0,-0.3944358976789887,214.76490492583972,64.18575919534963,edema,20260724,positive_gt,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
16,0.875,0.3944358976789887,0.0,-0.3944358976789887,214.76490492583972,64.18575919534963,edema,20260724,complete_trimodal,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
7,1.0,0.5029744773313501,0.0,-0.5029744773313501,,0.0,edema,20260724,CenterB,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
9,0.7777777777777778,0.3100170023938187,0.0,-0.3100170023938187,214.76490492583972,114.10801634728824,edema,20260724,CenterC,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
24,0.0,,0.0,,,480744.8141613615,edema,20260724,lge_only,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
4,0.0,,0.0,,,394391.5740966797,edema,20260724,lge_c0,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
0,,,,,,,edema,20260724,small_scar,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
0,,,,,,,edema,20260724,large_scar,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
10,0.9,0.2782908961049526,0.0,-0.2782908961049526,215.82866017971352,14.674479966362327,edema,20260724,low_baseline,student_reliable_distill,results/20260722_care_myops_batch9_reliable_label_distillation/subgroup_metrics.csv
