job_id,partition,name,user,state,elapsed,nodes,reason,source,exit_code,submit,start,end
61220581.14,,bash,,COMPLETED,00:00:04,,,sacct_tracked,0:0,2026-07-29T10:08:37,2026-07-29T10:08:37,2026-07-29T10:08:41
61220581.15,,bash,,COMPLETED,00:00:01,,,sacct_tracked,0:0,2026-07-29T10:52:24,2026-07-29T10:52:24,2026-07-29T10:52:25
61220581.16,,bash,,FAILED,00:00:28,,,sacct_tracked,1:0,2026-07-29T11:28:44,2026-07-29T11:28:44,2026-07-29T11:29:12
61220581.17,,bash,,COMPLETED,00:00:43,,,sacct_tracked,0:0,2026-07-29T11:30:02,2026-07-29T11:30:02,2026-07-29T11:30:45
61220581.18,,bash,,COMPLETED,00:00:30,,,sacct_tracked,0:0,2026-07-29T11:33:06,2026-07-29T11:33:06,2026-07-29T11:33:36
61220581.19,,bash,,COMPLETED,00:00:05,,,sacct_tracked,0:0,2026-07-29T11:34:56,2026-07-29T11:34:56,2026-07-29T11:35:01
61220581.20,,bash,,COMPLETED,00:00:05,,,sacct_tracked,0:0,2026-07-29T11:35:31,2026-07-29T11:35:31,2026-07-29T11:35:36
61220581.21,,bash,,COMPLETED,00:00:45,,,sacct_tracked,0:0,2026-07-29T11:36:59,2026-07-29T11:36:59,2026-07-29T11:37:44
61220581.22,,bash,,COMPLETED,00:16:03,,,sacct_tracked,0:0,2026-07-29T11:38:06,2026-07-29T11:38:06,2026-07-29T11:54:09
61220581.23,,bash,,CANCELLED by 397557,00:05:20,,,sacct_tracked,0:9,2026-07-29T12:12:28,2026-07-29T12:12:28,2026-07-29T12:17:48
61220581.24,,bash,,FAILED,00:00:37,,,sacct_tracked,1:0,2026-07-29T12:35:03,2026-07-29T12:35:03,2026-07-29T12:35:40
61220581.25,,bash,,COMPLETED,00:01:30,,,sacct_tracked,0:0,2026-07-29T12:36:19,2026-07-29T12:36:19,2026-07-29T12:37:49
61220581.26,,bash,,COMPLETED,00:01:40,,,sacct_tracked,0:0,2026-07-29T12:38:57,2026-07-29T12:38:57,2026-07-29T12:40:37
61220581.27,,bash,,FAILED,00:00:30,,,sacct_tracked,1:0,2026-07-29T12:41:18,2026-07-29T12:41:18,2026-07-29T12:41:48
61220581.28,,bash,,CANCELLED by 397557,00:07:54,,,sacct_tracked,0:9,2026-07-29T12:42:23,2026-07-29T12:42:23,2026-07-29T12:50:17
61220581.29,,bash,,COMPLETED,00:16:26,,,sacct_tracked,0:0,2026-07-29T12:50:50,2026-07-29T12:50:50,2026-07-29T13:07:16
61220581.30,,bash,,COMPLETED,00:01:41,,,sacct_tracked,0:0,2026-07-29T13:09:05,2026-07-29T13:09:05,2026-07-29T13:10:46
61220581.31,,bash,,COMPLETED,00:16:49,,,sacct_tracked,0:0,2026-07-29T13:11:40,2026-07-29T13:11:40,2026-07-29T13:28:29
61220581.32,,bash,,COMPLETED,00:00:49,,,sacct_tracked,0:0,2026-07-29T13:32:22,2026-07-29T13:32:22,2026-07-29T13:33:11
61220581.33,,bash,,CANCELLED by 397557,01:37:23,,,sacct_tracked,0:9,2026-07-29T13:33:53,2026-07-29T13:33:53,2026-07-29T15:11:16
61220581.34,,bash,,COMPLETED,04:09:35,,,sacct_tracked,0:0,2026-07-29T15:13:23,2026-07-29T15:13:23,2026-07-29T19:22:58
61220581.35,,bash,,FAILED,00:00:09,,,sacct_tracked,1:0,2026-07-29T19:23:50,2026-07-29T19:23:50,2026-07-29T19:23:59
61220581.36,,bash,,COMPLETED,00:13:52,,,sacct_tracked,0:0,2026-07-29T19:25:24,2026-07-29T19:25:24,2026-07-29T19:39:16
61220581.37,,bash,,COMPLETED,00:01:28,,,sacct_tracked,0:0,2026-07-29T19:40:24,2026-07-29T19:40:24,2026-07-29T19:41:52
61220581.38,,bash,,COMPLETED,00:00:04,,,sacct_tracked,0:0,2026-07-30T00:02:05,2026-07-30T00:02:05,2026-07-30T00:02:09
61220581.39,,bash,,COMPLETED,00:00:26,,,sacct_tracked,0:0,2026-07-30T00:07:47,2026-07-30T00:07:47,2026-07-30T00:08:13
61220581.40,,bash,,CANCELLED by 397557,02:16:24,,,sacct_tracked,0:9,2026-07-30T00:13:57,2026-07-30T00:13:57,2026-07-30T02:30:21
61220581.41,,bash,,FAILED,00:00:13,,,sacct_tracked,1:0,2026-07-30T02:54:24,2026-07-30T02:54:24,2026-07-30T02:54:37
61220581.42,,bash,,COMPLETED,00:00:08,,,sacct_tracked,0:0,2026-07-30T02:55:10,2026-07-30T02:55:10,2026-07-30T02:55:18
61220581.43,,bash,,COMPLETED,00:00:18,,,sacct_tracked,0:0,2026-07-30T02:55:36,2026-07-30T02:55:36,2026-07-30T02:55:54
61220581.44,,bash,,COMPLETED,00:07:21,,,sacct_tracked,0:0,2026-07-30T02:57:43,2026-07-30T02:57:43,2026-07-30T03:05:04
61220581.45,,bash,,COMPLETED,00:14:31,,,sacct_tracked,0:0,2026-07-30T03:05:30,2026-07-30T03:05:30,2026-07-30T03:20:01
61220581.46,,bash,,COMPLETED,00:06:42,,,sacct_tracked,0:0,2026-07-30T03:20:22,2026-07-30T03:20:22,2026-07-30T03:27:04
61220581.47,,bash,,COMPLETED,00:23:42,,,sacct_tracked,0:0,2026-07-30T03:31:27,2026-07-30T03:31:27,2026-07-30T03:55:09
61220581.48,,python,,COMPLETED,00:00:33,,,sacct_tracked,0:0,2026-07-30T04:07:04,2026-07-30T04:07:04,2026-07-30T04:07:37
61220581.49,,python,,COMPLETED,00:00:27,,,sacct_tracked,0:0,2026-07-30T04:08:30,2026-07-30T04:08:30,2026-07-30T04:08:57
61220581.50,,python,,COMPLETED,00:00:27,,,sacct_tracked,0:0,2026-07-30T04:10:37,2026-07-30T04:10:37,2026-07-30T04:11:04
61220581.51,,bash,,COMPLETED,00:02:21,,,sacct_tracked,0:0,2026-07-30T10:57:18,2026-07-30T10:57:18,2026-07-30T10:59:39
61220581.52,,bash,,COMPLETED,00:02:10,,,sacct_tracked,0:0,2026-07-30T11:02:22,2026-07-30T11:02:22,2026-07-30T11:04:32
61220581.53,,bash,,FAILED,00:02:33,,,sacct_tracked,1:0,2026-07-30T11:14:13,2026-07-30T11:14:13,2026-07-30T11:16:46
61220581.54,,bash,,CANCELLED by 397557,00:04:51,,,sacct_tracked,0:9,2026-07-30T11:17:16,2026-07-30T11:17:16,2026-07-30T11:22:07
61220581.55,,bash,,FAILED,00:00:27,,,sacct_tracked,1:0,2026-07-30T11:23:16,2026-07-30T11:23:16,2026-07-30T11:23:43
61220581.56,,bash,,CANCELLED by 397557,00:02:59,,,sacct_tracked,0:9,2026-07-30T11:24:07,2026-07-30T11:24:07,2026-07-30T11:27:06
61220581.57,,bash,,FAILED,00:02:54,,,sacct_tracked,2:0,2026-07-30T11:28:11,2026-07-30T11:28:11,2026-07-30T11:31:05
61220581.58,,bash,,COMPLETED,00:03:19,,,sacct_tracked,0:0,2026-07-30T11:32:15,2026-07-30T11:32:15,2026-07-30T11:35:34
61376439,htzhulab,V4Mosaic80,,CANCELLED by 397557,00:00:00,,,sacct_tracked,0:0,2026-07-30T10:38:26,None,2026-07-30T11:08:54
