feature_source,task_id,probe_model,folds,passing_folds,mean_AUROC,mean_AUPRC,mean_balanced_accuracy,v4_status
NNUNET_DECODER_L1,P8_boundary_scar_vs_non_scar_myocardium,logistic_regression,5,5,0.9383379120879122,0.9443738043125481,0.8843040293040293,PASS_ALL_FOLDS
NNUNET_DECODER_L2,P1_scar_vs_normal_myocardium,logistic_regression,5,5,0.9640104166666668,0.9651085240331565,0.905,PASS_ALL_FOLDS
NNUNET_DECODER_L2,P2_nnunet_scar_FN_vs_true_negative,logistic_regression,5,5,0.996590909090909,0.996103896103896,0.9517149517149518,PASS_ALL_FOLDS
NNUNET_DECODER_L2,P3_nnunet_scar_FP_vs_true_negative,logistic_regression,5,5,0.991903409090909,0.9881955922865014,0.9210876623376624,PASS_ALL_FOLDS
NNUNET_DECODER_L2,P7_small_scar_vs_normal_myocardium,logistic_regression,5,5,0.99375,0.9833333333333334,0.8633333333333333,PASS_ALL_FOLDS
NNUNET_DECODER_L2,P8_boundary_scar_vs_non_scar_myocardium,logistic_regression,5,5,0.9640104166666668,0.9651085240331565,0.905,PASS_ALL_FOLDS
NNUNET_DECODER_L3,P1_scar_vs_normal_myocardium,logistic_regression,5,5,0.9785937499999999,0.9815929299351319,0.9054166666666668,PASS_ALL_FOLDS
NNUNET_DECODER_L3,P2_nnunet_scar_FN_vs_true_negative,logistic_regression,5,5,0.9983854166666667,0.9984313725490196,0.9675,PASS_ALL_FOLDS
NNUNET_DECODER_L3,P3_nnunet_scar_FP_vs_true_negative,logistic_regression,5,5,0.9982051282051282,0.9980677655677657,0.971698717948718,PASS_ALL_FOLDS
NNUNET_DECODER_L3,P7_small_scar_vs_normal_myocardium,logistic_regression,5,5,0.9958333333333332,0.9833333333333332,0.9416666666666667,PASS_ALL_FOLDS
NNUNET_DECODER_L3,P8_boundary_scar_vs_non_scar_myocardium,logistic_regression,5,5,0.9785937499999999,0.9815929299351319,0.9054166666666668,PASS_ALL_FOLDS
NNUNET_DECODER_L4,P1_scar_vs_normal_myocardium,logistic_regression,5,5,0.984375,0.9851817253327804,0.9366666666666668,PASS_ALL_FOLDS
NNUNET_DECODER_L4,P2_nnunet_scar_FN_vs_true_negative,logistic_regression,5,5,0.99921875,0.9992647058823529,0.9683333333333334,PASS_ALL_FOLDS
NNUNET_DECODER_L4,P3_nnunet_scar_FP_vs_true_negative,logistic_regression,5,5,0.9984375,0.9985294117647058,0.9745833333333334,PASS_ALL_FOLDS
NNUNET_DECODER_L4,P7_small_scar_vs_normal_myocardium,logistic_regression,5,5,0.9916666666666668,0.9733333333333334,0.9666666666666666,PASS_ALL_FOLDS
NNUNET_DECODER_L4,P8_boundary_scar_vs_non_scar_myocardium,logistic_regression,5,5,0.984375,0.9851817253327804,0.9366666666666668,PASS_ALL_FOLDS
NNUNET_ENCODER_L0,P1_scar_vs_normal_myocardium,logistic_regression,5,5,0.92546875,0.9175945266213261,0.8425,PASS_ALL_FOLDS
NNUNET_ENCODER_L0,P2_nnunet_scar_FN_vs_true_negative,logistic_regression,5,5,0.9775520833333333,0.9790795866607592,0.9112500000000001,PASS_ALL_FOLDS
NNUNET_ENCODER_L0,P3_nnunet_scar_FP_vs_true_negative,logistic_regression,5,5,0.9953125,0.9956764383384933,0.96875,PASS_ALL_FOLDS
NNUNET_ENCODER_L0,P7_small_scar_vs_normal_myocardium,logistic_regression,5,5,0.971875,0.9233333333333335,0.8558333333333333,PASS_ALL_FOLDS
NNUNET_ENCODER_L0,P8_boundary_scar_vs_non_scar_myocardium,logistic_regression,5,5,0.92546875,0.9175945266213261,0.8425,PASS_ALL_FOLDS
NNUNET_ENCODER_L1,P1_scar_vs_normal_myocardium,logistic_regression,5,5,0.96171875,0.9689126805750847,0.8862500000000001,PASS_ALL_FOLDS
NNUNET_ENCODER_L1,P2_nnunet_scar_FN_vs_true_negative,logistic_regression,5,5,0.9862500000000001,0.9904603580562659,0.9683333333333334,PASS_ALL_FOLDS
NNUNET_ENCODER_L1,P3_nnunet_scar_FP_vs_true_negative,logistic_regression,5,5,1.0,1.0,0.98125,PASS_ALL_FOLDS
NNUNET_ENCODER_L1,P7_small_scar_vs_normal_myocardium,logistic_regression,5,5,1.0,1.0,0.9416666666666667,PASS_ALL_FOLDS
NNUNET_ENCODER_L1,P8_boundary_scar_vs_non_scar_myocardium,logistic_regression,5,5,0.96171875,0.9689126805750847,0.8862500000000001,PASS_ALL_FOLDS
NNUNET_ENCODER_L2,P1_scar_vs_normal_myocardium,logistic_regression,5,5,0.9650520833333334,0.9662414862936342,0.8858333333333335,PASS_ALL_FOLDS
NNUNET_ENCODER_L2,P2_nnunet_scar_FN_vs_true_negative,logistic_regression,5,5,0.994375,0.9950687994496044,0.9620833333333334,PASS_ALL_FOLDS
NNUNET_ENCODER_L2,P3_nnunet_scar_FP_vs_true_negative,logistic_regression,5,5,1.0,1.0,0.9846153846153847,PASS_ALL_FOLDS
NNUNET_ENCODER_L2,P7_small_scar_vs_normal_myocardium,logistic_regression,5,5,1.0,1.0,0.9737500000000001,PASS_ALL_FOLDS
NNUNET_ENCODER_L2,P8_boundary_scar_vs_non_scar_myocardium,logistic_regression,5,5,0.9650520833333334,0.9662414862936342,0.8858333333333335,PASS_ALL_FOLDS
NNUNET_ENCODER_L3,P1_scar_vs_normal_myocardium,logistic_regression,5,5,0.9538541666666667,0.9544325212989401,0.8795833333333334,PASS_ALL_FOLDS
NNUNET_ENCODER_L3,P2_nnunet_scar_FN_vs_true_negative,logistic_regression,5,5,0.9785683066933067,0.9827715020022711,0.9238303363303363,PASS_ALL_FOLDS
NNUNET_ENCODER_L3,P3_nnunet_scar_FP_vs_true_negative,logistic_regression,5,5,0.9955154220779221,0.9921356421356421,0.9387265512265512,PASS_ALL_FOLDS
NNUNET_ENCODER_L3,P7_small_scar_vs_normal_myocardium,logistic_regression,5,5,0.9458333333333332,0.9458333333333332,0.745,PASS_ALL_FOLDS
NNUNET_ENCODER_L3,P8_boundary_scar_vs_non_scar_myocardium,logistic_regression,5,5,0.9538541666666667,0.9544325212989401,0.8795833333333334,PASS_ALL_FOLDS
NNUNET_ENCODER_L4,P1_scar_vs_normal_myocardium,logistic_regression,5,5,0.8827289377289379,0.8982544337098515,0.8056272893772893,PASS_ALL_FOLDS
NNUNET_ENCODER_L4,P2_nnunet_scar_FN_vs_true_negative,logistic_regression,5,5,0.9848214285714285,0.9769841269841268,0.8712698412698414,PASS_ALL_FOLDS
NNUNET_ENCODER_L4,P3_nnunet_scar_FP_vs_true_negative,logistic_regression,5,5,0.9302777777777778,0.8531746031746031,0.7333333333333332,PASS_ALL_FOLDS
NNUNET_ENCODER_L4,P7_small_scar_vs_normal_myocardium,logistic_regression,5,4,0.7331597222222221,0.5628205128205128,0.5833333333333333,FAIL_OR_PARTIAL
NNUNET_ENCODER_L4,P8_boundary_scar_vs_non_scar_myocardium,logistic_regression,5,5,0.8827289377289379,0.8982544337098515,0.8056272893772893,PASS_ALL_FOLDS
NNUNET_ENCODER_L5,P1_scar_vs_normal_myocardium,logistic_regression,5,5,0.6318473193473194,0.5716912981552019,0.5399225774225774,PASS_ALL_FOLDS
NNUNET_ENCODER_L5,P2_nnunet_scar_FN_vs_true_negative,logistic_regression,5,5,0.8471978021978022,0.6559913419913419,0.7456410256410256,PASS_ALL_FOLDS
NNUNET_ENCODER_L5,P3_nnunet_scar_FP_vs_true_negative,logistic_regression,5,4,0.5772664835164836,0.42042124542124537,0.625,FAIL_OR_PARTIAL
NNUNET_ENCODER_L5,P7_small_scar_vs_normal_myocardium,logistic_regression,5,2,0.5224358974358974,0.3541666666666667,0.5,FAIL_OR_PARTIAL
NNUNET_ENCODER_L5,P8_boundary_scar_vs_non_scar_myocardium,logistic_regression,5,5,0.6318473193473194,0.5716912981552019,0.5399225774225774,PASS_ALL_FOLDS
NNUNET_ENCODER_L6,P1_scar_vs_normal_myocardium,logistic_regression,5,5,0.43194444444444446,0.3255627705627705,0.5758333333333334,PASS_ALL_FOLDS
NNUNET_ENCODER_L6,P2_nnunet_scar_FN_vs_true_negative,logistic_regression,5,3,0.17129629629629628,0.13888888888888887,0.47222222222222227,FAIL_OR_PARTIAL
NNUNET_ENCODER_L6,P3_nnunet_scar_FP_vs_true_negative,logistic_regression,5,0,,,,FAIL_OR_PARTIAL
NNUNET_ENCODER_L6,P7_small_scar_vs_normal_myocardium,logistic_regression,5,0,,,,FAIL_OR_PARTIAL
NNUNET_ENCODER_L6,P8_boundary_scar_vs_non_scar_myocardium,logistic_regression,5,5,0.43194444444444446,0.3255627705627705,0.5758333333333334,PASS_ALL_FOLDS
PATIENT_ID_LEAKAGE_CONTROL,P1_scar_vs_normal_myocardium,logistic_regression,5,5,0.5,0.48937414297509996,0.5,PASS_ALL_FOLDS
PATIENT_ID_LEAKAGE_CONTROL,P2_nnunet_scar_FN_vs_true_negative,logistic_regression,5,5,0.5,0.4654215159521501,0.5,PASS_ALL_FOLDS
PATIENT_ID_LEAKAGE_CONTROL,P3_nnunet_scar_FP_vs_true_negative,logistic_regression,5,5,0.5,0.4424755936359691,0.5,PASS_ALL_FOLDS
PATIENT_ID_LEAKAGE_CONTROL,P7_small_scar_vs_normal_myocardium,logistic_regression,5,5,0.5,0.13562322285853318,0.5,PASS_ALL_FOLDS
PATIENT_ID_LEAKAGE_CONTROL,P8_boundary_scar_vs_non_scar_myocardium,logistic_regression,5,5,0.5,0.48937414297509996,0.5,PASS_ALL_FOLDS
PRISM_EDEMA_REFINER,P1_scar_vs_normal_myocardium,logistic_regression,5,5,0.9515625,0.9508942659221298,0.8804166666666667,PASS_ALL_FOLDS
PRISM_EDEMA_REFINER,P2_nnunet_scar_FN_vs_true_negative,logistic_regression,5,5,0.9589583333333334,0.9516360045219372,0.8795833333333334,PASS_ALL_FOLDS
PRISM_EDEMA_REFINER,P3_nnunet_scar_FP_vs_true_negative,logistic_regression,5,5,0.9734375,0.9799449374047864,0.91875,PASS_ALL_FOLDS
PRISM_EDEMA_REFINER,P7_small_scar_vs_normal_myocardium,logistic_regression,5,5,0.9202083333333333,0.8900980392156862,0.8941666666666667,PASS_ALL_FOLDS
PRISM_EDEMA_REFINER,P8_boundary_scar_vs_non_scar_myocardium,logistic_regression,5,5,0.9515625,0.9508942659221298,0.8804166666666667,PASS_ALL_FOLDS
PRISM_EDEMA_ROUTED_L0,P1_scar_vs_normal_myocardium,logistic_regression,5,5,0.9748958333333334,0.9768370126390638,0.8929166666666667,PASS_ALL_FOLDS
PRISM_EDEMA_ROUTED_L0,P2_nnunet_scar_FN_vs_true_negative,logistic_regression,5,5,0.9733333333333334,0.9794311974789917,0.9245833333333333,PASS_ALL_FOLDS
PRISM_EDEMA_ROUTED_L0,P3_nnunet_scar_FP_vs_true_negative,logistic_regression,5,5,0.98671875,0.9901813725490196,0.95,PASS_ALL_FOLDS
PRISM_EDEMA_ROUTED_L0,P7_small_scar_vs_normal_myocardium,logistic_regression,5,5,0.9808333333333333,0.9511904761904761,0.9004166666666666,PASS_ALL_FOLDS
PRISM_EDEMA_ROUTED_L0,P8_boundary_scar_vs_non_scar_myocardium,logistic_regression,5,5,0.9748958333333334,0.9768370126390638,0.8929166666666667,PASS_ALL_FOLDS
PRISM_EDEMA_ROUTED_L1,P1_scar_vs_normal_myocardium,logistic_regression,5,5,0.9809374999999999,0.9791119776873453,0.9241666666666667,PASS_ALL_FOLDS
PRISM_EDEMA_ROUTED_L1,P2_nnunet_scar_FN_vs_true_negative,logistic_regression,5,5,0.9904166666666667,0.9901298772714213,0.9616666666666667,PASS_ALL_FOLDS
PRISM_EDEMA_ROUTED_L1,P3_nnunet_scar_FP_vs_true_negative,logistic_regression,5,5,0.9984375,0.9985294117647058,0.9745833333333334,PASS_ALL_FOLDS
PRISM_EDEMA_ROUTED_L1,P7_small_scar_vs_normal_myocardium,logistic_regression,5,5,0.9866666666666667,0.9464444444444444,0.9041666666666666,PASS_ALL_FOLDS
PRISM_EDEMA_ROUTED_L1,P8_boundary_scar_vs_non_scar_myocardium,logistic_regression,5,5,0.9809374999999999,0.9791119776873453,0.9241666666666667,PASS_ALL_FOLDS
PRISM_EDEMA_ROUTED_L2,P1_scar_vs_normal_myocardium,logistic_regression,5,5,0.9683854166666667,0.9657553302390763,0.9120833333333334,PASS_ALL_FOLDS
PRISM_EDEMA_ROUTED_L2,P2_nnunet_scar_FN_vs_true_negative,logistic_regression,5,5,0.9896874999999999,0.9895620959922431,0.9495833333333333,PASS_ALL_FOLDS
PRISM_EDEMA_ROUTED_L2,P3_nnunet_scar_FP_vs_true_negative,logistic_regression,5,5,0.9934895833333333,0.9935907774715824,0.9668910256410257,PASS_ALL_FOLDS
PRISM_EDEMA_ROUTED_L2,P7_small_scar_vs_normal_myocardium,logistic_regression,5,5,0.9558333333333333,0.8266666666666665,0.8375,PASS_ALL_FOLDS
PRISM_EDEMA_ROUTED_L2,P8_boundary_scar_vs_non_scar_myocardium,logistic_regression,5,5,0.9683854166666667,0.9657553302390763,0.9120833333333334,PASS_ALL_FOLDS
PRISM_EDEMA_ROUTED_L3,P1_scar_vs_normal_myocardium,logistic_regression,5,5,0.9042708333333334,0.9167462020684107,0.7991666666666667,PASS_ALL_FOLDS
PRISM_EDEMA_ROUTED_L3,P2_nnunet_scar_FN_vs_true_negative,logistic_regression,5,5,0.9679383116883116,0.9726690021629292,0.9037524975024975,PASS_ALL_FOLDS
PRISM_EDEMA_ROUTED_L3,P3_nnunet_scar_FP_vs_true_negative,logistic_regression,5,5,0.9066779401154402,0.8922227797285845,0.8475523088023088,PASS_ALL_FOLDS
PRISM_EDEMA_ROUTED_L3,P7_small_scar_vs_normal_myocardium,logistic_regression,5,5,0.95,0.8400000000000001,0.79375,PASS_ALL_FOLDS
PRISM_EDEMA_ROUTED_L3,P8_boundary_scar_vs_non_scar_myocardium,logistic_regression,5,5,0.9042708333333334,0.9167462020684107,0.7991666666666667,PASS_ALL_FOLDS
PRISM_PRIVATE_C0_L0,P1_scar_vs_normal_myocardium,logistic_regression,5,5,0.8423437500000001,0.865901895571375,0.7370833333333333,PASS_ALL_FOLDS
PRISM_PRIVATE_C0_L0,P2_nnunet_scar_FN_vs_true_negative,logistic_regression,5,5,0.9858854166666667,0.9873412300526271,0.9370833333333334,PASS_ALL_FOLDS
PRISM_PRIVATE_C0_L0,P3_nnunet_scar_FP_vs_true_negative,logistic_regression,5,5,0.9890625,0.9903447022748495,0.95,PASS_ALL_FOLDS
PRISM_PRIVATE_C0_L0,P7_small_scar_vs_normal_myocardium,logistic_regression,5,5,0.94375,0.9355263157894737,0.9237500000000001,PASS_ALL_FOLDS
PRISM_PRIVATE_C0_L0,P8_boundary_scar_vs_non_scar_myocardium,logistic_regression,5,5,0.8423437500000001,0.865901895571375,0.7370833333333333,PASS_ALL_FOLDS
PRISM_PRIVATE_C0_L1,P1_scar_vs_normal_myocardium,logistic_regression,5,5,0.9077604166666667,0.9145253824325368,0.8116666666666668,PASS_ALL_FOLDS
PRISM_PRIVATE_C0_L1,P2_nnunet_scar_FN_vs_true_negative,logistic_regression,5,5,0.9855729166666667,0.9870816962750013,0.9179166666666667,PASS_ALL_FOLDS
PRISM_PRIVATE_C0_L1,P3_nnunet_scar_FP_vs_true_negative,logistic_regression,5,5,0.99375,0.9940254435107377,0.93,PASS_ALL_FOLDS
PRISM_PRIVATE_C0_L1,P7_small_scar_vs_normal_myocardium,logistic_regression,5,5,0.9487500000000001,0.913904761904762,0.8787499999999999,PASS_ALL_FOLDS
PRISM_PRIVATE_C0_L1,P8_boundary_scar_vs_non_scar_myocardium,logistic_regression,5,5,0.9077604166666667,0.9145253824325368,0.8116666666666668,PASS_ALL_FOLDS
PRISM_PRIVATE_C0_L2,P1_scar_vs_normal_myocardium,logistic_regression,5,5,0.90953125,0.919697309799477,0.8487500000000001,PASS_ALL_FOLDS
PRISM_PRIVATE_C0_L2,P2_nnunet_scar_FN_vs_true_negative,logistic_regression,5,5,0.9968229166666667,0.9970424836601307,0.9683333333333334,PASS_ALL_FOLDS
PRISM_PRIVATE_C0_L2,P3_nnunet_scar_FP_vs_true_negative,logistic_regression,5,5,0.9956290064102564,0.9956447963800905,0.9668910256410257,PASS_ALL_FOLDS
PRISM_PRIVATE_C0_L2,P7_small_scar_vs_normal_myocardium,logistic_regression,5,5,0.9908333333333333,0.9686666666666666,0.8329166666666665,PASS_ALL_FOLDS
PRISM_PRIVATE_C0_L2,P8_boundary_scar_vs_non_scar_myocardium,logistic_regression,5,5,0.90953125,0.919697309799477,0.8487500000000001,PASS_ALL_FOLDS
PRISM_PRIVATE_C0_L3,P1_scar_vs_normal_myocardium,logistic_regression,5,5,0.8786979166666666,0.8960154406853323,0.805,PASS_ALL_FOLDS
PRISM_PRIVATE_C0_L3,P2_nnunet_scar_FN_vs_true_negative,logistic_regression,5,5,0.9610795454545455,0.9673199461357356,0.8879516317016318,PASS_ALL_FOLDS
PRISM_PRIVATE_C0_L3,P3_nnunet_scar_FP_vs_true_negative,logistic_regression,5,5,0.9307729076479078,0.9313945203425723,0.8803499278499279,PASS_ALL_FOLDS
PRISM_PRIVATE_C0_L3,P7_small_scar_vs_normal_myocardium,logistic_regression,5,5,0.9066666666666666,0.8739682539682541,0.8779166666666665,PASS_ALL_FOLDS
PRISM_PRIVATE_C0_L3,P8_boundary_scar_vs_non_scar_myocardium,logistic_regression,5,5,0.8786979166666666,0.8960154406853323,0.805,PASS_ALL_FOLDS
PRISM_PRIVATE_LGE_L0,P1_scar_vs_normal_myocardium,logistic_regression,5,5,0.9698958333333334,0.9727471762843279,0.9179166666666667,PASS_ALL_FOLDS
PRISM_PRIVATE_LGE_L0,P2_nnunet_scar_FN_vs_true_negative,logistic_regression,5,5,0.9928125,0.992684615833513,0.9683333333333334,PASS_ALL_FOLDS
PRISM_PRIVATE_LGE_L0,P3_nnunet_scar_FP_vs_true_negative,logistic_regression,5,5,0.99765625,0.9980263157894737,0.975,PASS_ALL_FOLDS
PRISM_PRIVATE_LGE_L0,P7_small_scar_vs_normal_myocardium,logistic_regression,5,5,0.960625,0.9353333333333333,0.9225,PASS_ALL_FOLDS
PRISM_PRIVATE_LGE_L0,P8_boundary_scar_vs_non_scar_myocardium,logistic_regression,5,5,0.9698958333333334,0.9727471762843279,0.9179166666666667,PASS_ALL_FOLDS
PRISM_PRIVATE_LGE_L1,P1_scar_vs_normal_myocardium,logistic_regression,5,5,0.9578125,0.9630825325507315,0.8804166666666667,PASS_ALL_FOLDS
PRISM_PRIVATE_LGE_L1,P2_nnunet_scar_FN_vs_true_negative,logistic_regression,5,5,0.9896354166666667,0.9907330951319923,0.9550000000000001,PASS_ALL_FOLDS
PRISM_PRIVATE_LGE_L1,P3_nnunet_scar_FP_vs_true_negative,logistic_regression,5,5,0.9984375,0.9986111111111111,0.975,PASS_ALL_FOLDS
PRISM_PRIVATE_LGE_L1,P7_small_scar_vs_normal_myocardium,logistic_regression,5,5,0.9974999999999999,0.9933333333333334,0.9487500000000001,PASS_ALL_FOLDS
PRISM_PRIVATE_LGE_L1,P8_boundary_scar_vs_non_scar_myocardium,logistic_regression,5,5,0.9578125,0.9630825325507315,0.8804166666666667,PASS_ALL_FOLDS
PRISM_PRIVATE_LGE_L2,P1_scar_vs_normal_myocardium,logistic_regression,5,5,0.9706770833333334,0.9750534861022476,0.8866666666666667,PASS_ALL_FOLDS
PRISM_PRIVATE_LGE_L2,P2_nnunet_scar_FN_vs_true_negative,logistic_regression,5,5,0.99921875,0.9992647058823529,0.9875,PASS_ALL_FOLDS
PRISM_PRIVATE_LGE_L2,P3_nnunet_scar_FP_vs_true_negative,logistic_regression,5,5,0.9983854166666667,0.9984313725490196,0.9731410256410257,PASS_ALL_FOLDS
PRISM_PRIVATE_LGE_L2,P7_small_scar_vs_normal_myocardium,logistic_regression,5,5,1.0,1.0,0.9666666666666666,PASS_ALL_FOLDS
PRISM_PRIVATE_LGE_L2,P8_boundary_scar_vs_non_scar_myocardium,logistic_regression,5,5,0.9706770833333334,0.9750534861022476,0.8866666666666667,PASS_ALL_FOLDS
PRISM_PRIVATE_LGE_L3,P1_scar_vs_normal_myocardium,logistic_regression,5,5,0.9036979166666667,0.9245377754688539,0.8237500000000001,PASS_ALL_FOLDS
PRISM_PRIVATE_LGE_L3,P2_nnunet_scar_FN_vs_true_negative,logistic_regression,5,5,0.9449404761904763,0.9591607572321859,0.9343614718614719,PASS_ALL_FOLDS
PRISM_PRIVATE_LGE_L3,P3_nnunet_scar_FP_vs_true_negative,logistic_regression,5,5,0.9831439393939394,0.9816472416472417,0.9492622655122656,PASS_ALL_FOLDS
PRISM_PRIVATE_LGE_L3,P7_small_scar_vs_normal_myocardium,logistic_regression,5,5,0.9191666666666667,0.8685714285714287,0.7758333333333333,PASS_ALL_FOLDS
PRISM_PRIVATE_LGE_L3,P8_boundary_scar_vs_non_scar_myocardium,logistic_regression,5,5,0.9036979166666667,0.9245377754688539,0.8237500000000001,PASS_ALL_FOLDS
PRISM_PRIVATE_T2_L0,P1_scar_vs_normal_myocardium,logistic_regression,5,5,0.8858333333333335,0.8988906905721393,0.8045833333333334,PASS_ALL_FOLDS
PRISM_PRIVATE_T2_L0,P2_nnunet_scar_FN_vs_true_negative,logistic_regression,5,5,0.9519791666666666,0.9677254849373927,0.9237500000000001,PASS_ALL_FOLDS
PRISM_PRIVATE_T2_L0,P3_nnunet_scar_FP_vs_true_negative,logistic_regression,5,5,0.9890625,0.9902630029284442,0.95625,PASS_ALL_FOLDS
PRISM_PRIVATE_T2_L0,P7_small_scar_vs_normal_myocardium,logistic_regression,5,5,0.92125,0.8989444444444444,0.8829166666666666,PASS_ALL_FOLDS
PRISM_PRIVATE_T2_L0,P8_boundary_scar_vs_non_scar_myocardium,logistic_regression,5,5,0.8858333333333335,0.8988906905721393,0.8045833333333334,PASS_ALL_FOLDS
PRISM_PRIVATE_T2_L1,P1_scar_vs_normal_myocardium,logistic_regression,5,5,0.9284895833333333,0.9396282570869537,0.8545833333333335,PASS_ALL_FOLDS
PRISM_PRIVATE_T2_L1,P2_nnunet_scar_FN_vs_true_negative,logistic_regression,5,5,0.9802083333333333,0.9868094852188186,0.93625,PASS_ALL_FOLDS
PRISM_PRIVATE_T2_L1,P3_nnunet_scar_FP_vs_true_negative,logistic_regression,5,5,0.9875,0.9908687460308009,0.96875,PASS_ALL_FOLDS
PRISM_PRIVATE_T2_L1,P7_small_scar_vs_normal_myocardium,logistic_regression,5,5,0.9416666666666667,0.9450980392156862,0.9154166666666665,PASS_ALL_FOLDS
PRISM_PRIVATE_T2_L1,P8_boundary_scar_vs_non_scar_myocardium,logistic_regression,5,5,0.9284895833333333,0.9396282570869537,0.8545833333333335,PASS_ALL_FOLDS
PRISM_PRIVATE_T2_L2,P1_scar_vs_normal_myocardium,logistic_regression,5,5,0.95796875,0.9614911098211214,0.8795833333333334,PASS_ALL_FOLDS
PRISM_PRIVATE_T2_L2,P2_nnunet_scar_FN_vs_true_negative,logistic_regression,5,5,0.9951041666666667,0.9953723447712418,0.9558333333333333,PASS_ALL_FOLDS
PRISM_PRIVATE_T2_L2,P3_nnunet_scar_FP_vs_true_negative,logistic_regression,5,5,0.9959374999999999,0.9959365079365078,0.9602243589743591,PASS_ALL_FOLDS
PRISM_PRIVATE_T2_L2,P7_small_scar_vs_normal_myocardium,logistic_regression,5,5,0.9400000000000001,0.9086666666666666,0.9604166666666666,PASS_ALL_FOLDS
