model_id,variant,pathology,source_file,case_rows,mean_dice,mean_hd95,mean_delta_vs_anchor
CARE_ARC,raw_direct_enabled,edema_zone,results/20260729_care_arc_clean_fold1/runtime/fold0_development/casewise_metrics.csv,44,0.4351779796801079,30.951823456031,
CARE_ARC,raw_direct_enabled,pure_edema,results/20260729_care_arc_clean_fold1/runtime/fold0_development/casewise_metrics.csv,44,0.31299956738465734,13.22653141347741,
CARE_ARC,raw_direct_enabled,scar,results/20260729_care_arc_clean_fold1/runtime/fold0_development/casewise_metrics.csv,44,0.39009202314141456,30.176545787378107,
CARE_ARC,raw_direct_identity,edema_zone,results/20260729_care_arc_clean_fold1/runtime/fold0_development/casewise_metrics.csv,44,0.42974046944325633,32.73426028756963,
CARE_ARC,raw_direct_identity,pure_edema,results/20260729_care_arc_clean_fold1/runtime/fold0_development/casewise_metrics.csv,44,0.30542068029950326,14.667966641912386,
CARE_ARC,raw_direct_identity,scar,results/20260729_care_arc_clean_fold1/runtime/fold0_development/casewise_metrics.csv,44,0.38376939471686344,30.70715460289829,
CARE_DG_DR_DPR,Batch10_MMRD::distill_epoch25_two_seed_mean,pure_edema,results/20260727_care_dg_dual_pathology_validation/parity_recompute_fold0/canonical_casewise_metrics.csv,44,,,
CARE_DG_DR_DPR,Batch10_MMRD::distill_epoch25_two_seed_mean,scar,results/20260727_care_dg_dual_pathology_validation/parity_recompute_fold0/canonical_casewise_metrics.csv,44,,,
CARE_DG_DR_DPR,Batch7_minimal,pure_edema,results/20260727_care_dg_dual_pathology_validation/parity_recompute_fold0/canonical_casewise_metrics.csv,44,,,
CARE_DG_DR_DPR,Batch7_minimal,scar,results/20260727_care_dg_dual_pathology_validation/parity_recompute_fold0/canonical_casewise_metrics.csv,44,,,
CARE_DG_DR_DPR,SCR_R1_generic_cascade_control,pure_edema,results/20260727_care_dg_dual_pathology_validation/parity_recompute_fold0/canonical_casewise_metrics.csv,44,,,
CARE_DG_DR_DPR,SCR_R1_generic_cascade_control,scar,results/20260727_care_dg_dual_pathology_validation/parity_recompute_fold0/canonical_casewise_metrics.csv,44,,,
CARE_DG_DR_DPR,mosaic_fold0_random_init,pure_edema,results/20260727_care_dg_dual_pathology_validation/parity_recompute_fold0/canonical_casewise_metrics.csv,44,,,
CARE_DG_DR_DPR,mosaic_fold0_random_init,scar,results/20260727_care_dg_dual_pathology_validation/parity_recompute_fold0/canonical_casewise_metrics.csv,44,,,
CARE_DG_DR_DPR,nnunet_fold0,pure_edema,results/20260727_care_dg_dual_pathology_validation/parity_recompute_fold0/canonical_casewise_metrics.csv,44,,,
CARE_DG_DR_DPR,nnunet_fold0,scar,results/20260727_care_dg_dual_pathology_validation/parity_recompute_fold0/canonical_casewise_metrics.csv,44,,,
CARE_DG_DR_DPR,Batch10_MMRD::distill_epoch25_two_seed_mean,pure_edema,results/20260727_care_dg_dual_pathology_validation/parity_recompute_fold0/all_model_pairwise_vs_nnunet.csv,44,,,
CARE_DG_DR_DPR,Batch10_MMRD::distill_epoch25_two_seed_mean,scar,results/20260727_care_dg_dual_pathology_validation/parity_recompute_fold0/all_model_pairwise_vs_nnunet.csv,44,,,
CARE_DG_DR_DPR,Batch7_minimal,pure_edema,results/20260727_care_dg_dual_pathology_validation/parity_recompute_fold0/all_model_pairwise_vs_nnunet.csv,44,,,
CARE_DG_DR_DPR,Batch7_minimal,scar,results/20260727_care_dg_dual_pathology_validation/parity_recompute_fold0/all_model_pairwise_vs_nnunet.csv,44,,,
CARE_DG_DR_DPR,SCR_R1_generic_cascade_control,pure_edema,results/20260727_care_dg_dual_pathology_validation/parity_recompute_fold0/all_model_pairwise_vs_nnunet.csv,44,,,
CARE_DG_DR_DPR,SCR_R1_generic_cascade_control,scar,results/20260727_care_dg_dual_pathology_validation/parity_recompute_fold0/all_model_pairwise_vs_nnunet.csv,44,,,
CARE_DG_DR_DPR,mosaic_fold0_random_init,pure_edema,results/20260727_care_dg_dual_pathology_validation/parity_recompute_fold0/all_model_pairwise_vs_nnunet.csv,44,,,
CARE_DG_DR_DPR,mosaic_fold0_random_init,scar,results/20260727_care_dg_dual_pathology_validation/parity_recompute_fold0/all_model_pairwise_vs_nnunet.csv,44,,,
CARE_PRISM_V2,CARE_PRISM_V2,edema_zone,results/20260730_care_failure_forensics_deep_research_packet/prism_corrected_casewise_metrics.csv,455,0.30447691895824175,,
CARE_PRISM_V2,CARE_PRISM_V2,pure_edema,results/20260730_care_failure_forensics_deep_research_packet/prism_corrected_casewise_metrics.csv,455,0.7037550062197802,,
CARE_PRISM_V2,CARE_PRISM_V2,scar,results/20260730_care_failure_forensics_deep_research_packet/prism_corrected_casewise_metrics.csv,455,0.4447415136989011,,
