case_id,mode,source_fold,image_shape_zyx,availability_lge_t2_c0,source_probability_path,source_prediction_path,output_prediction_path,gt_path,model_forward_count,checkpoint_actual_load_count,prototype_memory_actual_load_count,memory_query_policy,raw_anchor_used_for_final_baseline,safety_context_used_for_srr_evidence,changed_voxels,raw_label_mismatch,anchor_identity_softmax_max_abs_delta,nonidentity_downstream_tensor_max_abs_delta,no_t2_case,no_t2_full_chain_exact_zero,geometry_matches_gt,output_sha256
Case1045,srr_no_anchor_control,0,"[9, 256, 256]","1.0,0.0,0.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1045.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1045.nii.gz,results/20260721_srr_batch5_post_batch4_diagnostic_repair/runtime/inference/srr_no_anchor_control/predictions/Case1045.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1045.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,20136,0,,3.91949725151062,True,True,True,7aa3c0737533962e69f28712a61cf7523d8479bbfe9b6bbbaef28109f487fb4d
Case1047,srr_no_anchor_control,0,"[24, 256, 256]","1.0,0.0,0.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1047.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1047.nii.gz,results/20260721_srr_batch5_post_batch4_diagnostic_repair/runtime/inference/srr_no_anchor_control/predictions/Case1047.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1047.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,70430,0,,3.77492618560791,True,True,True,a5e6b5f347e69b6ed249b20da5e5afcf0fd4c614d555e8abf2589a9b1e580674
Case1053,srr_no_anchor_control,0,"[9, 256, 256]","1.0,0.0,0.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1053.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1053.nii.gz,results/20260721_srr_batch5_post_batch4_diagnostic_repair/runtime/inference/srr_no_anchor_control/predictions/Case1053.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1053.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,36187,0,,3.853259563446045,True,True,True,ed610998c70ddd06d8c520cd58ae3c3e467b9a22a70fdf2c4d117171d20ff0ed
Case1062,srr_no_anchor_control,0,"[20, 256, 256]","1.0,0.0,0.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1062.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1062.nii.gz,results/20260721_srr_batch5_post_batch4_diagnostic_repair/runtime/inference/srr_no_anchor_control/predictions/Case1062.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1062.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,58412,0,,3.7452149391174316,True,True,True,5ca4e2fdab856d8d18ea87688e84874bd2fa6bd3f329148e45f3ec1e33c212b4
Case1070,srr_no_anchor_control,0,"[20, 256, 256]","1.0,0.0,0.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1070.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1070.nii.gz,results/20260721_srr_batch5_post_batch4_diagnostic_repair/runtime/inference/srr_no_anchor_control/predictions/Case1070.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1070.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,44914,0,,3.7662432193756104,True,True,True,5b384edbfc92af6ed5bb36e804771f44f8858bb010be4678eee4f55427388c40
Case1073,srr_no_anchor_control,0,"[10, 256, 256]","1.0,0.0,0.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1073.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1073.nii.gz,results/20260721_srr_batch5_post_batch4_diagnostic_repair/runtime/inference/srr_no_anchor_control/predictions/Case1073.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1073.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,52021,0,,3.707709550857544,True,True,True,54d4772c051881051190ee64cc63cedafad9be75c4f488f206107144aca3fb34
Case1080,srr_no_anchor_control,0,"[9, 256, 256]","1.0,0.0,0.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1080.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1080.nii.gz,results/20260721_srr_batch5_post_batch4_diagnostic_repair/runtime/inference/srr_no_anchor_control/predictions/Case1080.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1080.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,22027,0,,3.9759178161621094,True,True,True,bf03bf69540357ec25a70a7829483a94dc2f2fb2a97ec1c29960853d6eab9b71
Case2002,srr_no_anchor_control,0,"[6, 251, 264]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2002.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2002.nii.gz,results/20260721_srr_batch5_post_batch4_diagnostic_repair/runtime/inference/srr_no_anchor_control/predictions/Case2002.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2002.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,88985,0,,3.2626419067382812,False,True,True,ef9c5987446e4245f694f1f45f66a8262452b7ff36038dd43b2fb4dc985d8732
Case2007,srr_no_anchor_control,0,"[6, 166, 160]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2007.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2007.nii.gz,results/20260721_srr_batch5_post_batch4_diagnostic_repair/runtime/inference/srr_no_anchor_control/predictions/Case2007.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2007.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,14992,0,,3.347858428955078,False,True,True,638af3a59720db0e5b56f7509e55c640efe4aac6284af1a652392d0701dd1586
Case2008,srr_no_anchor_control,0,"[5, 257, 225]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2008.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2008.nii.gz,results/20260721_srr_batch5_post_batch4_diagnostic_repair/runtime/inference/srr_no_anchor_control/predictions/Case2008.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2008.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,64794,0,,3.4385595321655273,False,True,True,571d0425160014e47b56296c6a3d9a6238d58702d1d13facf10ccbef5fc2236e
Case2017,srr_no_anchor_control,0,"[5, 257, 248]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2017.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2017.nii.gz,results/20260721_srr_batch5_post_batch4_diagnostic_repair/runtime/inference/srr_no_anchor_control/predictions/Case2017.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2017.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,70606,0,,3.2763493061065674,False,True,True,c6f2825b9804dc870731177c985b445870821b7620a5451e335845792b044c15
Case2020,srr_no_anchor_control,0,"[6, 160, 160]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2020.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2020.nii.gz,results/20260721_srr_batch5_post_batch4_diagnostic_repair/runtime/inference/srr_no_anchor_control/predictions/Case2020.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2020.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,26088,0,,3.4567251205444336,False,True,True,ac67dfde3faebc51235636056d33ca6e3403c4fba2d7c815fb0ecc8f67a36856
Case2031,srr_no_anchor_control,0,"[3, 255, 247]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2031.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2031.nii.gz,results/20260721_srr_batch5_post_batch4_diagnostic_repair/runtime/inference/srr_no_anchor_control/predictions/Case2031.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2031.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,55274,0,,3.420581102371216,False,True,True,92c6201a65e44dc1ad2feb4c3234586e9c8a545e65b68bef1dbda8516ca37fff
Case2033,srr_no_anchor_control,0,"[7, 247, 225]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2033.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2033.nii.gz,results/20260721_srr_batch5_post_batch4_diagnostic_repair/runtime/inference/srr_no_anchor_control/predictions/Case2033.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2033.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,83974,0,,3.196366786956787,False,True,True,0c91f60fac5a96807e342fe8caa73da000a2f95fed45bac7b82b8c64927f1452
Case3004,srr_no_anchor_control,0,"[6, 478, 481]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3004.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3004.nii.gz,results/20260721_srr_batch5_post_batch4_diagnostic_repair/runtime/inference/srr_no_anchor_control/predictions/Case3004.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3004.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,248565,0,,3.4529829025268555,False,True,False,373ad5e2fcbf5a03649d52a4a78670fc259d4090f9eec76845ca86bf8a5b8b66
Case3011,srr_no_anchor_control,0,"[2, 498, 489]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3011.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3011.nii.gz,results/20260721_srr_batch5_post_batch4_diagnostic_repair/runtime/inference/srr_no_anchor_control/predictions/Case3011.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3011.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,72721,0,,3.304461717605591,False,True,False,1d3f40b7304d92f7c5298c7881c4629cdfa2ae9489d600657a9aa8527fe81a46
Case3012,srr_no_anchor_control,0,"[5, 477, 477]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3012.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3012.nii.gz,results/20260721_srr_batch5_post_batch4_diagnostic_repair/runtime/inference/srr_no_anchor_control/predictions/Case3012.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3012.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,193704,0,,3.392695665359497,False,True,False,c33a75eeeb22c855b37f884d190a62b8e011d3214f337a03362bbfe767f93949
Case3023,srr_no_anchor_control,0,"[3, 479, 481]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3023.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3023.nii.gz,results/20260721_srr_batch5_post_batch4_diagnostic_repair/runtime/inference/srr_no_anchor_control/predictions/Case3023.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3023.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,135382,0,,3.594269037246704,False,True,False,ae9d8078c9cc309fea10b95e70fb2ae78565d50ed658ccccd962db98af33cecd
Case3026,srr_no_anchor_control,0,"[5, 471, 474]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3026.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3026.nii.gz,results/20260721_srr_batch5_post_batch4_diagnostic_repair/runtime/inference/srr_no_anchor_control/predictions/Case3026.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3026.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,136505,0,,3.3888347148895264,False,True,False,b6d51de64c4e5d3dcb82db266f0af80b7865c4dabddb491c894c7528dce1ddcf
Case3034,srr_no_anchor_control,0,"[4, 458, 462]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3034.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3034.nii.gz,results/20260721_srr_batch5_post_batch4_diagnostic_repair/runtime/inference/srr_no_anchor_control/predictions/Case3034.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3034.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,172028,0,,3.301839828491211,False,True,False,550f2035246a3f8f4ce8afe6d5f78ceb6439fd314b5b5ad59b9755a5a7728065
Case3038,srr_no_anchor_control,0,"[3, 508, 506]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3038.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3038.nii.gz,results/20260721_srr_batch5_post_batch4_diagnostic_repair/runtime/inference/srr_no_anchor_control/predictions/Case3038.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3038.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,58773,0,,3.854339838027954,False,True,True,273a96911e9df040938b9d7618730445700e34882e162b32684f58d88c5e2bbf
Case3040,srr_no_anchor_control,0,"[3, 495, 498]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3040.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3040.nii.gz,results/20260721_srr_batch5_post_batch4_diagnostic_repair/runtime/inference/srr_no_anchor_control/predictions/Case3040.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3040.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,123460,0,,3.5079727172851562,False,True,False,02d46045d82e4bcc060f19b09c5ede095b5156bb6ad36868d6bdad32c1831b92
Case3044,srr_no_anchor_control,0,"[3, 499, 501]","1.0,1.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3044.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3044.nii.gz,results/20260721_srr_batch5_post_batch4_diagnostic_repair/runtime/inference/srr_no_anchor_control/predictions/Case3044.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3044.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,133406,0,,3.375385284423828,False,True,True,971ab07d2f35a92de2f3639f1bac2c5bf5983534c730889c17e19df0a7d67339
Case5005,srr_no_anchor_control,0,"[6, 256, 256]","1.0,0.0,1.0",data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case5005.npz,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case5005.nii.gz,results/20260721_srr_batch5_post_batch4_diagnostic_repair/runtime/inference/srr_no_anchor_control/predictions/Case5005.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case5005.nii.gz,1,1,1,validation_inference_all_train_shards,True,True,11084,0,,3.996234655380249,True,True,True,e47862d6e0f9e108c6ee9f39d88443161b8d8d61c90dd8f9ae89d06bda6c62db
