case_id,center,class_id,gt_voxels,lesion_wise_recall,memory_negative_similarity_mean,metric_name,modality_group,neg_similarity_mean,outside_myocardium_fp_ratio,pos_similarity_mean,proposal_component_count,proposal_gate_mean,proposal_gate_p95,proposal_precision,proposal_recall,proposal_remote_fp_count,proposal_small_fp_count,proposal_threshold,proposal_voxels,t2_present,variant
Case2017,CenterB,5,810,1.0,0.0,myops_scar,C0+LGE+T2,0.0,0.9460201280878316,0.0,1116,0.4758811295032501,0.6728609204292297,0.004641715000377716,0.682716049382716,1048,1104,0.5,119137,True,srr_propref_no_proto_cascade
Case2017,CenterB,4,2211,1.0,0.0,myops_edema,C0+LGE+T2,0.0,0.9480576126521902,0.0,1,0.6672684550285339,0.7129429578781128,0.006937994226183005,1.0,0,0,0.5,318680,True,srr_propref_no_proto_cascade
Case2020,CenterB,5,561,1.0,0.0,myops_scar,C0+LGE+T2,0.0,0.9627713608487904,0.0,2968,0.471182256937027,0.6600380539894104,0.003480191128334399,0.32976827094474154,2614,2953,0.5,53158,True,srr_propref_no_proto_cascade
Case2020,CenterB,4,1032,1.0,0.0,myops_edema,C0+LGE+T2,0.0,0.9596940104166667,0.0,1,0.6651994585990906,0.7154421210289001,0.00671875,1.0,0,0,0.5,153600,True,srr_propref_no_proto_cascade
Case2031,CenterB,5,864,1.0,0.0,myops_scar,C0+LGE+T2,0.0,0.9390466853902814,0.0,253,0.47718802094459534,0.6796669960021973,0.004901701022733294,0.42824074074074076,241,250,0.5,75484,True,srr_propref_no_proto_cascade
Case2031,CenterB,4,307,1.0,0.0,myops_edema,C0+LGE+T2,0.0,0.946235876266836,0.0,1,0.6678194403648376,0.7060588002204895,0.0016247254637347516,1.0,0,0,0.5,188955,True,srr_propref_no_proto_cascade
Case2033,CenterB,5,1100,1.0,0.0,myops_scar,C0+LGE+T2,0.0,0.9505383679886097,0.0,1566,0.47092747688293457,0.6528775691986084,0.005976922848752707,0.7327272727272728,1443,1547,0.5,134852,True,srr_propref_no_proto_cascade
Case2033,CenterB,4,1009,1.0,0.0,myops_edema,C0+LGE+T2,0.0,0.9484634663582032,0.0,1,0.6648687720298767,0.7090509533882141,0.002593663646295225,1.0,0,0,0.5,389025,True,srr_propref_no_proto_cascade
Case3004,CenterC,5,2326,1.0,0.0,myops_scar,C0+LGE+T2,0.0,0.9460260109231761,0.0,18804,0.47180137038230896,0.6547292470932007,0.0022168400434103602,0.43207222699914016,18624,18688,0.5,453348,True,srr_propref_no_proto_cascade
Case3004,CenterC,4,3347,1.0,0.0,myops_edema,C0+LGE+T2,0.0,0.9560098616083759,0.0,1,0.6645203232765198,0.7143746018409729,0.0024262572209604845,1.0,0,0,0.5,1379491,True,srr_propref_no_proto_cascade
Case3011,CenterC,5,3126,1.0,0.0,myops_scar,C0+LGE+T2,0.0,0.9538268721337625,0.0,21618,0.47648942470550537,0.6023098826408386,0.008926994616458257,0.5012795905310301,21441,21571,0.5,175535,True,srr_propref_no_proto_cascade
Case3011,CenterC,4,868,1.0,0.0,myops_edema,C0+LGE+T2,0.0,0.9563797110733322,0.0,1,0.65599524974823,0.6898089647293091,0.0017821798441208596,1.0,0,0,0.5,487044,True,srr_propref_no_proto_cascade
Case3012,CenterC,5,2818,1.0,0.0,myops_scar,C0+LGE+T2,0.0,0.9398491786282908,0.0,2053,0.47656574845314026,0.6698449850082397,0.003840884687064167,0.5521646557842441,2001,2010,0.5,405115,True,srr_propref_no_proto_cascade
Case3012,CenterC,4,4092,1.0,0.0,myops_edema,C0+LGE+T2,0.0,0.9562139331689586,0.0,1,0.6673840284347534,0.7161861062049866,0.0035969041309019947,1.0,0,0,0.5,1137645,True,srr_propref_no_proto_cascade
Case3023,CenterC,5,1935,1.0,0.0,myops_scar,C0+LGE+T2,0.0,0.947113776261207,0.0,5191,0.48061686754226685,0.6858099699020386,0.003587916499397832,0.4434108527131783,5189,5116,0.5,239136,True,srr_propref_no_proto_cascade
Case3023,CenterC,4,764,1.0,0.0,myops_edema,C0+LGE+T2,0.0,0.9588047980532323,0.0,1,0.6653340458869934,0.7111576199531555,0.0011053288715084121,1.0,0,0,0.5,691197,True,srr_propref_no_proto_cascade
Case3026,CenterC,5,4353,1.0,0.0,myops_scar,C0+LGE+T2,0.0,0.9592164434943938,0.0,2758,0.480089396238327,0.646892786026001,0.000980579979027184,0.08936365724787503,2576,2713,0.5,396704,True,srr_propref_no_proto_cascade
Case3026,CenterC,4,1828,1.0,0.0,myops_edema,C0+LGE+T2,0.0,0.9661391540387639,0.0,1,0.6646817326545715,0.7152852416038513,0.0016376333152668097,1.0,0,0,0.5,1116245,True,srr_propref_no_proto_cascade
Case3034,CenterC,5,2826,1.0,0.0,myops_scar,C0+LGE+T2,0.0,0.9279766166422221,0.0,14322,0.47105491161346436,0.6345316171646118,0.005115978396112969,0.5208775654635527,13738,14205,0.5,287726,True,srr_propref_no_proto_cascade
Case3034,CenterC,4,2038,1.0,0.0,myops_edema,C0+LGE+T2,0.0,0.9577106845119946,0.0,1,0.6652918457984924,0.7150523066520691,0.0024078905083271896,1.0,0,0,0.5,846384,True,srr_propref_no_proto_cascade
Case3038,CenterC,5,8515,1.0,0.0,myops_scar,C0+LGE+T2,0.0,0.9272978935736599,0.0,22532,0.48585090041160583,0.6647278666496277,0.014395888855326097,0.44216089254257196,22401,22290,0.5,261533,True,srr_propref_no_proto_cascade
Case3038,CenterC,4,1585,1.0,0.0,myops_edema,C0+LGE+T2,0.0,0.9444954509144855,0.0,1,0.6632617115974426,0.7134250402450562,0.002055387839365929,1.0,0,0,0.5,771144,True,srr_propref_no_proto_cascade
Case3040,CenterC,5,2794,1.0,0.0,myops_scar,C0+LGE+T2,0.0,0.9468012316113582,0.0,9605,0.48275256156921387,0.6768631935119629,0.00504419638950107,0.45382963493199713,9581,9460,0.5,251378,True,srr_propref_no_proto_cascade
Case3040,CenterC,4,324,1.0,0.0,myops_edema,C0+LGE+T2,0.0,0.9602436682757968,0.0,1,0.6654684543609619,0.7101647853851318,0.0004381161007667032,1.0,0,0,0.5,739530,True,srr_propref_no_proto_cascade
Case3044,CenterC,5,5781,1.0,0.0,myops_scar,C0+LGE+T2,0.0,0.9474554939009427,0.0,5646,0.4817997217178345,0.6754387617111206,0.00972841187040394,0.42518595398719944,5617,5481,0.5,252662,True,srr_propref_no_proto_cascade
Case3044,CenterC,4,263,1.0,0.0,myops_edema,C0+LGE+T2,0.0,0.9601931741060298,0.0,1,0.6654507517814636,0.7124799489974976,0.00035066806933894403,1.0,0,0,0.5,749997,True,srr_propref_no_proto_cascade
Case5005,CenterE,5,5585,1.0,0.0,myops_scar,C0+LGE,0.0,0.9035146289195394,0.0,5115,0.4866645038127899,0.6565062999725342,0.0172901683231907,0.4868397493285586,4668,5086,0.5,157257,False,srr_propref_no_proto_cascade
Case5005,CenterE,4,0,,0.0,myops_edema,C0+LGE,0.0,0.9230964860747647,0.0,1,0.6675602793693542,0.7161824107170105,0.0,,1,0,0.5,393207,False,srr_propref_no_proto_cascade
Case6001,CenterF,5,1590,1.0,0.0,myops_scar,C0+LGE,0.0,0.9509725124578042,0.0,26621,0.48579660058021545,0.6459218859672546,0.003478999701471973,0.5716981132075472,25975,26572,0.5,261282,False,srr_propref_no_proto_cascade
Case6001,CenterF,4,0,,0.0,myops_edema,C0+LGE,0.0,0.9664531083510797,0.0,1,0.6669806838035583,0.7185626029968262,0.0,,1,0,0.5,663519,False,srr_propref_no_proto_cascade
Case6010,CenterF,5,1559,0.5,0.0,myops_scar,C0+LGE,0.0,0.9511894331662715,0.0,11416,0.4898826479911804,0.640718400478363,0.0032637265445606633,0.504169339320077,11085,11363,0.5,240829,False,srr_propref_no_proto_cascade
Case6010,CenterF,4,0,,0.0,myops_edema,C0+LGE,0.0,0.9625675172926944,0.0,1,0.6676296591758728,0.7166757583618164,0.0,,1,0,0.5,580592,False,srr_propref_no_proto_cascade
Case7005,CenterG,5,0,,0.0,myops_scar,C0+LGE,0.0,0.9311192625737189,0.0,4389,0.4904230833053589,0.6513385772705078,0.0,,4389,4380,0.5,126494,False,srr_propref_no_proto_cascade
Case7005,CenterG,4,0,,0.0,myops_edema,C0+LGE,0.0,0.922037462644782,0.0,1,0.6636042594909668,0.7122634053230286,0.0,,1,0,0.5,307186,False,srr_propref_no_proto_cascade
Case8003,CenterH,5,2366,1.0,0.0,myops_scar,LGE-only,0.0,0.9911936404042191,0.0,5744,0.4938884675502777,0.6533002853393555,0.008806359595780909,0.6732882502113271,4472,5698,0.5,180892,False,srr_propref_no_proto_cascade
Case8003,CenterH,4,0,,0.0,myops_edema,LGE-only,0.0,0.9939827519118624,0.0,1,0.6640249490737915,0.719437837600708,0.0,,1,0,0.5,393203,False,srr_propref_no_proto_cascade
Case8011,CenterH,5,347,1.0,0.0,myops_scar,LGE-only,0.0,0.9988464393809605,0.0,5420,0.4927925765514374,0.6558376550674438,0.0011535606190394608,0.5821325648414986,4916,5397,0.5,175110,False,srr_propref_no_proto_cascade
Case8011,CenterH,4,0,,0.0,myops_edema,LGE-only,0.0,0.9991175288774051,0.0,1,0.6627246737480164,0.7218420505523682,0.0,,1,0,0.5,393214,False,srr_propref_no_proto_cascade
Case8015,CenterH,5,1734,1.0,0.0,myops_scar,LGE-only,0.0,0.9938128827789293,0.0,5758,0.49221357703208923,0.6495435237884521,0.006187117221070658,0.6833910034602076,5033,5697,0.5,191527,False,srr_propref_no_proto_cascade
Case8015,CenterH,4,0,,0.0,myops_edema,LGE-only,0.0,0.995889845975889,0.0,1,0.6639205813407898,0.7159132957458496,0.0,,1,0,0.5,421882,False,srr_propref_no_proto_cascade
Case8019,CenterH,5,437,1.0,0.0,myops_scar,LGE-only,0.0,0.9983099602377631,0.0,7027,0.4922294616699219,0.6603268384933472,0.0016900397622368719,0.6681922196796338,6457,7014,0.5,172777,False,srr_propref_no_proto_cascade
Case8019,CenterH,4,0,,0.0,myops_edema,LGE-only,0.0,0.9988885667343191,0.0,1,0.6637058854103088,0.7173639535903931,0.0,,1,0,0.5,393186,False,srr_propref_no_proto_cascade
Case8021,CenterH,5,60,1.0,0.0,myops_scar,LGE-only,0.0,0.9999889938145238,0.0,5343,0.49475058913230896,0.6556277871131897,1.1006185476237646e-05,0.03333333333333333,5170,5329,0.5,181716,False,srr_propref_no_proto_cascade
Case8021,CenterH,4,0,,0.0,myops_edema,LGE-only,0.0,0.9998474113332689,0.0,1,0.6643278002738953,0.7177364826202393,0.0,,1,0,0.5,393214,False,srr_propref_no_proto_cascade
Case8022,CenterH,5,1374,1.0,0.0,myops_scar,LGE-only,0.0,0.9946007184305057,0.0,5281,0.49393773078918457,0.6485012769699097,0.005399281569494335,0.7110625909752547,4404,5255,0.5,180950,False,srr_propref_no_proto_cascade
Case8022,CenterH,4,0,,0.0,myops_edema,LGE-only,0.0,0.996505612891084,0.0,1,0.6638435125350952,0.7138873338699341,0.0,,1,0,0.5,393202,False,srr_propref_no_proto_cascade
Case8023,CenterH,5,811,1.0,0.0,myops_scar,LGE-only,0.0,0.996800564740174,0.0,5350,0.49277958273887634,0.6570695042610168,0.0031994352598260236,0.6929716399506781,4773,5329,0.5,175656,False,srr_propref_no_proto_cascade
Case8023,CenterH,4,0,,0.0,myops_edema,LGE-only,0.0,0.9979375098546848,0.0,1,0.6640557646751404,0.7203187942504883,0.0,,1,0,0.5,393214,False,srr_propref_no_proto_cascade
