case_id,center,class_id,gt_voxels,lesion_wise_recall,memory_negative_similarity_mean,metric_name,modality_group,neg_similarity_mean,outside_myocardium_fp_ratio,pos_similarity_mean,proposal_component_count,proposal_gate_mean,proposal_gate_p95,proposal_precision,proposal_recall,proposal_remote_fp_count,proposal_small_fp_count,proposal_threshold,proposal_voxels,t2_present,variant
Case1045,CenterA,4,0,,0.4811793863773346,myops_edema,LGE-only,0.6311414241790771,0.9569026322514694,0.7421416640281677,1,0.725382387638092,0.8478899002075195,0.0,,1,0,0.5,586950,False,srr_propref_shared_dual_dict
Case1047,CenterA,5,6704,0.42857142857142855,0.5161116719245911,myops_scar,LGE-only,0.5518491864204407,0.9528756855072065,0.45530614256858826,87209,0.4341064989566803,0.527283787727356,0.008474109185107614,0.27520883054892603,78584,86162,0.5,217722,False,srr_propref_shared_dual_dict
Case1047,CenterA,4,0,,0.4582068920135498,myops_edema,LGE-only,0.6336923241615295,0.9742369726849447,0.743299663066864,1,0.7278043627738953,0.8544306755065918,0.0,,1,0,0.5,1568915,False,srr_propref_shared_dual_dict
Case1053,CenterA,5,1051,0.8,0.5272119045257568,myops_scar,LGE-only,0.5577433109283447,0.9419813902572524,0.4483049213886261,15923,0.4288703203201294,0.5285652875900269,0.0015117157974300832,0.11037107516650808,13492,15546,0.5,76734,False,srr_propref_shared_dual_dict
Case1053,CenterA,4,0,,0.4816094934940338,myops_edema,LGE-only,0.634745180606842,0.963321877096951,0.738755464553833,1,0.7227421998977661,0.8476330637931824,0.0,,1,0,0.5,587162,False,srr_propref_shared_dual_dict
Case1062,CenterA,5,4726,0.5714285714285714,0.5194024443626404,myops_scar,LGE-only,0.5533075928688049,0.9387978697569874,0.45607462525367737,74065,0.43211597204208374,0.5268729329109192,0.004388119885468377,0.16440964875158698,62413,73175,0.5,177069,False,srr_propref_shared_dual_dict
Case1062,CenterA,4,0,,0.4538814127445221,myops_edema,LGE-only,0.6365309953689575,0.9603069947314637,0.7389445900917053,1,0.7250149846076965,0.8534014225006104,0.0,,1,0,0.5,1307384,False,srr_propref_shared_dual_dict
Case1070,CenterA,5,2507,1.0,0.5330142974853516,myops_scar,LGE-only,0.5638400912284851,0.926831282517136,0.4628891050815582,69628,0.4312313497066498,0.5321555137634277,0.0027510529358328517,0.21260470682090146,62802,69088,0.5,193744,False,srr_propref_shared_dual_dict
Case1070,CenterA,4,0,,0.4534150958061218,myops_edema,LGE-only,0.6343531608581543,0.9675076478904362,0.7405482530593872,1,0.7264851927757263,0.8529664874076843,0.0,,1,0,0.5,1307877,False,srr_propref_shared_dual_dict
Case1073,CenterA,5,2199,0.3333333333333333,0.5284481644630432,myops_scar,LGE-only,0.5606380701065063,0.9708612024797936,0.4461202621459961,27097,0.4239698350429535,0.525902271270752,0.003961800418190044,0.14733969986357434,23153,26738,0.5,81781,False,srr_propref_shared_dual_dict
Case1073,CenterA,4,0,,0.47314006090164185,myops_edema,LGE-only,0.6372280120849609,0.9778440921408799,0.7372056245803833,1,0.7217879891395569,0.848987877368927,0.0,,1,0,0.5,652783,False,srr_propref_shared_dual_dict
Case1080,CenterA,5,1384,0.6,0.5316189527511597,myops_scar,LGE-only,0.5630096793174744,0.9870172812864377,0.46713680028915405,19287,0.4377893805503845,0.544002115726471,0.001688101494926994,0.14017341040462428,16049,19077,0.5,114922,False,srr_propref_shared_dual_dict
Case1080,CenterA,4,0,,0.46788108348846436,myops_edema,LGE-only,0.6315491795539856,0.9810161511758233,0.7310974597930908,1,0.7207009196281433,0.8481342196464539,0.0,,1,0,0.5,587078,False,srr_propref_shared_dual_dict
Case2002,CenterB,5,998,1.0,0.4853683114051819,myops_scar,C0+LGE+T2,0.5304454565048218,0.9684148759661689,0.4291751980781555,12677,0.4115961194038391,0.5367360711097717,0.00224596333616608,0.11122244488977956,11584,12543,0.5,49422,True,srr_propref_shared_dual_dict
Case2002,CenterB,4,3016,1.0,0.49507275223731995,myops_edema,C0+LGE+T2,0.6320580840110779,0.9687802864198526,0.7394492626190186,1,0.7221937775611877,0.8482813835144043,0.007592215461838797,1.0,0,0,0.5,397249,True,srr_propref_shared_dual_dict
Case2007,CenterB,5,1303,1.0,0.4904547929763794,myops_scar,C0+LGE+T2,0.5327251553535461,0.9521069324875396,0.4405422508716583,8115,0.415446937084198,0.5429185628890991,0.007385591300407794,0.12509593246354567,6505,8012,0.5,22070,True,srr_propref_shared_dual_dict
Case2007,CenterB,4,1462,1.0,0.49959492683410645,myops_edema,C0+LGE+T2,0.6266888380050659,0.9533826073281962,0.7452967166900635,1,0.7262611389160156,0.8510000109672546,0.00919641453058657,1.0,0,0,0.5,158975,True,srr_propref_shared_dual_dict
Case2008,CenterB,5,1016,1.0,0.4856780171394348,myops_scar,C0+LGE+T2,0.5280385613441467,0.9529599280707849,0.43309107422828674,4644,0.4197491407394409,0.5574212670326233,0.00476122361403437,0.22933070866141733,4316,4581,0.5,48937,True,srr_propref_shared_dual_dict
Case2008,CenterB,4,3603,1.0,0.4934539496898651,myops_edema,C0+LGE+T2,0.6257680654525757,0.9541668829259009,0.7369134426116943,1,0.7252681255340576,0.8478453159332275,0.012466912337156797,1.0,0,0,0.5,289005,True,srr_propref_shared_dual_dict
Case2017,CenterB,5,810,1.0,0.4830821752548218,myops_scar,C0+LGE+T2,0.5276077389717102,0.9374394966118103,0.4348769783973694,9329,0.4199107587337494,0.5497845411300659,0.006272184575669571,0.38395061728395063,9054,9229,0.5,49584,True,srr_propref_shared_dual_dict
Case2017,CenterB,4,2211,1.0,0.5029636025428772,myops_edema,C0+LGE+T2,0.627983570098877,0.9480881442634901,0.7401124238967896,1,0.7236655950546265,0.8487240076065063,0.0069316357214902705,0.9977385798281321,0,0,0.5,318251,True,srr_propref_shared_dual_dict
Case2020,CenterB,5,561,1.0,0.49049630761146545,myops_scar,C0+LGE+T2,0.5338382720947266,0.9661725579627518,0.43195751309394836,7338,0.41088947653770447,0.5412874221801758,0.002280501710376283,0.0855614973262032,6584,7261,0.5,21048,True,srr_propref_shared_dual_dict
Case2020,CenterB,4,1032,1.0,0.49306783080101013,myops_edema,C0+LGE+T2,0.6267572045326233,0.9597015120086624,0.741915762424469,1,0.7254732251167297,0.8509485125541687,0.0067185889658591316,0.998062015503876,0,0,0.5,153306,True,srr_propref_shared_dual_dict
Case2031,CenterB,5,864,1.0,0.5415533185005188,myops_scar,C0+LGE+T2,0.561903715133667,0.9055661738893006,0.42514321208000183,5827,0.40060123801231384,0.5466046929359436,0.006514022701564146,0.19328703703703703,5661,5720,0.5,25637,True,srr_propref_shared_dual_dict
Case2031,CenterB,4,307,1.0,0.5146622657775879,myops_edema,C0+LGE+T2,0.6239321231842041,0.9462648556876061,0.7280954122543335,1,0.7185245752334595,0.8497104644775391,0.0016129032258064516,0.990228013029316,0,0,0.5,188480,True,srr_propref_shared_dual_dict
Case2033,CenterB,5,1100,1.0,0.472017377614975,myops_scar,C0+LGE+T2,0.517966091632843,0.959364743250397,0.43398529291152954,7592,0.4185711443424225,0.5350990891456604,0.004912652196929592,0.2109090909090909,7092,7490,0.5,47225,True,srr_propref_shared_dual_dict
Case2033,CenterB,4,1009,1.0,0.4847240149974823,myops_edema,C0+LGE+T2,0.6315422654151917,0.9485978423595142,0.7390620112419128,1,0.724516749382019,0.8475748896598816,0.0025954449811965282,1.0,0,0,0.5,388758,True,srr_propref_shared_dual_dict
Case3004,CenterC,5,2326,1.0,0.4999740719795227,myops_scar,C0+LGE+T2,0.5366271734237671,0.9539120172170412,0.44687530398368835,50777,0.418903112411499,0.5492207407951355,0.0013607016407099716,0.12639724849527084,50063,50186,0.5,216065,True,srr_propref_shared_dual_dict
Case3004,CenterC,4,3347,1.0,0.5003154873847961,myops_edema,C0+LGE+T2,0.6278685331344604,0.9559844730480823,0.7418251037597656,1,0.724086344242096,0.8482915759086609,0.002426721219514496,0.9991036749327756,0,0,0.5,1377991,True,srr_propref_shared_dual_dict
Case3011,CenterC,5,3126,1.0,0.5650916695594788,myops_scar,C0+LGE+T2,0.6201690435409546,0.939767263986014,0.3878854811191559,19453,0.34870755672454834,0.5149509906768799,0.007102272727272727,0.08317338451695458,18535,19284,0.5,36608,True,srr_propref_shared_dual_dict
Case3011,CenterC,4,868,1.0,0.6177436113357544,myops_edema,C0+LGE+T2,0.6557558178901672,0.9563159301679999,0.785740315914154,1,0.7289979457855225,0.8414044380187988,0.0017848697332976907,1.0,0,0,0.5,486310,True,srr_propref_shared_dual_dict
Case3012,CenterC,5,2818,1.0,0.5045050978660583,myops_scar,C0+LGE+T2,0.5388396382331848,0.9376445897798819,0.44955334067344666,26976,0.42387640476226807,0.5581889748573303,0.002508663185123725,0.1823988644428673,26772,26610,0.5,204890,True,srr_propref_shared_dual_dict
Case3012,CenterC,4,4092,1.0,0.49750015139579773,myops_edema,C0+LGE+T2,0.6250551342964172,0.9562231223364329,0.742089033126831,1,0.7267498970031738,0.8482813239097595,0.003600847941612057,1.0,0,0,0.5,1136399,True,srr_propref_shared_dual_dict
Case3023,CenterC,5,1935,1.0,0.5574148893356323,myops_scar,C0+LGE+T2,0.5745736956596375,0.9510315810817661,0.4447614550590515,23547,0.4089520275592804,0.5574471950531006,0.003033068045487572,0.1855297157622739,23324,23182,0.5,118362,True,srr_propref_shared_dual_dict
Case3023,CenterC,4,764,1.0,0.5100212693214417,myops_edema,C0+LGE+T2,0.62459397315979,0.9598251039281798,0.7302941083908081,1,0.719355583190918,0.8494178652763367,0.0011083733094397915,0.9973821989528796,0,0,0.5,687494,True,srr_propref_shared_dual_dict
Case3026,CenterC,5,4353,1.0,0.5163766145706177,myops_scar,C0+LGE+T2,0.5485755205154419,0.9691917838012817,0.4465511739253998,39097,0.42140448093414307,0.5511252880096436,0.0010368879200028324,0.04709395818975419,38100,38624,0.5,197707,True,srr_propref_shared_dual_dict
Case3026,CenterC,4,1828,1.0,0.50466388463974,myops_edema,C0+LGE+T2,0.6200913190841675,0.9661335386172406,0.7486151456832886,1,0.72990483045578,0.847661554813385,0.001640117930580304,1.0,0,0,0.5,1114554,True,srr_propref_shared_dual_dict
Case3034,CenterC,5,2826,1.0,0.5057503581047058,myops_scar,C0+LGE+T2,0.5442695617675781,0.9307704430209598,0.43352529406547546,49808,0.40742507576942444,0.5347142815589905,0.0058402009770748935,0.2229299363057325,48027,49573,0.5,107873,True,srr_propref_shared_dual_dict
Case3034,CenterC,4,2038,1.0,0.503194272518158,myops_edema,C0+LGE+T2,0.6267245411872864,0.957840213949771,0.7538885474205017,1,0.7308242917060852,0.8495020270347595,0.0024083536886709243,0.9995093228655545,0,0,0.5,845806,True,srr_propref_shared_dual_dict
Case3038,CenterC,5,8515,1.0,0.5744121670722961,myops_scar,C0+LGE+T2,0.5966920852661133,0.9426740021798931,0.4565739035606384,55583,0.40719088912010193,0.5564858317375183,0.007768031694953374,0.10546095126247798,53122,54905,0.5,115602,True,srr_propref_shared_dual_dict
Case3038,CenterC,4,1585,1.0,0.5090094208717346,myops_edema,C0+LGE+T2,0.6240270733833313,0.9451216093767316,0.7408741116523743,1,0.7241128087043762,0.8496606945991516,0.0020612642681599206,0.9974763406940063,0,0,0.5,767005,True,srr_propref_shared_dual_dict
Case3040,CenterC,5,2794,1.0,0.565782368183136,myops_scar,C0+LGE+T2,0.5836646556854248,0.9398918615265782,0.44652795791625977,41645,0.4068180024623871,0.5539020895957947,0.00834737729092058,0.3403722261989979,41147,41459,0.5,113928,True,srr_propref_shared_dual_dict
Case3040,CenterC,4,324,1.0,0.5094120502471924,myops_edema,C0+LGE+T2,0.6253798604011536,0.9617814629206693,0.7325923442840576,1,0.7198818922042847,0.8497300744056702,0.0004396220611333266,0.9969135802469136,0,0,0.5,734722,True,srr_propref_shared_dual_dict
Case3044,CenterC,5,5781,1.0,0.5647850632667542,myops_scar,C0+LGE+T2,0.581007182598114,0.947836723750796,0.4483400285243988,29797,0.4084479808807373,0.5522353053092957,0.006711015784711284,0.13855734302023873,28969,29299,0.5,119356,True,srr_propref_shared_dual_dict
Case3044,CenterC,4,263,1.0,0.5102322101593018,myops_edema,C0+LGE+T2,0.6279575824737549,0.9612840417357815,0.7321215271949768,1,0.7189028859138489,0.8483715653419495,0.0003526703042217183,1.0,0,0,0.5,745739,True,srr_propref_shared_dual_dict
Case5005,CenterE,5,5585,1.0,0.5326175689697266,myops_scar,C0+LGE,0.5591583847999573,0.9013374890307744,0.45281708240509033,18330,0.42332935333251953,0.5463676452636719,0.016431143522861378,0.19444941808415397,15873,17892,0.5,66094,False,srr_propref_shared_dual_dict
Case5005,CenterE,4,0,,0.4864516258239746,myops_edema,C0+LGE,0.629036009311676,0.9231910511073949,0.7404776215553284,1,0.7249271273612976,0.8497622609138489,0.0,,1,0,0.5,392272,False,srr_propref_shared_dual_dict
Case6001,CenterF,5,1590,1.0,0.5443223714828491,myops_scar,C0+LGE,0.5694401860237122,0.9514818647783111,0.4666726291179657,33508,0.42428863048553467,0.5518657565116882,0.003023216017340711,0.23333333333333334,31391,33234,0.5,122717,False,srr_propref_shared_dual_dict
Case6001,CenterF,4,0,,0.4876129627227783,myops_edema,C0+LGE,0.6172209978103638,0.9665921215754433,0.7532814145088196,1,0.7363786697387695,0.8510848879814148,0.0,,1,0,0.5,662239,False,srr_propref_shared_dual_dict
Case6010,CenterF,5,1559,0.5,0.5414586663246155,myops_scar,C0+LGE,0.5685054659843445,0.9679451715453532,0.4749511480331421,22407,0.4343286454677582,0.5559515953063965,0.0019404648858428637,0.1507376523412444,20249,22113,0.5,121105,False,srr_propref_shared_dual_dict
Case6010,CenterF,4,0,,0.48254427313804626,myops_edema,C0+LGE,0.6253344416618347,0.9626294640623463,0.7443633675575256,1,0.7288339138031006,0.8476297855377197,0.0,,1,0,0.5,579601,False,srr_propref_shared_dual_dict
Case7005,CenterG,5,0,,0.5420611500740051,myops_scar,C0+LGE,0.5670358538627625,0.9227847672013293,0.46201008558273315,13717,0.428815096616745,0.5543322563171387,0.0,,13717,13598,0.5,58978,False,srr_propref_shared_dual_dict
Case7005,CenterG,4,0,,0.5057592988014221,myops_edema,C0+LGE,0.6212466359138489,0.9217131226398424,0.7486884593963623,1,0.7289100885391235,0.8485532999038696,0.0,,1,0,0.5,305594,False,srr_propref_shared_dual_dict
Case8003,CenterH,5,2366,1.0,0.5358425974845886,myops_scar,LGE-only,0.5671868324279785,0.9926647564469914,0.454357773065567,17537,0.42501845955848694,0.540726900100708,0.007335243553008596,0.1893491124260355,14370,17154,0.5,61075,False,srr_propref_shared_dual_dict
Case8003,CenterH,4,0,,0.48481687903404236,myops_edema,LGE-only,0.6288154721260071,0.9939621965421481,0.7382180094718933,1,0.7235557436943054,0.8514077663421631,0.0,,1,0,0.5,390705,False,srr_propref_shared_dual_dict
Case8011,CenterH,5,347,1.0,0.5393439531326294,myops_scar,LGE-only,0.570715606212616,0.9994772432168092,0.4548635482788086,18211,0.42254313826560974,0.542453944683075,0.00052275678319084,0.0893371757925072,15923,18030,0.5,59301,False,srr_propref_shared_dual_dict
Case8011,CenterH,4,0,,0.48600709438323975,myops_edema,LGE-only,0.623657763004303,0.9991150374574463,0.7407142519950867,1,0.7263744473457336,0.8531827330589294,0.0,,1,0,0.5,390977,False,srr_propref_shared_dual_dict
Case8015,CenterH,5,1734,1.0,0.5275949835777283,myops_scar,LGE-only,0.5620797276496887,0.9943993231810491,0.4464556574821472,18888,0.4214644134044647,0.5369951128959656,0.00560067681895093,0.1908881199538639,15606,18556,0.5,59100,False,srr_propref_shared_dual_dict
Case8015,CenterH,4,0,,0.49146848917007446,myops_edema,LGE-only,0.6267694234848022,0.9958647676290857,0.7437496185302734,1,0.7265558242797852,0.8533698916435242,0.0,,1,0,0.5,418598,False,srr_propref_shared_dual_dict
Case8019,CenterH,5,437,1.0,0.5382152199745178,myops_scar,LGE-only,0.5686834454536438,0.9989304449688471,0.455420583486557,17937,0.42350903153419495,0.5428202152252197,0.0010695550311529123,0.14416475972540047,15814,17776,0.5,58903,False,srr_propref_shared_dual_dict
Case8019,CenterH,4,0,,0.48470833897590637,myops_edema,LGE-only,0.6286925673484802,0.9988821842682144,0.7404403686523438,1,0.7246596813201904,0.8512288928031921,0.0,,1,0,0.5,390941,False,srr_propref_shared_dual_dict
Case8021,CenterH,5,60,1.0,0.5292313694953918,myops_scar,LGE-only,0.5625526309013367,0.9998504660474853,0.44983160495758057,16891,0.42552247643470764,0.5406479835510254,0.00014953395251466264,0.15,15753,16721,0.5,60187,False,srr_propref_shared_dual_dict
Case8021,CenterH,4,0,,0.489630788564682,myops_edema,LGE-only,0.6290206909179688,0.9998462208780788,0.7394539713859558,1,0.7237040996551514,0.8522317409515381,0.0,,1,0,0.5,390170,False,srr_propref_shared_dual_dict
Case8022,CenterH,5,1374,1.0,0.5282683372497559,myops_scar,LGE-only,0.5622172951698303,0.9957160559391043,0.4477558135986328,17579,0.4237566888332367,0.5361300110816956,0.004283944060895733,0.17612809315866085,14271,17286,0.5,56490,False,srr_propref_shared_dual_dict
Case8022,CenterH,4,0,,0.4909258782863617,myops_edema,LGE-only,0.628051221370697,0.9964950549295811,0.7419739365577698,1,0.7249932289123535,0.8515705466270447,0.0,,1,0,0.5,390591,False,srr_propref_shared_dual_dict
Case8023,CenterH,5,811,1.0,0.5354508757591248,myops_scar,LGE-only,0.5672150254249573,0.9973195320138912,0.45296308398246765,17585,0.4231760799884796,0.5414366722106934,0.0026804679861087695,0.1960542540073983,15134,17341,0.5,59318,False,srr_propref_shared_dual_dict
Case8023,CenterH,4,0,,0.48372897505760193,myops_edema,LGE-only,0.6264477372169495,0.9979319435379634,0.7384819984436035,1,0.7246703505516052,0.8528949022293091,0.0,,1,0,0.5,390705,False,srr_propref_shared_dual_dict
Case1002,CenterA,5,2062,1.0,0.5898839235305786,myops_scar,LGE-only,0.6048259735107422,0.9747547334874711,0.4545523226261139,10848,0.40471941232681274,0.502941370010376,0.001968380928575892,0.030552861299709022,9260,10735,0.5,32006,False,srr_propref_scar_precision
Case1002,CenterA,4,0,,0.5042428970336914,myops_edema,LGE-only,0.6619876623153687,0.9678307707708134,0.4213259518146515,243,0.5443938374519348,0.6178785562515259,0.0,,243,242,0.5,469517,False,srr_propref_scar_precision
Case1007,CenterA,5,2509,0.3333333333333333,0.5888765454292297,myops_scar,LGE-only,0.5997063517570496,0.973940463126311,0.4572773873806,44950,0.4089295566082001,0.49760743975639343,0.0018891775132311881,0.054204862495017936,39321,44768,0.5,71989,False,srr_propref_scar_precision
Case1007,CenterA,4,0,,0.515981137752533,myops_edema,LGE-only,0.662545919418335,0.9732194176639463,0.4261651039123535,463,0.5483480095863342,0.6187115907669067,0.0,,463,462,0.5,1320509,False,srr_propref_scar_precision
Case1009,CenterA,5,4090,0.14285714285714285,0.5901111364364624,myops_scar,LGE-only,0.6019434928894043,0.9644998951562173,0.45478707551956177,27745,0.40571630001068115,0.49752575159072876,0.004005032501572657,0.04669926650366748,24629,27541,0.5,47690,False,srr_propref_scar_precision
Case1009,CenterA,4,0,,0.5141352415084839,myops_edema,LGE-only,0.6641991138458252,0.9730671508874164,0.4252490699291229,428,0.5466127395629883,0.6180528998374939,0.0,,428,427,0.5,863518,False,srr_propref_scar_precision
Case1010,CenterA,5,2012,0.4444444444444444,0.5867238640785217,myops_scar,LGE-only,0.603053867816925,0.9879361179361179,0.4529072940349579,16916,0.40384116768836975,0.5010966062545776,0.002063882063882064,0.041749502982107355,14564,16785,0.5,40700,False,srr_propref_scar_precision
Case1010,CenterA,4,0,,0.5119957327842712,myops_edema,LGE-only,0.6602446436882019,0.9761337807983971,0.41916990280151367,400,0.5422786474227905,0.6159812808036804,0.0,,400,399,0.5,627833,False,srr_propref_scar_precision
Case1021,CenterA,5,1766,0.08333333333333333,0.5891568064689636,myops_scar,LGE-only,0.6052773594856262,0.9748848110368339,0.45245233178138733,17009,0.40290722250938416,0.49858805537223816,0.0031693610674621143,0.06738391845979615,14782,16848,0.5,37547,False,srr_propref_scar_precision
Case1021,CenterA,4,0,,0.5120449662208557,myops_edema,LGE-only,0.6609689593315125,0.9730786377591512,0.4203384816646576,487,0.5433316826820374,0.615423321723938,0.0,,487,486,0.5,632546,False,srr_propref_scar_precision
Case1023,CenterA,5,2380,0.5,0.5910598635673523,myops_scar,LGE-only,0.5972922444343567,0.9090672733181671,0.4526822566986084,21916,0.4081687033176422,0.48829227685928345,0.010313075506445672,0.2,17546,21698,0.5,46155,False,srr_propref_scar_precision
Case1023,CenterA,4,0,,0.5038542151451111,myops_edema,LGE-only,0.6682056188583374,0.9713954266039706,0.43993890285491943,255,0.557429313659668,0.6218050718307495,0.0,,255,254,0.5,1211135,False,srr_propref_scar_precision
Case1029,CenterA,5,585,0.25,0.590827465057373,myops_scar,LGE-only,0.5980134010314941,0.9345595963842758,0.4573342204093933,22548,0.41027021408081055,0.49243876338005066,0.001765818793357158,0.14358974358974358,20661,22412,0.5,47570,False,srr_propref_scar_precision
Case1029,CenterA,4,0,,0.5046173930168152,myops_edema,LGE-only,0.6697776913642883,0.968925144625171,0.4382358491420746,242,0.554676353931427,0.6214990019798279,0.0,,242,241,0.5,1086602,False,srr_propref_scar_precision
Case1033,CenterA,5,4081,0.16666666666666666,0.5927372574806213,myops_scar,LGE-only,0.6066063046455383,0.9655212939430888,0.46514853835105896,44461,0.4091477394104004,0.5008664727210999,0.006111266177961246,0.1019358000490076,39109,44185,0.5,68071,False,srr_propref_scar_precision
Case1033,CenterA,4,0,,0.5101958513259888,myops_edema,LGE-only,0.668519914150238,0.9746044515467933,0.4292658865451813,441,0.5477197766304016,0.6187268495559692,0.0,,441,440,0.5,1098854,False,srr_propref_scar_precision
Case1040,CenterA,5,2164,0.25,0.5903144478797913,myops_scar,LGE-only,0.6052246689796448,0.9633822795450366,0.4590224027633667,22163,0.4056508541107178,0.4991379976272583,0.004649452310278705,0.08179297597042513,19652,22066,0.5,38069,False,srr_propref_scar_precision
