comparison,group,split,old_steps,new_steps,old_case_count,new_case_count,old_care_dice,new_care_dice,change_care_dice,old_nnunet_dice,new_nnunet_dice,change_nnunet_dice,old_delta_care_minus_nnunet,new_delta_care_minus_nnunet,change_delta_care_minus_nnunet,old_care_help_count,new_care_help_count,change_care_help_count,old_care_harm_count,new_care_harm_count,change_care_harm_count,old_tie_count,new_tie_count,change_tie_count,old_care_sensitivity,new_care_sensitivity,change_care_sensitivity,old_nnunet_sensitivity,new_nnunet_sensitivity,change_nnunet_sensitivity,old_care_precision,new_care_precision,change_care_precision,old_nnunet_precision,new_nnunet_precision,change_nnunet_precision,old_care_hd95,new_care_hd95,change_care_hd95,old_nnunet_hd95,new_nnunet_hd95,change_nnunet_hd95,old_care_empty_prediction_count_from_blank_precision,new_care_empty_prediction_count_from_blank_precision,change_care_empty_prediction_count_from_blank_precision,old_nnunet_empty_prediction_count_from_blank_precision,new_nnunet_empty_prediction_count_from_blank_precision,change_nnunet_empty_prediction_count_from_blank_precision,old_care_volume_ratio,new_care_volume_ratio,change_care_volume_ratio,old_nnunet_volume_ratio,new_nnunet_volume_ratio,change_nnunet_volume_ratio
original_nnunet_decode,pure_edema_t2_present,fold3,fold2_step5000_fold3_step4000,fold2_step12000_fold3_step11000,16.0,16.0,0.39324223035262673,0.44886345329808053,0.055621222945453797,0.44379342833801727,0.44379895007065956,5.521732642288502e-06,-0.05055119798539054,0.005064503227420969,0.05561570121281151,6.0,9.0,3.0,10.0,7.0,-3.0,0.0,0.0,0.0,0.3428504667646082,0.41947952677373,0.07662906000912184,0.4019679721184303,0.4019346844366183,-3.328768181198871e-05,0.6343913833772383,0.5779245920024177,-0.05646679137482058,0.591657460242489,0.5917020272850376,4.4567042548626645e-05,62528.73843770402,28.33981661558227,-62500.39862108844,26.046645614779763,26.048275186084794,0.0016295713050311633,1.0,0.0,-1.0,0.0,0.0,0.0,0.5855832820037522,0.7948563456235412,0.20927306361978903,0.7363935389819696,0.7361698860764362,-0.00022365290553338912
original_nnunet_decode,pure_edema_t2_present,combined,fold2_step5000_fold3_step4000,fold2_step12000_fold3_step11000,32.0,32.0,0.45033082350623155,0.48084479064832214,0.030513967142090592,0.4751955805756001,0.4751882562928649,-7.324282735199361e-06,-0.024864757069368526,0.005656534355457266,0.03052129142482579,12.0,20.0,8.0,20.0,12.0,-8.0,0.0,0.0,0.0,0.4124548525785206,0.4638015366238995,0.0513466840453789,0.4458739493984999,0.4458421351298401,-3.181426865977999e-05,0.6345489046313028,0.5812861165804906,-0.05326278805081219,0.61431696820323,0.6143299579707839,1.2989767553928111e-05,31276.97304790522,31.11027208607894,-31245.86277581914,25.210565514673828,25.211563012458196,0.0009974977843683064,1.0,0.0,-1.0,0.0,0.0,0.0,0.7006561591497812,0.8361515891297915,0.1354954299800103,0.7939507456711593,0.7938852819972544,-6.54636739049197e-05
original_nnunet_decode,centerB_complete_scar,fold2,fold2_step5000_fold3_step4000,fold2_step12000_fold3_step11000,7.0,7.0,0.7199068520377787,0.7014092613165309,-0.018497590721247792,0.7027605727013266,0.7028320117887606,7.143908743401095e-05,0.017146279336452075,-0.001422750472229728,-0.018569029808681803,5.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.6984520129710063,0.6697763147955718,-0.028675698175434583,0.6875059626307927,0.68758497653724,7.901390644737827e-05,0.7492736048879296,0.741862771322537,-0.007410833565392627,0.723734923103519,0.7237925789969627,5.7655893443753214e-05,11.147961245271988,11.783012203290955,0.6350509580189669,11.935278554451937,11.935278554451939,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.9366353789530119,0.8985687779086111,-0.03806660104440074,0.9434245361260132,0.9435035500324606,7.901390644737827e-05
original_nnunet_decode,centerB_complete_scar,fold3,fold2_step5000_fold3_step4000,fold2_step12000_fold3_step11000,7.0,7.0,0.6175101112133795,0.6295439103075313,0.01203379909415181,0.7152738586398968,0.7154797636566285,0.00020590501673167783,-0.09776374742651728,-0.08593585334909715,0.011827894077420131,3.0,2.0,-1.0,4.0,5.0,1.0,0.0,0.0,0.0,0.6033525247992595,0.6267527038234827,0.0234001790242232,0.7188884426771639,0.7191126212019922,0.00022417852482825573,0.7616262251777358,0.6917829938216725,-0.0698432313560633,0.7571875202585625,0.7571381981689002,-4.932208966235141e-05,142865.84257863663,11.70120891012491,-142854.1413697265,13.70921256920637,13.70921256920637,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.8147274912106541,0.8774709399351014,0.06274344872444726,1.0131250824213214,1.0134159527377018,0.0002908703163804205
original_nnunet_decode,centerB_complete_scar,combined,fold2_step5000_fold3_step4000,fold2_step12000_fold3_step11000,14.0,14.0,0.6687084816255792,0.6654765858120311,-0.0032318958135481024,0.7090172156706116,0.7091558877226944,0.0001386720520828444,-0.040308734045032435,-0.04367930191066338,-0.003370567865630947,8.0,7.0,-1.0,6.0,7.0,1.0,0.0,0.0,0.0,0.650902268885133,0.6482645093095272,-0.002637759575605858,0.7031972026539781,0.7033487988696161,0.00015159621563798353,0.7549748142524556,0.7168228825721047,-0.038151931680350915,0.7404612216810407,0.7404653885829314,4.166901890756414e-06,71438.49526994095,11.742110556707933,-71426.75315938424,12.822245561829153,12.822245561829153,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.875681435081833,0.8880198589218562,0.01233842384002315,0.9782748092736673,0.9784597513850812,0.0001849421114139549
original_nnunet_decode,centerC_complete_scar,fold2,fold2_step5000_fold3_step4000,fold2_step12000_fold3_step11000,9.0,9.0,0.6918573979558339,0.6887190003246256,-0.0031383976312082673,0.69424285370283,0.6942654093214803,2.255561865027733e-05,-0.0023854557469961124,-0.005546408996854657,-0.0031609532498585446,6.0,5.0,-1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.7671727352277694,0.7571552907769089,-0.010017444450860502,0.7992015377746707,0.7992015377746707,0.0,0.6711363315810046,0.6803916639363771,0.009255332355372459,0.6594321430364538,0.6594660341534547,3.389111700091707e-05,43.36626329342542,40.82443926915299,-2.5418240242724295,46.1717263316831,46.1717263316831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3632247674412319,1.3413537568953484,-0.021871010545883474,1.566602853129027,1.566311466371665,-0.0002913867573619555
original_nnunet_decode,centerC_complete_scar,fold3,fold2_step5000_fold3_step4000,fold2_step12000_fold3_step11000,9.0,9.0,0.6831648137365531,0.5748258638618827,-0.10833894987467041,0.5939871862596896,0.5938723757461084,-0.00011481051358119831,0.08917762747686353,-0.01904651188422568,-0.10822413936108921,5.0,4.0,-1.0,4.0,4.0,0.0,0.0,1.0,1.0,0.715925529782271,0.7378709443367787,0.021945414554507714,0.7917836529075823,0.7915929410960265,-0.0001907118115558326,0.7218229049777096,0.619245508227079,-0.1025773967506306,0.5937931520735443,0.5937544163652554,-3.873570828893946e-05,8.122736143350933,111119.29697175811,111111.17423561476,111120.55619668278,111120.55619668278,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,1.494996059362626,1.5801433311905044,0.08514727182787851,1.7938421176569055,1.7938023720289245,-3.974562798103598e-05
original_nnunet_decode,centerC_complete_scar,combined,fold2_step5000_fold3_step4000,fold2_step12000_fold3_step11000,18.0,18.0,0.6875111058461936,0.6317724320932542,-0.055738673752939394,0.64411501998126,0.6440688925337944,-4.6127447465571514e-05,0.0433960858649336,-0.012296460440540224,-0.05569254630547382,11.0,9.0,-2.0,7.0,8.0,1.0,0.0,1.0,1.0,0.7430564032534174,0.7480803042168477,0.0050239009634303056,0.7957107684254526,0.7956210216906029,-8.974673484973827e-05,0.6949888367088657,0.649818586081728,-0.04517025062713764,0.6266126475549991,0.6266102252593551,-2.4222956440667076e-06,25.744499718388173,55580.06070551363,55554.31620579524,55583.36396150723,55583.36396150723,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,1.4252347871689468,1.4537253212695394,0.028490534100592546,1.6735389776127345,1.6733660102103753,-0.00017296740235916985
original_nnunet_decode,centerB_complete_edema,fold2,fold2_step5000_fold3_step4000,fold2_step12000_fold3_step11000,7.0,7.0,0.6087131935280635,0.6070910430539426,-0.0016221504741209536,0.617818519342841,0.6178153508032873,-3.168539553732863e-06,-0.00910532581477752,-0.010724307749344741,-0.0016189819345672207,3.0,3.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.6006511371170402,0.6142973164578287,0.013646179340788489,0.6134634154078604,0.6134297067851948,-3.3708622665606924e-05,0.7093177095776498,0.6796423142712917,-0.0296753953063581,0.6894499923805979,0.6894628197282033,1.2827347605437467e-05,14.381531122494925,14.704909246449091,0.323378123954166,13.30831234638363,13.309147601843518,0.0008352554598882733,0.0,0.0,0.0,0.0,0.0,0.0,0.9272199457432274,0.9719087402016202,0.0446887944583928,0.9591833373714449,0.9591833373714448,-1.1102230246251565e-16
original_nnunet_decode,centerB_complete_edema,fold3,fold2_step5000_fold3_step4000,fold2_step12000_fold3_step11000,7.0,7.0,0.4388064749636218,0.5136044409719672,0.07479796600834543,0.5243482975179183,0.524436335781799,8.803826388070757e-05,-0.08554182255429654,-0.010831894809831821,0.07470992774446472,2.0,3.0,1.0,5.0,4.0,-1.0,0.0,0.0,0.0,0.40659863528847356,0.5122766451519062,0.10567800986343262,0.5101092906286179,0.5100977581105364,-1.1532518081502907e-05,0.6237261548160863,0.5774771765851751,-0.04624897823091123,0.5777439753210094,0.5779246719356281,0.000180696614618725,142876.43094438393,22.08960898643884,-142854.3413353975,20.592149310136325,20.595862253608857,0.0037129434725322596,1.0,0.0,-1.0,0.0,0.0,0.0,0.668859072502275,0.9132092365142134,0.24435016401193832,0.9054126453776548,0.9051388781940536,-0.00027376718360117014
original_nnunet_decode,centerB_complete_edema,combined,fold2_step5000_fold3_step4000,fold2_step12000_fold3_step11000,14.0,14.0,0.5237598342458426,0.560347742012955,0.036587907767112404,0.5710834084303796,0.5711258432925432,4.2434862163598375e-05,-0.04732357418453703,-0.010778101279588226,0.036545472904948806,5.0,6.0,1.0,9.0,8.0,-1.0,0.0,0.0,0.0,0.5036248862027569,0.5632869808048675,0.05966209460211058,0.5617863530182391,0.5617637324478656,-2.2620570373499405e-05,0.6698139150723128,0.6285597454282333,-0.041254169644079464,0.6335969838508035,0.6336937458319156,9.676198111208123e-05,71445.40623775321,18.397259116443966,-71427.00897863676,16.95023082825998,16.95250492772619,0.0022740994662093783,1.0,0.0,-1.0,0.0,0.0,0.0,0.7980395091227513,0.9425589883579167,0.1445194792351654,0.9322979913745498,0.9321611077827493,-0.00013688359180052956
original_nnunet_decode,centerC_complete_edema,fold2,fold2_step5000_fold3_step4000,fold2_step12000_fold3_step11000,9.0,9.0,0.4286353679845487,0.4395089718443801,0.010873603859831382,0.4200926766234487,0.4200592827353457,-3.3393888102972724e-05,0.00854269136110003,0.019449689109034385,0.010906997747934355,3.0,8.0,5.0,6.0,1.0,-5.0,0.0,0.0,0.0,0.38982109493996075,0.42554394759781133,0.03572285265785058,0.39358165766689857,0.39355393618584755,-2.772148105101291e-05,0.5766579250964733,0.510762895404219,-0.06589502969225425,0.596163741328817,0.5961207200452291,-4.3021283587907355e-05,33.627979093917,48.79525290889624,15.16727381497924,32.981508912044546,32.981508912044546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7290138845033751,0.8039764600850361,0.07496257558166097,0.7677604306850526,0.7679252761210054,0.00016484543595274292
original_nnunet_decode,centerC_complete_edema,fold3,fold2_step5000_fold3_step4000,fold2_step12000_fold3_step11000,9.0,9.0,0.35780337343296387,0.3985093517739464,0.04070597834098255,0.38113964119809407,0.38108098340644,-5.865779165409313e-05,-0.023336267765130203,0.01742836836750644,0.040764636132636645,4.0,6.0,2.0,5.0,3.0,-2.0,0.0,0.0,0.0,0.293268557912713,0.3473039902573708,0.0540354323446578,0.31785805772161774,0.3178078493569042,-5.020836471353318e-05,0.6415015357513396,0.5782725817713843,-0.06322895397995532,0.6024790596258621,0.6024177481123562,-6.131151350596831e-05,36.08871028630728,33.20108921602716,-2.887621070280126,30.289031629502446,30.289040800232744,9.170730297825003e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.5208132227271234,0.7028040971530184,0.181990874425895,0.6049342340075478,0.6047495588738447,-0.00018467513370301614
original_nnunet_decode,centerC_complete_edema,combined,fold2_step5000_fold3_step4000,fold2_step12000_fold3_step11000,18.0,18.0,0.39321937070875634,0.41900916180916326,0.02578979110040691,0.4006161589107714,0.40057013307089284,-4.602583987856068e-05,-0.007396788202015059,0.018439028738270413,0.025835816940285472,7.0,14.0,7.0,11.0,4.0,-7.0,0.0,0.0,0.0,0.3415448264263368,0.38642396892759107,0.04487914250125424,0.3557198576942581,0.3556808927713759,-3.896492288224529e-05,0.6090797304239064,0.5445177385878016,-0.06456199183610478,0.5993214004773395,0.5992692340787926,-5.216639854688232e-05,34.85834469011215,40.998171062461694,6.139826372349546,31.635270270773496,31.635274856138647,4.585365150688858e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.6249135536152493,0.7533902786190273,0.12847672500377805,0.6863473323463002,0.686337417497425,-9.914848875136606e-06
diagnostic_no_t2_matched_nnunet_class_set,partial_modality_scar,fold2,fold2_step5000_fold3_step4000,fold2_step12000_fold3_step11000,28.0,28,0.4297266596358166,0.49481865821579124,0.06509199857997466,0.5295466894536697,0.5295439973505611,-2.6921031085480607e-06,-0.0998200298178531,-0.034725339134769884,0.06509469068308321,5.0,8,3.0,20.0,17,-3.0,3.0,3,0.0,0.3814578190455397,0.4832583060486285,0.1018004870030888,0.5740317141131193,0.5740353929464235,3.6788333042103716e-06,0.6429047423823763,0.5975481820187349,-0.04535656036364133,0.540019189003606,0.5400088276528076,-1.0361350798460123e-05,71451.32865239629,71448.09083436016,-3.237818036126555,71444.85726445501,71444.85728113343,1.6678415704518557e-05,1.0,1,0.0,1.0,1,0.0,0.712842308836585,0.9245107229773585,0.21166841414077353,1.1980260084763419,1.1980531235334366,2.7115057094739825e-05
diagnostic_no_t2_matched_nnunet_class_set,partial_modality_scar,fold3,fold2_step5000_fold3_step4000,fold2_step12000_fold3_step11000,28.0,28,0.2109924144424056,0.0,-0.2109924144424056,0.4501789868269901,0.450175949399314,-3.0374276761002683e-06,-0.2391865723845845,-0.450175949399314,-0.2109893770147295,2.0,0,-2.0,24.0,26,2.0,2.0,2,0.0,0.1548766942897025,0.0,-0.1548766942897025,0.42255720061237173,0.4225371834252516,-2.0017187120136004e-05,0.7139310518096049,,,0.5668371654536958,0.5668331579285892,-4.007525106541898e-06,285736.82904568425,1000000.0,714263.1709543157,35738.94940183745,35738.94965955365,0.0002577161940280348,8.0,28,20.0,1.0,1,0.0,0.22468840093365358,0.0,-0.22468840093365358,0.7438055965912437,0.7437269606133794,-7.863597786428311e-05
diagnostic_no_t2_matched_nnunet_class_set,partial_modality_scar,combined,fold2_step5000_fold3_step4000,fold2_step12000_fold3_step11000,56.0,56,0.3203595370391111,0.24740932910789562,-0.07295020793121545,0.48986283814032994,0.4898599733749376,-2.86476539235192e-06,-0.16950330110121886,-0.24245064426704196,-0.0729473431658231,7.0,8,1.0,44.0,43,-1.0,5.0,5,0.0,0.26175458332547474,0.22795203115501345,-0.0338025521704613,0.4940074428297055,0.49399860301071,-8.839818995465265e-06,0.6731287038407714,0.5975481820187349,-0.07558052182203645,0.5534281772286509,0.5534209927906985,-7.184437952445499e-06,178594.07884904026,535724.04541718,357129.9665681398,53591.903333146234,53591.90347034354,0.00013719730486627668,9.0,29,20.0,2.0,2,0.0,0.45494967824635707,0.43608996366856534,-0.01885971457779173,0.9580605078577993,0.958031754443595,-2.8753414204274463e-05
