fold,checkpoint_step,case_id,role,center,t2_present,region,margin_count,margin_mean,margin_median,margin_p10,margin_p25,margin_frac_gt0,scar_half_logit_count,scar_half_logit_mean,scar_half_logit_median,scar_half_logit_p10,scar_half_logit_p25,scar_half_logit_frac_gt0,scar_full_logit_count,scar_full_logit_mean,scar_full_logit_median,scar_full_logit_p10,scar_full_logit_p25,scar_full_logit_frac_gt0,scar_final_logit_count,scar_final_logit_mean,scar_final_logit_median,scar_final_logit_p10,scar_final_logit_p25,scar_final_logit_frac_gt0,z_scar_count,z_scar_mean,z_scar_median,z_scar_p10,z_scar_p25,z_scar_frac_gt0,anatomy_class1_logit_count,anatomy_class1_logit_mean,anatomy_class1_logit_median,anatomy_class1_logit_p10,anatomy_class1_logit_p25,anatomy_class1_logit_frac_gt0
3,2000,Case1002,actual-train,CenterA,false,non_scar_myocardium_voxels,9568,-16.9371264,-17.61153603,-20.29423065,-19.02283669,0.01003344482,9568,-12.49181825,-13.16141558,-17.4335825,-15.32588935,0.02665133779,9568,-8.479388627,-9.091225147,-9.641356468,-9.378544092,0.02330685619,9568,-8.479388627,-9.091225147,-9.641356468,-9.378544092,0.02330685619,9568,-8.479388627,-9.091225147,-9.641356468,-9.378544092,0.02330685619,9568,9.750391392,9.98338747,7.195659971,8.692222834,1
3,2000,Case1002,actual-train,CenterA,false,predicted_scar_voxels,3765,5.666430089,6.008099079,2.745761108,4.50596714,1,3765,7.568365816,7.384545803,3.350201273,5.168647766,0.995750332,3765,6.092517457,6.174213409,4.097335625,5.062933445,1,3765,6.092517457,6.174213409,4.097335625,5.062933445,1,3765,6.092517457,6.174213409,4.097335625,5.062933445,1,3765,0.9809390247,0.8134208322,-0.9563535094,-0.2770670652,0.6815405046
3,2000,Case1003,actual-train,CenterA,false,gt_scar_voxels,3627,5.649353698,6.776850224,0.2296492577,4.088466167,0.905982906,3627,8.504137053,8.921236992,2.081821346,5.324048042,0.9481665288,3627,5.415267325,6.134350777,2.316940689,4.364505291,0.9407223601,3627,5.415267325,6.134350777,2.316940689,4.364505291,0.9407223601,3627,5.415267325,6.134350777,2.316940689,4.364505291,0.9407223601,3627,0.1480512849,-0.4908116162,-2.184019852,-1.562271893,0.4256961676
3,2000,Case1003,actual-train,CenterA,false,non_scar_myocardium_voxels,13862,-16.80178189,-17.5877676,-19.87687893,-18.99897766,0.006853267927,13862,-13.06157281,-13.66391087,-17.96268864,-15.88803339,0.01940556918,13862,-8.424681749,-8.869435787,-9.528048325,-9.216694593,0.01637570336,13862,-8.424681749,-8.869435787,-9.528048325,-9.216694593,0.01637570336,13862,-8.424681749,-8.869435787,-9.528048325,-9.216694593,0.01637570336,13862,9.679192839,10.10626221,6.98109026,8.684094906,0.9897561679
3,2000,Case1003,actual-train,CenterA,false,predicted_scar_voxels,3173,6.763685149,7.235282421,2.793632078,5.362568855,1,3173,9.634001796,9.748693466,4.528651047,6.656612873,0.9990545225,3173,6.271368425,6.4660182,4.169239807,5.253901005,1,3173,6.271368425,6.4660182,4.169239807,5.253901005,1,3173,6.271368425,6.4660182,4.169239807,5.253901005,1,3173,-0.1360384783,-0.566685915,-2.227613497,-1.613350391,0.405609833
3,2000,Case2001,actual-train,CenterB,true,gt_scar_voxels,2138,15.31957951,16.69784451,8.91853714,13.27067113,0.9897100094,2138,14.51976063,15.54608774,4.042297888,8.798382998,0.9681945744,2138,10.42600216,11.30034161,5.401231527,8.111431122,0.9649204864,2138,10.42600216,11.30034161,5.401231527,8.111431122,0.9649204864,2138,10.42600216,11.30034161,5.401231527,8.111431122,0.9649204864,2138,-4.893577357,-4.739378929,-9.141698837,-7.265218854,0.05659494855
3,2000,Case2001,actual-train,CenterB,true,non_scar_myocardium_voxels,5904,-22.92438689,-23.75508308,-26.53159447,-25.34019899,0.001524390244,5904,-16.5236977,-15.93218565,-21.62455463,-18.35727024,0.0027100271,5904,-11.77680966,-11.89762354,-12.53481245,-12.18275166,0.002540650407,5904,-11.77680966,-11.89762354,-12.53481245,-12.18275166,0.002540650407,5904,-11.77680966,-11.89762354,-12.53481245,-12.18275166,0.002540650407,5904,11.14757725,11.8260088,6.932644272,9.688015223,0.9932249322
3,2000,Case2001,actual-train,CenterB,true,predicted_scar_voxels,2100,15.68744833,16.79805565,9.859417152,13.54384327,1,2100,14.98267102,15.78544712,4.96130662,9.11401701,0.9985714286,2100,10.84798924,11.40969324,6.166700268,8.293269396,1,2100,10.84798924,11.40969324,6.166700268,8.293269396,1,2100,10.84798924,11.40969324,6.166700268,8.293269396,1,2100,-4.839459091,-4.63477087,-9.114567184,-7.247317314,0.05666666667
3,6000,Case1007,inner,CenterA,false,gt_scar_voxels,1987,-27.44067919,-27.39763641,-31.49534149,-29.6437788,0,1987,8.11097738,8.790441513,-0.3601542234,4.097441435,0.8928032209,1987,2.898196267,4.406243801,-4.188128281,2.041344047,0.8314041268,1987,2.898196267,4.406243801,-4.188128281,2.041344047,0.8314041268,1987,2.898196267,4.406243801,-4.188128281,2.041344047,0.8314041268,1987,31.4488546,32.32628632,22.53717308,27.56492138,0.9969803724
3,6000,Case1007,inner,CenterA,false,non_scar_myocardium_voxels,9301,-28.53179013,-28.79850006,-31.26330566,-30.16629028,0,9301,-20.03248895,-21.09746552,-28.28696251,-24.740345,0.03064186647,9301,-21.04449812,-22.92967606,-24.94294739,-24.17610359,0.01999784969,9301,-21.04449812,-22.92967606,-24.94294739,-24.17610359,0.01999784969,9301,-21.04449812,-22.92967606,-24.94294739,-24.17610359,0.01999784969,9301,8.568862459,6.988544464,4.412414551,5.957849026,0.9979572089
3,6000,Case1007,inner,CenterA,false,predicted_scar_voxels,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,
3,6000,Case1021,inner,CenterA,false,gt_scar_voxels,3230,-23.46296323,-23.34716797,-26.86541405,-25.2183814,0,3230,7.760853868,8.133581161,-1.144334531,3.382757366,0.8696594427,3230,3.153202557,4.382977962,-4.833227634,1.897049993,0.8281733746,3230,3.153202557,4.382977962,-4.833227634,1.897049993,0.8281733746,3230,3.153202557,4.382977962,-4.833227634,1.897049993,0.8281733746,3230,27.64202714,28.0693903,19.43831043,23.73432541,1
3,6000,Case1021,inner,CenterA,false,non_scar_myocardium_voxels,10563,-27.3918856,-27.64090538,-29.6184967,-28.76566601,0,10563,-22.98465023,-24.08552933,-30.04235268,-27.33404064,0.009751017703,10563,-20.62509642,-21.88910103,-23.58184128,-22.85610485,0.00691091546,10563,-20.62509642,-21.88910103,-23.58184128,-22.85610485,0.00691091546,10563,-20.62509642,-21.88910103,-23.58184128,-22.85610485,0.00691091546,10563,7.885406067,7.180402279,5.479081631,6.381243706,1
3,6000,Case1021,inner,CenterA,false,predicted_scar_voxels,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,
3,6000,Case1024,inner,CenterA,false,gt_scar_voxels,4907,-22.77750759,-22.78802109,-26.89794617,-24.9361763,0,4907,6.103306167,7.724310875,-4.589223289,1.813363075,0.8043611168,4907,1.123143014,3.500011444,-9.050289917,-0.3636948913,0.7420012227,4907,1.123143014,3.500011444,-9.050289917,-0.3636948913,0.7420012227,4907,1.123143014,3.500011444,-9.050289917,-0.3636948913,0.7420012227,4907,23.90065061,25.16364861,14.39225178,19.99978161,0.998777257
3,6000,Case1024,inner,CenterA,false,non_scar_myocardium_voxels,6184,-30.02684736,-30.22879601,-34.67766037,-32.65193748,0,6184,-21.29228878,-23.0605526,-29.84429398,-26.59744167,0.03266494179,6184,-21.71866774,-23.88647461,-27.3749567,-26.02699184,0.02457956016,6184,-21.71866774,-23.88647461,-27.3749567,-26.02699184,0.02457956016,6184,-21.71866774,-23.88647461,-27.3749567,-26.02699184,0.02457956016,6184,8.308179586,7.09419775,4.415959597,5.924966693,0.9970892626
3,6000,Case1024,inner,CenterA,false,predicted_scar_voxels,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,
3,6000,Case1001,actual-train,CenterA,false,gt_scar_voxels,1792,-30.30134636,-30.35142326,-35.07613792,-33.04174232,0,1792,9.339532051,10.18788624,2.169792342,6.794225693,0.9397321429,1792,4.792058185,5.697276592,1.16352272,4.173846602,0.9135044643,1792,4.792058185,5.697276592,1.16352272,4.173846602,0.9135044643,1792,4.792058185,5.697276592,1.16352272,4.173846602,0.9135044643,1792,36.21843606,37.23212433,27.37314911,32.48658657,1
3,6000,Case1001,actual-train,CenterA,false,non_scar_myocardium_voxels,10377,-27.46028952,-27.56029892,-30.08472061,-28.9252243,0,10377,-20.863695,-21.40397453,-27.8615818,-24.94582176,0.008480292956,10377,-20.39460492,-21.2092514,-23.2175869,-22.42829704,0.005685650959,10377,-20.39460492,-21.2092514,-23.2175869,-22.42829704,0.005685650959,10377,-20.39460492,-21.2092514,-23.2175869,-22.42829704,0.005685650959,10377,8.149659323,7.56530571,5.461909389,6.564800262,1
3,6000,Case1001,actual-train,CenterA,false,predicted_scar_voxels,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,
3,6000,Case1002,actual-train,CenterA,false,gt_scar_voxels,4124,-21.7242119,-21.73677254,-24.60453796,-23.20053244,0,4124,6.699403446,8.006140709,-2.233421803,2.717176616,0.8443258972,4124,2.813510676,4.661543608,-6.08299017,2.066932082,0.8067410281,4124,2.813510676,4.661543608,-6.08299017,2.066932082,0.8067410281,4124,2.813510676,4.661543608,-6.08299017,2.066932082,0.8067410281,4124,25.55633423,26.73818874,17.36950855,22.48277617,1
3,6000,Case1002,actual-train,CenterA,false,non_scar_myocardium_voxels,9568,-26.84776249,-27.05121994,-29.54856758,-28.58437347,0,9568,-21.5421415,-22.91046333,-28.98021851,-26.38854694,0.01891722408,9568,-19.85708378,-21.55174065,-23.79657421,-22.93759108,0.01379598662,9568,-19.85708378,-21.55174065,-23.79657421,-22.93759108,0.01379598662,9568,-19.85708378,-21.55174065,-23.79657421,-22.93759108,0.01379598662,9568,8.028270601,6.999953508,4.770276928,6.007291913,0.9998954849
3,6000,Case1002,actual-train,CenterA,false,predicted_scar_voxels,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,
3,6000,Case1003,actual-train,CenterA,false,gt_scar_voxels,3627,-21.86962645,-21.68894577,-25.4097702,-23.68796349,0,3627,9.292938435,10.28556347,0.3910022855,5.152071953,0.9070857458,3627,4.022895187,5.185920238,-1.71593163,3.005938768,0.8740005514,3627,4.022895187,5.185920238,-1.71593163,3.005938768,0.8740005514,3627,4.022895187,5.185920238,-1.71593163,3.005938768,0.8740005514,3627,26.99000461,27.78287125,19.5832283,23.60783386,1
3,6000,Case1003,actual-train,CenterA,false,non_scar_myocardium_voxels,13862,-26.3512921,-26.71104336,-29.62055359,-28.45663166,0,13862,-21.01508201,-22.18282032,-28.53489037,-25.62676191,0.0151493291,13862,-19.19608506,-20.75037384,-23.68819828,-22.54143429,0.01024383206,13862,-19.19608506,-20.75037384,-23.68819828,-22.54143429,0.01024383206,13862,-19.19608506,-20.75037384,-23.68819828,-22.54143429,0.01024383206,13862,8.230420898,7.39095974,5.113830805,6.502582788,0.9939402684
3,6000,Case1003,actual-train,CenterA,false,predicted_scar_voxels,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,
3,6000,Case2001,actual-train,CenterB,true,gt_scar_voxels,2138,9.570236842,10.73158979,2.86755476,6.879654408,0.9246959775,2138,16.025386,17.5485487,1.994010866,8.577633381,0.9340505145,2138,11.45910457,12.6913209,2.864911413,7.73273778,0.9279700655,2138,11.45910457,12.6913209,2.864911413,7.73273778,0.9279700655,2138,11.45910457,12.6913209,2.864911413,7.73273778,0.9279700655,2138,1.888867727,1.804801404,0.04963743091,0.5346877128,0.911131899
3,6000,Case2001,actual-train,CenterB,true,non_scar_myocardium_voxels,5904,-29.16873826,-30.53691673,-34.4989193,-32.81886768,0.001185636856,5904,-27.05701881,-27.03809834,-33.78265839,-30.39807701,0.002371273713,5904,-22.90545917,-23.72058487,-26.3567873,-25.24625731,0.001185636856,5904,-22.90545917,-23.72058487,-26.3567873,-25.24625731,0.001185636856,5904,-22.90545917,-23.72058487,-26.3567873,-25.24625731,0.001185636856,5904,6.263279084,7.010330677,2.126675129,4.208412051,0.9805216802
3,6000,Case2001,actual-train,CenterB,true,predicted_scar_voxels,2025,10.60368368,11.05923462,5.222800827,7.598760605,1,2025,17.3233179,18.29279518,5.398681355,10.31269264,0.9975308642,2025,12.57864364,13.14044285,5.737179565,8.517259598,0.9990123457,2025,12.57864364,13.14044285,5.737179565,8.517259598,0.9990123457,2025,12.57864364,13.14044285,5.737179565,8.517259598,0.9990123457,2025,1.974959969,1.954185009,0.08564039469,0.6253927946,0.917037037
