variant,case_id,intervention,pathology,final_logit_delta,changed_argmax_voxels,changed_scar_voxels,changed_edema_voxels,dice_delta,hd95_delta,lesion_recall_delta,remote_fp_delta,volume_ratio_delta,direction_correct
A3,Case1064,disable_scar_proposal,scar,28.571922302246094,326,326,0,-0.009893321150972634,2.3680586446816108,-0.125,10.444460204654206,-0.026046511623061153,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case1064,disable_edema_head,scar,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case1064,disable_edema_proposal,scar,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case1066,disable_scar_head,scar,80.66780090332031,2149,2149,0,-0.1322029657960344,1.5846987803897963,0.0,-599.7088367387561,-0.2785644188590265,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case1066,disable_scar_proposal,scar,29.149620056152344,472,472,0,-0.011336559178286909,0.22786592979954756,0.0,291.0351707702789,-0.02887985419474559,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case1066,disable_edema_head,scar,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case1066,disable_edema_proposal,scar,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case1068,disable_scar_head,scar,86.20973205566406,1034,1034,0,-0.05639829617103964,-0.30879985255288744,0.0,-264.57742797298033,-0.1534526853958308,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case1068,disable_scar_proposal,scar,30.55390167236328,305,305,0,-0.008449175871047432,-0.4914747888601241,0.0,-8.819247599099072,-0.026768968452383857,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case1068,disable_edema_head,scar,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case1068,disable_edema_proposal,scar,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case1071,disable_scar_head,scar,100.09117126464844,786,786,0,-0.06958540087407616,-1.0926378880462906,0.0,31.25,-0.215618084029207,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case1071,disable_scar_proposal,scar,33.872093200683594,336,336,0,-0.031632216064123475,1.4091965864231621,0.0,671.875,-0.06006955420168525,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case1071,disable_edema_head,scar,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case1071,disable_edema_proposal,scar,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case1079,disable_scar_head,scar,79.13404846191406,1325,1325,0,-0.04051949735990695,-5.0322970590824845,0.0,-1071.0721629172517,-0.3844666450581804,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case1079,disable_scar_proposal,scar,29.407073974609375,439,439,0,-0.00970366359975472,-0.8513830225610306,0.0,-325.2470442366516,-0.06864324844710179,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case1079,disable_edema_head,scar,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case1079,disable_edema_proposal,scar,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case1081,disable_scar_head,scar,95.30061340332031,669,669,0,-0.4055606579276947,0.33273175459274995,0.0,-1465.4809349513525,-0.7511792443971943,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case1081,disable_scar_proposal,scar,25.971115112304688,112,112,0,-0.03311512443523623,-0.27776919595309835,0.0,-239.26219346144535,-0.11792452816282484,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case1081,disable_edema_head,scar,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case1081,disable_edema_proposal,scar,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case2010,disable_scar_head,scar,108.17585754394531,570,570,24,-0.22738590495563532,-143.6535137547331,0.0,-3579.345703125,-0.42914331430813185,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case2010,disable_scar_head,pure_edema,108.17585754394531,570,570,24,-0.0013776959814408851,-0.018917116462063177,0.0,59.326171875,0.012820512812294682,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case2010,disable_scar_proposal,scar,34.72430419921875,136,136,18,-0.019327346321103944,-37.80548124696497,0.0,-336.181640625,-0.03682946354136951,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case2010,disable_scar_proposal,pure_edema,34.72430419921875,136,136,18,-0.0025340513145390986,-0.0023646395577543444,0.0,0.0,0.0,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case2010,disable_edema_head,scar,75.67768859863281,812,19,812,0.007342529463995884,-0.16082768418544902,0.0,79.1015625,0.01521216972360906,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case2010,disable_edema_head,pure_edema,75.67768859863281,812,19,812,-0.15057978326983873,-135.84404135101497,0.0,-3342.041015625,-0.48846153814842197,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case2010,disable_edema_proposal,scar,20.697540283203125,285,10,285,-0.0030807234273976802,0.1093315995435944,0.0,0.0,-0.006405124094151282,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case2010,disable_edema_proposal,pure_edema,20.697540283203125,285,10,285,0.032571433064427446,0.3310914043459263,0.0,573.486328125,0.14551282041954305,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case2015,disable_scar_head,scar,93.74510955810547,1260,1260,27,-0.23975771953634872,-9.89382239469623,0.0,-10670.084838867188,-0.7056758334080306,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case2015,disable_scar_head,pure_edema,93.74510955810547,1260,1260,27,0.00011050532393230839,-0.04560016892752117,0.0,86.7486572265625,0.0048543689298965464,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case2015,disable_scar_proposal,scar,30.267227172851562,240,240,17,-0.020036770039397467,0.07867890072867567,0.0,-693.9892578125,-0.0655354007808453,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case2015,disable_scar_proposal,pure_edema,30.267227172851562,240,240,17,-0.0003559831575186134,0.0,0.0,21.687164306640625,-0.00044130626635430215,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case2015,disable_edema_head,scar,52.341102600097656,948,24,948,-0.0011011340280742132,-0.011991994375563308,0.0,216.87164306640625,0.010532475125492935,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case2015,disable_edema_head,pure_edema,52.341102600097656,948,24,948,-0.058579724853888016,-102.35402241981365,-0.25,-7742.317657470703,-0.3848190642608919,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case2015,disable_edema_proposal,scar,19.860557556152344,428,5,428,-0.001725373198727398,0.0,0.0,0.0,-0.0029256875348592226,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case2015,disable_edema_proposal,pure_edema,19.860557556152344,428,5,428,0.003499687031748966,4.542699244607945,0.0,2602.459716796875,0.15269196815856478,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case2021,disable_scar_head,scar,71.73228454589844,559,559,2,-0.2785032716637822,-204.5758922867141,0.0,-4784.359130859375,-0.4805309730260787,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case2021,disable_scar_head,pure_edema,71.73228454589844,559,559,2,-0.001012145748987836,0.0,0.0,0.0,0.0,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case2021,disable_scar_proposal,scar,27.83771514892578,177,177,0,-0.037660967446670246,0.1198139099877551,0.0,-1129.6403503417969,-0.10884955742579683,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case2021,disable_scar_proposal,pure_edema,27.83771514892578,177,177,0,0.0,0.0,0.0,0.0,0.0,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case2021,disable_edema_head,scar,53.82585525512695,491,2,491,0.0005795912253795388,-0.0060042393915580305,0.0,0.0,0.0017699115028585455,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case2021,disable_edema_head,pure_edema,53.82585525512695,491,2,491,-0.0021492717472109124,-193.21709725003495,0.0,-3920.5165100097656,-0.38029465895000486,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case2021,disable_edema_proposal,scar,21.592571258544922,252,1,252,-0.0002541163592293394,-0.003002119695793226,0.0,0.0,0.0008849557514293283,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case2021,disable_edema_proposal,pure_edema,21.592571258544922,252,1,252,-0.014835651768840663,5.582192618369248,0.0,2392.1795654296875,0.14917127058087376,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case2024,disable_scar_head,scar,100.71369171142578,695,695,28,-0.2350830595745672,1.3027969345887342,0.0,1047.28515625,-0.5780399268801816,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case2024,disable_scar_head,pure_edema,100.71369171142578,695,695,28,0.0032672777082951576,-0.18469717252297002,0.0,0.0,0.01108910890649939,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case2024,disable_scar_proposal,scar,28.500930786132812,137,137,17,-0.00498474182684705,0.09343083096820237,0.0,-36.11328125,0.009981851170615341,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case2024,disable_scar_proposal,pure_edema,28.500930786132812,137,137,17,-0.0006013484460007934,0.0,0.0,0.0,-0.004356435641839074,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case2024,disable_edema_head,scar,61.60320281982422,697,42,697,0.008714029297666626,-0.08635962869644942,0.0,0.0,0.027223230465314607,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case2024,disable_edema_head,pure_edema,61.60320281982422,697,42,697,-0.04749686139672854,2.2331832173967445,0.5,1282.021484375,-0.21267326724250568,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case2024,disable_edema_proposal,scar,22.00750732421875,268,21,268,0.0010632642211589882,0.0370112694413649,0.0,0.0,-0.006352087108573379,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case2024,disable_edema_proposal,pure_edema,22.00750732421875,268,21,268,0.0067996140254358295,-0.5921153716597498,0.0,776.435546875,0.08158415838353106,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case2027,disable_scar_head,scar,91.40512084960938,560,560,23,-0.18495643700561734,1.3917541655400232,0.0,406.5380859375,-0.49765258169234494,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case2027,disable_scar_head,pure_edema,91.40512084960938,560,560,23,0.007400512684522242,0.0,0.0,0.0,0.01084394153189816,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case2027,disable_scar_proposal,scar,30.181049346923828,114,114,15,-0.030487291701733726,0.17691654050605976,0.0,-110.8740234375,-0.04131455395181738,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case2027,disable_scar_proposal,pure_edema,30.181049346923828,114,114,15,-0.004720586564981644,0.17473962046346792,0.0,0.0,-0.005186232906560062,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case2027,disable_edema_head,scar,71.4051513671875,446,36,446,-0.003924852691904124,0.42309239931539544,0.0,0.0,0.03192488259913151,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case2027,disable_edema_head,pure_edema,71.4051513671875,446,36,446,-0.09564088165098972,-0.818099852602618,0.25,-184.7900390625,-0.1697312587601456,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case2027,disable_edema_proposal,scar,20.762210845947266,238,14,238,-0.0009491581379993397,0.17691654050605976,0.0,0.0,-0.007511737082148584,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case2027,disable_edema_proposal,pure_edema,20.762210845947266,238,14,238,0.026238561525943838,-0.23929803165722063,0.0,73.916015625,0.09712399806830552,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case3008,disable_scar_head,scar,76.54026794433594,222,222,0,-0.0635614786042424,15.320629096759383,0.0,-623.4942677083711,-0.05620253163134113,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case3008,disable_scar_head,pure_edema,76.54026794433594,222,222,0,0.0,0.0,0.0,0.0,0.0,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case3008,disable_scar_proposal,scar,23.73773193359375,70,70,0,-0.01666897369027357,2.3598997631540612,0.0,-146.7045335784403,-0.01670886075526358,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case3008,disable_scar_proposal,pure_edema,23.73773193359375,70,70,0,0.0,0.0,0.0,0.0,0.0,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case3008,disable_edema_head,scar,69.91380310058594,11,0,11,0.0,0.0,0.0,0.0,0.0,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case3008,disable_edema_head,pure_edema,69.91380310058594,11,0,11,0.0,,0.0,-134.4791557802369,-0.0022022022017613207,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case3008,disable_edema_proposal,scar,17.5739688873291,8,0,8,0.0,0.0,0.0,0.0,0.0,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case3008,disable_edema_proposal,pure_edema,17.5739688873291,8,0,8,0.0,0.45882938088037406,0.0,-97.80302238562685,-0.0016016016012809606,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case3009,disable_scar_head,scar,74.55024719238281,248,248,0,0.0,-2.2832013745452144,0.0,-1607.3715446776032,-0.2181818179614325,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case3009,disable_scar_head,pure_edema,74.55024719238281,248,248,0,0.0,0.0,0.0,0.0,0.0,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case3009,disable_scar_proposal,scar,21.45374870300293,45,45,0,0.0,-0.3316110462784678,0.0,-230.68758280095244,-0.03131313128150187,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case3009,disable_scar_proposal,pure_edema,21.45374870300293,45,45,0,0.0,0.0,0.0,0.0,0.0,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case3009,disable_edema_head,scar,51.23265838623047,140,0,140,0.0,0.0,0.0,0.0,0.0,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case3009,disable_edema_head,pure_edema,51.23265838623047,140,0,140,0.0,19.15260430504759,0.0,-1041.8148900688163,-0.15418502185662442,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case3009,disable_edema_proposal,scar,19.657028198242188,57,0,57,0.0,0.0,0.0,0.0,0.0,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case3009,disable_edema_proposal,pure_edema,19.657028198242188,57,0,57,0.0,1.4895328625480886,0.0,260.45372251720414,0.03854625546415613,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case5006,disable_scar_head,scar,81.24325561523438,296,296,0,-0.28461108324830375,8.253870501833156,0.0,-515.625,-0.37659033030968153,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case5006,disable_scar_proposal,scar,20.594745635986328,106,106,0,-0.06134984686235498,0.9792953612068409,0.0,46.875,-0.08396946554202356,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case5006,disable_edema_head,scar,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case5006,disable_edema_proposal,scar,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case6003,disable_scar_head,scar,78.8606948852539,1627,1627,0,-0.25515499690605414,0.2299418786709655,-0.33333333333333337,-156.25,-0.737062936719318,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case6003,disable_scar_proposal,scar,21.001693725585938,168,168,0,-0.00017175350202081052,0.0,0.0,-15.625,0.006526806523763584,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case6003,disable_edema_head,scar,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case6003,disable_edema_proposal,scar,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case6009,disable_scar_head,scar,95.98069763183594,987,987,0,-0.18034268628328032,-2.0064727804466607,0.0,-656.25,-0.7204130256390684,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case6009,disable_scar_proposal,scar,20.55854034423828,164,164,0,-0.013995456489575342,0.34378925364781665,0.0,265.625,-0.036536934045641845,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case6009,disable_edema_head,scar,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case6009,disable_edema_proposal,scar,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case7001,disable_scar_head,scar,100.3765869140625,167,167,0,-0.32072678046407344,1.9052028317730354,0.0,0.0,-0.426273457302216,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case7001,disable_scar_proposal,scar,21.6983699798584,59,59,0,-0.07390258069869715,0.0,0.0,0.0,-0.08847184962876187,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case7001,disable_edema_head,scar,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case7001,disable_edema_proposal,scar,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case7002,disable_scar_head,scar,76.10647583007812,365,365,0,-0.2869332433530016,0.9045930019818975,0.0,-31.640625,-0.43628185841636913,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case7002,disable_scar_proposal,scar,29.563339233398438,83,83,0,0.0018848960024447914,-0.020626504117029043,0.0,-94.921875,-0.05247376303976947,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case7002,disable_edema_head,scar,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case7002,disable_edema_proposal,scar,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case8001,disable_scar_head,scar,130.60250854492188,422,422,0,-0.3024217365623154,,-0.8,-128.89709262526594,-0.3320220296364893,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case8001,disable_scar_proposal,scar,23.511249542236328,177,177,0,-0.12300221149635235,10.034684875527823,0.0,-25.779418525053188,-0.13926042475274553,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case8001,disable_edema_head,scar,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case8001,disable_edema_proposal,scar,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case8012,disable_scar_head,scar,110.95481872558594,228,228,0,-0.20844686648501362,,-1.0,-991.51611328125,-0.18387096759365243,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case8012,disable_scar_proposal,scar,20.706192016601562,101,101,0,-0.06035197072656645,5.042131527730675,0.0,-247.8790283203125,-0.062096774143470326,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case8012,disable_edema_head,scar,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case8012,disable_edema_proposal,scar,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,yes_if_delta_negative_on_disable_for_helpful_module
A3,Case8014,disable_scar_head,scar,115.04306030273438,114,114,0,-0.034552845528455285,,-1.0,-421.39452675473876,-0.13103448260800635,yes_if_delta_negative_on_disable_for_helpful_module
