step,stage,micro_roles,loss,scar_active,edema_active,anatomy,alignment
18,A0,edema_positive+scar_positive,3.89335834980011,2.4125025272369385,1.1334643363952637,1.1469915509223938,0.19668589532375336
19,A0,scar_positive+complete,3.847957730293274,2.3706189393997192,1.1379063129425049,1.1211938858032227,0.1641147881746292
20,A0,complete+lge_c0,4.358795881271362,2.906410336494446,1.1123119592666626,1.1248008608818054,0.1336279958486557
21,A0,lge_c0+lge_only,2.8054165840148926,2.477463722229004,0.0,1.0915425419807434,0.049019705504179
22,A0,lge_only+hard_negative,3.2606067657470703,2.934235453605652,0.0,1.0871447324752808,0.022794587537646294
23,A0,hard_negative+edema_positive,4.379837274551392,2.9095253944396973,1.141173243522644,1.0921177864074707,0.04301276244223118
24,A0,edema_positive+scar_positive,3.9649834632873535,2.4636982679367065,1.183956265449524,1.0525456666946411,0.05572865903377533
25,A0,scar_positive+complete,3.805538058280945,2.3507450819015503,1.1304389238357544,1.075661540031433,0.06751340255141258
26,A0,complete+lge_c0,3.981296181678772,2.4820889234542847,1.176021695137024,1.0716161727905273,0.09139495342969894
27,A0,lge_c0+lge_only,2.775149941444397,2.4650357961654663,0.0,1.030798852443695,0.08743484690785408
28,A0,lge_only+hard_negative,3.008536219596863,2.705151677131653,0.0,1.0092151165008545,0.06200692430138588
29,A0,hard_negative+edema_positive,4.296277046203613,2.8641616106033325,1.1103514432907104,1.0674264430999756,0.07739354111254215
30,A0,edema_positive+scar_positive,4.826884746551514,2.291900873184204,2.2186914682388306,1.0472998023033142,0.0393912848085165
31,A0,scar_positive+complete,3.715558886528015,2.283973455429077,1.1229429244995117,1.024905115365982,0.03424088191241026
32,A0,complete+lge_c0,3.7162259817123413,2.3021280765533447,1.1025276184082031,1.033588469028473,0.07104330509901047
33,A0,lge_c0+lge_only,2.8248298168182373,2.525225520133972,0.0,0.9961525797843933,0.07585122436285019
34,A0,lge_only+hard_negative,2.9471086263656616,2.65213942527771,0.0,0.9809160530567169,0.06942805647850037
35,A0,hard_negative+edema_positive,4.148289084434509,2.6776076555252075,1.1711758375167847,0.9926513433456421,0.08071398362517357
36,A0,edema_positive+scar_positive,4.795253276824951,2.2381317615509033,2.242508292198181,1.0382773280143738,0.11360512673854828
37,A0,scar_positive+complete,3.815806746482849,2.370263457298279,1.1545805931091309,0.9647087454795837,0.05610828474164009
38,A0,complete+lge_c0,4.218425750732422,2.842224955558777,1.0772380828857422,0.9890745580196381,0.12243950366973877
39,A0,lge_c0+lge_only,2.751509666442871,2.4599932432174683,0.0,0.9689537286758423,0.08302892744541168
40,A0,lge_only+hard_negative,2.9443109035491943,2.657845139503479,0.0,0.9523343741893768,0.07655027881264687
41,A0,hard_negative+edema_positive,3.9728174209594727,2.5952199697494507,1.0797480344772339,0.9849024713039398,0.13992109894752502
42,A0,edema_positive+scar_positive,3.622168183326721,2.2362606525421143,1.0872900485992432,0.987989217042923,0.12880359217524529
43,A0,scar_positive+complete,3.779507875442505,2.338892936706543,1.1513586044311523,0.9577265381813049,0.11115819215774536
44,A0,complete+lge_c0,3.673285961151123,2.2620049715042114,1.116897702217102,0.9730545282363892,0.16326205432415009
45,A0,lge_c0+lge_only,2.6256484985351562,2.3448394536972046,0.0,0.933202475309372,0.08482450991868973
46,A0,lge_only+hard_negative,3.1169644594192505,2.8336215019226074,0.0,0.9415448009967804,0.08795005083084106
47,A0,hard_negative+edema_positive,4.137226939201355,2.787689447402954,1.0622724294662476,0.9488072097301483,0.15575531870126724
48,A0,edema_positive+scar_positive,3.8327490091323853,2.3951008319854736,1.1576942205429077,0.9258424639701843,0.09998757392168045
49,A0,scar_positive+complete,3.693533420562744,2.3148316144943237,1.0974148511886597,0.9306664764881134,0.09962425008416176
50,A0,complete+lge_c0,4.1949615478515625,2.798306941986084,1.1063508987426758,0.9579896926879883,0.1774323433637619
51,A0,lge_c0+lge_only,2.5618120431900024,2.278328061103821,0.0,0.9420890808105469,0.08573298342525959
52,A0,lge_only+hard_negative,3.158235192298889,2.878763794898987,0.0,0.9288122951984406,0.08276724722236395
53,A0,hard_negative+edema_positive,3.9426662921905518,2.5839807987213135,1.0728212594985962,0.946600079536438,0.0854957913979888
54,A0,edema_positive+scar_positive,4.275921702384949,2.883815288543701,1.1115009784698486,0.9288609325885773,0.07848845236003399
55,A0,scar_positive+complete,4.889051675796509,2.3083146810531616,2.3019981384277344,0.915731281042099,0.16569381952285767
56,A0,complete+lge_c0,3.7253265380859375,2.335041046142578,1.1048821210861206,0.9424128830432892,0.14318368583917618
57,A0,lge_c0+lge_only,2.63342821598053,2.3586173057556152,0.0,0.9126565158367157,0.1013987846672535
58,A0,lge_only+hard_negative,3.2106220722198486,2.9377903938293457,0.0,0.9056474268436432,0.11374618485569954
59,A0,hard_negative+edema_positive,4.116067171096802,2.6937142610549927,1.1529970169067383,0.8898278474807739,0.1676839292049408
60,A0,edema_positive+scar_positive,4.712798118591309,2.223820924758911,2.20513117313385,0.9316546022891998,0.2737217843532562
61,A0,scar_positive+complete,4.650514125823975,2.172929286956787,2.1924039125442505,0.936130940914154,0.22791215777397156
62,A0,complete+lge_c0,3.7486969232559204,2.374201774597168,1.0980002880096436,0.9102296233177185,0.26929374039173126
63,A0,lge_c0+lge_only,2.552370548248291,2.287898063659668,0.0,0.8736696243286133,0.2371676117181778
64,A0,lge_only+hard_negative,2.917539596557617,2.6573333740234375,0.0,0.8622938096523285,0.1517942249774933
65,A0,hard_negative+edema_positive,4.24310827255249,2.829337239265442,1.1387900114059448,0.8972616493701935,0.49673931300640106
66,A0,edema_positive+scar_positive,4.537454843521118,2.119030475616455,2.1394317150115967,0.9089786410331726,0.4592384994029999
67,A0,scar_positive+complete,3.5623403787612915,2.258960485458374,1.0428073406219482,0.8571898639202118,0.25162558257579803
68,A0,complete+lge_c0,3.716799259185791,2.3148852586746216,1.1276541948318481,0.8979207873344421,0.3862200081348419
69,A0,lge_c0+lge_only,2.4703924655914307,2.1988306045532227,0.0,0.8930603563785553,0.3643658757209778
70,A0,lge_only+hard_negative,3.1590371131896973,2.8889559507369995,0.0,0.8861055076122284,0.42495718598365784
71,A0,hard_negative+edema_positive,4.157962322235107,2.80996835231781,1.0651367902755737,0.9211073815822601,0.5620104670524597
72,A0,edema_positive+scar_positive,3.496570110321045,2.178908348083496,1.0505621433258057,0.8747361898422241,0.3993708938360214
73,A0,scar_positive+complete,3.4883456230163574,2.1780223846435547,1.0383011102676392,0.8941537141799927,0.3114573061466217
74,A0,complete+lge_c0,4.0271278619766235,2.7289817333221436,1.0297760963439941,0.8780180513858795,0.41225557029247284
75,A0,lge_c0+lge_only,2.541653275489807,2.2817015647888184,0.0,0.8583695888519287,0.2440796010196209
76,A0,lge_only+hard_negative,3.033316493034363,2.7753000259399414,0.0,0.849622905254364,0.31294283270835876
77,A0,hard_negative+edema_positive,4.024556040763855,2.6458665132522583,1.1201273202896118,0.8465299904346466,0.40505003184080124
78,A0,edema_positive+scar_positive,3.6002743244171143,2.2199171781539917,1.119038462638855,0.8542585372924805,0.4504765719175339
79,A0,scar_positive+complete,3.445437788963318,2.1569103002548218,1.013236165046692,0.8950490951538086,0.6235812902450562
80,A0,complete+lge_c0,3.5931434631347656,2.213853120803833,1.1130868196487427,0.8631884753704071,0.650836706161499
81,A0,lge_c0+lge_only,3.0379886627197266,2.778912663459778,0.0,0.8516997396945953,0.3566082641482353
82,A0,lge_only+hard_negative,3.094562530517578,2.84166944026947,0.0,0.8308089077472687,0.3650425970554352
83,A0,hard_negative+edema_positive,3.9935816526412964,2.6873847246170044,1.0455411672592163,0.8464806079864502,0.6164255738258362
84,A0,edema_positive+scar_positive,3.4557331800460815,2.139189600944519,1.0448280572891235,0.8900748193264008,0.4226556718349457
85,A0,scar_positive+complete,4.600374221801758,2.1707736253738403,2.1729555130004883,0.831786572933197,0.6175025403499603
86,A0,complete+lge_c0,3.5706642866134644,2.2206302881240845,1.0978825092315674,0.8232712149620056,0.4508607089519501
87,A0,lge_c0+lge_only,2.5848984718322754,2.334600806236267,0.0,0.8243535161018372,0.29915379732847214
88,A0,lge_only+hard_negative,3.0617886781692505,2.805155634880066,0.0,0.8433654308319092,0.3623446673154831
89,A0,hard_negative+edema_positive,3.971964120864868,2.685742735862732,1.015340805053711,0.8825119435787201,0.5646674036979675
90,A0,edema_positive+scar_positive,3.4434386491775513,2.1497814655303955,1.0375056266784668,0.8341598510742188,0.5349867939949036
91,A0,scar_positive+complete,4.41447377204895,2.11381733417511,2.0435069799423218,0.8340833187103271,0.5902221500873566
92,A0,complete+lge_c0,3.5594687461853027,2.220481276512146,1.087035894393921,0.8229154646396637,0.43869368731975555
93,A0,lge_c0+lge_only,2.487175464630127,2.2324390411376953,0.0,0.841028094291687,0.24280191957950592
94,A0,lge_only+hard_negative,3.0619274377822876,2.8114510774612427,0.0,0.8266842663288116,0.24711377918720245
95,A0,hard_negative+edema_positive,4.0651936531066895,2.7118510007858276,1.0935895442962646,0.8496346175670624,0.4527156800031662
96,A0,edema_positive+scar_positive,4.460813045501709,2.111525297164917,2.096879243850708,0.8205613791942596,0.5479695200920105
97,A0,scar_positive+complete,3.4136217832565308,2.1533740758895874,1.0138397216796875,0.8111985325813293,0.2742341309785843
98,A0,complete+lge_c0,3.5100443363189697,2.1814414262771606,1.0809377431869507,0.8112150728702545,0.40341272950172424
99,A0,lge_c0+lge_only,2.5526812076568604,2.3122531175613403,0.0,0.7945148050785065,0.20735640823841095
100,A0,lge_only+hard_negative,3.005120277404785,2.7570260763168335,0.0,0.8190207183361053,0.23879537358880043
101,A0,hard_negative+edema_positive,3.9370596408843994,2.6667381525039673,1.0179492235183716,0.826587051153183,0.4142958074808121
102,A0,edema_positive+scar_positive,3.395708441734314,2.1477423906326294,0.9972036480903625,0.8218363225460052,0.40272271633148193
103,A0,scar_positive+complete,4.5660600662231445,2.1606829166412354,2.159460186958313,0.7972489893436432,0.6237751245498657
104,A0,complete+lge_c0,3.3857879638671875,2.129971981048584,0.9946187138557434,0.8530202805995941,0.509352520108223
105,A0,lge_c0+lge_only,2.467037081718445,2.221882462501526,0.0,0.8078969120979309,0.27855607122182846
106,A0,lge_only+hard_negative,2.9962172508239746,2.754712462425232,0.0,0.7965703308582306,0.25338583439588547
107,A0,hard_negative+edema_positive,4.076916813850403,2.7331786155700684,1.0971872806549072,0.8076023161411285,0.40567320585250854
108,A0,edema_positive+scar_positive,3.2966498136520386,2.101382613182068,0.9521785378456116,0.7985300719738007,0.3290312811732292
109,A0,scar_positive+complete,3.460521936416626,2.228134274482727,0.9928039908409119,0.7858386337757111,0.3589666187763214
110,A0,complete+lge_c0,3.3620903491973877,2.1172362565994263,1.0062226057052612,0.7790147662162781,0.47064629197120667
111,A0,lge_c0+lge_only,2.416343569755554,2.1759570837020874,0.0,0.7927718460559845,0.255487859249115
112,A0,lge_only+hard_negative,2.989178419113159,2.7502317428588867,0.0,0.7881531715393066,0.2500578984618187
113,A0,hard_negative+edema_positive,4.089920163154602,2.752414107322693,1.1055116653442383,0.7578013837337494,0.44707654416561127
114,A0,edema_positive+scar_positive,4.138019561767578,2.006631076335907,1.9004307389259338,0.7523615658283234,0.48352083563804626
115,A0,scar_positive+complete,3.4548163414001465,2.1623202562332153,1.055898904800415,0.7781658470630646,0.29427091032266617
116,A0,complete+lge_c0,3.519543170928955,2.1824305057525635,1.0966112613677979,0.7898780405521393,0.3373596593737602
117,A0,lge_c0+lge_only,2.401106834411621,2.1715556383132935,0.0,0.758351743221283,0.2045680731534958
118,A0,lge_only+hard_negative,2.9601181745529175,2.7361611127853394,0.0,0.7429052293300629,0.10854355990886688
119,A0,hard_negative+edema_positive,4.016976594924927,2.7139803171157837,1.0661312341690063,0.7739817500114441,0.44103845953941345
120,A0,edema_positive+scar_positive,3.472142457962036,2.163059711456299,1.0755937099456787,0.7671744227409363,0.3099968954920769
121,A0,scar_positive+complete,4.173247575759888,2.004766881465912,1.9320213794708252,0.7704696357250214,0.48629230260849
122,A0,complete+lge_c0,3.2885303497314453,2.079827845096588,0.9746524691581726,0.7689566910266876,0.31796277314424515
123,A0,lge_c0+lge_only,2.38196861743927,2.1569591760635376,0.0,0.7441667318344116,0.17594295740127563
124,A0,lge_only+hard_negative,2.9130319356918335,2.6864705085754395,0.0,0.749470055103302,0.17204804718494415
125,A0,hard_negative+edema_positive,3.7733681201934814,2.6289784908294678,0.9059302806854248,0.7840498685836792,0.2960057631134987
126,A0,edema_positive+scar_positive,3.3647818565368652,2.1238268613815308,0.9980205297470093,0.8006829917430878,0.25163011252880096
127,A0,scar_positive+complete,4.1905131340026855,2.0112497806549072,1.9502900838851929,0.7467570304870605,0.4633347690105438
128,A0,complete+lge_c0,3.7954639196395874,2.623340666294098,0.9501702785491943,0.727257639169693,0.3577117323875427
129,A0,lge_c0+lge_only,2.9500826597213745,2.7191230058670044,0.0,0.763930469751358,0.17805401608347893
130,A0,lge_only+hard_negative,2.9556987285614014,2.7303500175476074,0.0,0.7433272898197174,0.23505015671253204
131,A0,hard_negative+edema_positive,3.688549280166626,2.5295735597610474,0.9431077241897583,0.70803102850914,0.3244495391845703
132,A0,edema_positive+scar_positive,4.429827451705933,2.101077914237976,2.1000431776046753,0.7416993975639343,0.5785181522369385
133,A0,scar_positive+complete,3.331825017929077,2.1700467467308044,0.9400588274002075,0.7267890870571136,0.34103238582611084
134,A0,complete+lge_c0,3.120365619659424,2.016762435436249,0.872870683670044,0.7554484605789185,0.3797583803534508
135,A0,lge_c0+lge_only,3.025231719017029,2.805531144142151,0.0,0.7255391180515289,0.20387380570173264
136,A0,lge_only+hard_negative,2.959760069847107,2.7381794452667236,0.0,0.7299593091011047,0.25928227603435516
137,A0,hard_negative+edema_positive,3.897910952568054,2.665216088294983,1.0051213502883911,0.743556946516037,0.4147910177707672
138,A0,edema_positive+scar_positive,3.395781993865967,2.1368281841278076,1.0404917001724243,0.7146619856357574,0.38137197494506836
139,A0,scar_positive+complete,4.239551544189453,2.0367900729179382,1.9886428713798523,0.693058043718338,0.5584161281585693
140,A0,complete+lge_c0,3.761322498321533,2.5941429138183594,0.9517240524291992,0.7032066881656647,0.42880602180957794
141,A0,lge_c0+lge_only,2.473858118057251,2.2632648944854736,0.0,0.6947249174118042,0.21756725758314133
142,A0,lge_only+hard_negative,2.8771833181381226,2.6595855951309204,0.0,0.7154671847820282,0.2957572937011719
143,A0,hard_negative+edema_positive,3.7521337270736694,2.59528911113739,0.9381040334701538,0.7063739895820618,0.6536963880062103
144,A0,edema_positive+scar_positive,4.438378810882568,2.102505326271057,2.1124746799468994,0.7205818295478821,0.6412926316261292
145,A0,scar_positive+complete,3.162058711051941,2.0132375955581665,0.9265620112419128,0.7261140644550323,0.4195326343178749
146,A0,complete+lge_c0,3.1317394971847534,1.997192144393921,0.9216360449790955,0.6915177702903748,0.5232697427272797
147,A0,lge_c0+lge_only,2.35330593585968,2.1364986896514893,0.0,0.7131755948066711,0.28546473383903503
148,A0,lge_only+hard_negative,2.892146944999695,2.6724941730499268,0.0,0.7225104868412018,0.2899709716439247
149,A0,hard_negative+edema_positive,3.956589460372925,2.670563220977783,1.05799400806427,0.7403971552848816,0.5637911558151245
150,A0,edema_positive+scar_positive,3.4139832258224487,2.2041581869125366,1.0007799863815308,0.6825491189956665,0.39562099426984787
151,A0,scar_positive+complete,3.140773892402649,2.0292014479637146,0.8976022005081177,0.6998401880264282,0.3713950589299202
152,A0,complete+lge_c0,3.6666016578674316,2.574477732181549,0.882905900478363,0.6802944242954254,0.4819885641336441
153,A0,lge_c0+lge_only,2.3484712839126587,2.1349685192108154,0.0,0.7038027346134186,0.23618199676275253
154,A0,lge_only+hard_negative,2.8674052953720093,2.6666367053985596,0.0,0.6605502963066101,0.2603483945131302
155,A0,hard_negative+edema_positive,3.768450975418091,2.5770092010498047,0.9895823001861572,0.6529495716094971,0.580070897936821
156,A0,edema_positive+scar_positive,3.2470356225967407,2.1510764360427856,0.8871439695358276,0.6809780895709991,0.41493551433086395
157,A0,scar_positive+complete,4.241436719894409,2.018634557723999,2.0034428238868713,0.7066084146499634,0.6644028425216675
158,A0,complete+lge_c0,3.376245856285095,2.094116687774658,1.0657707452774048,0.7065652012825012,0.40073369443416595
159,A0,lge_c0+lge_only,2.325087547302246,2.1219165325164795,0.0,0.6706620454788208,0.1972476802766323
160,A0,lge_only+hard_negative,2.874838948249817,2.666188955307007,0.0,0.6885045170783997,0.20987287908792496
161,A0,hard_negative+edema_positive,3.738014578819275,2.5936431884765625,0.9410049319267273,0.6571315824985504,0.6062588095664978
162,A0,edema_positive+scar_positive,3.280078172683716,2.142170786857605,0.934829831123352,0.6633311212062836,0.39511384442448616
163,A0,scar_positive+complete,3.2480469942092896,2.108639359474182,0.9376707673072815,0.658118486404419,0.4189771041274071
164,A0,complete+lge_c0,3.1490803956985474,2.078134298324585,0.8670088648796082,0.660070389509201,0.5709670633077621
165,A0,lge_c0+lge_only,2.3249436616897583,2.1104904413223267,0.0,0.7081736326217651,0.20011159777641296
166,A0,lge_only+hard_negative,2.857688069343567,2.653464436531067,0.0,0.67311692237854,0.22885067015886307
167,A0,hard_negative+edema_positive,3.7857848405838013,2.557465672492981,1.0238851308822632,0.6668290495872498,0.41745880246162415
168,A0,edema_positive+scar_positive,3.0479718446731567,1.9728869795799255,0.8719483017921448,0.6618852913379669,0.4467654898762703
169,A0,scar_positive+complete,4.116001129150391,2.0507445335388184,1.8649494051933289,0.6426580846309662,0.7083558440208435
170,A0,complete+lge_c0,3.7744812965393066,2.6198418140411377,0.95749831199646,0.6395958364009857,0.5083234310150146
171,A0,lge_c0+lge_only,2.458658456802368,2.2503817081451416,0.0,0.6872163712978363,0.21117714792490005
172,A0,lge_only+hard_negative,2.9445656538009644,2.7419986724853516,0.0,0.6685065627098083,0.20149417966604233
173,A0,hard_negative+edema_positive,3.533005714416504,2.44841867685318,0.8912144899368286,0.6338838636875153,0.3108338490128517
174,A0,edema_positive+scar_positive,3.353969931602478,2.0895501375198364,1.0530160665512085,0.6946163773536682,0.28722377866506577
175,A0,scar_positive+complete,4.089734196662903,1.9946959614753723,1.8974100351333618,0.6354919373989105,0.6525807082653046
176,A0,complete+lge_c0,3.0944830179214478,2.0571579933166504,0.8346253633499146,0.6599031090736389,0.4454095810651779
177,A0,lge_c0+lge_only,2.8451972007751465,2.6485835313796997,0.0,0.6482362449169159,0.21429304778575897
178,A0,lge_only+hard_negative,2.8589102029800415,2.6653313636779785,0.0,0.6381821036338806,0.21241462603211403
179,A0,hard_negative+edema_positive,3.810757875442505,2.6078062057495117,1.0041722059249878,0.6463977694511414,0.4722144454717636
180,A0,edema_positive+scar_positive,3.0123043060302734,1.9418038725852966,0.8737159967422485,0.6377217173576355,0.5256157517433167
181,A0,scar_positive+complete,3.0525494813919067,1.9931498169898987,0.8623840808868408,0.6449793875217438,0.34177664667367935
182,A0,complete+lge_c0,3.2867220640182495,2.071065664291382,1.0091596841812134,0.6725720465183258,0.44537827372550964
183,A0,lge_c0+lge_only,2.326154947280884,2.1369597911834717,0.0,0.6230617761611938,0.2276482954621315
184,A0,lge_only+hard_negative,2.7675371170043945,2.5732860565185547,0.0,0.6442180871963501,0.09856847301125526
185,A0,hard_negative+edema_positive,3.5990813970565796,2.528816819190979,0.8859428763389587,0.5956509411334991,0.5389330983161926
186,A0,edema_positive+scar_positive,3.8137011528015137,1.8779687285423279,1.7438899874687195,0.6169120073318481,0.6229570209980011
187,A0,scar_positive+complete,3.904331922531128,1.9187570810317993,1.7964298129081726,0.608134537935257,0.6134845316410065
188,A0,complete+lge_c0,3.0765156745910645,2.004694640636444,0.8819299936294556,0.616706907749176,0.46934595704078674
189,A0,lge_c0+lge_only,2.4538835287094116,2.2480067014694214,0.0,0.6806842684745789,0.16714787483215332
190,A0,lge_only+hard_negative,2.9590643644332886,2.77256441116333,0.0,0.6139661967754364,0.23100072890520096
191,A0,hard_negative+edema_positive,3.823911190032959,2.614805579185486,1.0036659240722656,0.6672046780586243,0.4914959967136383
192,A0,edema_positive+scar_positive,2.9530481100082397,1.918401300907135,0.8484434485435486,0.6062558889389038,0.39644401147961617
193,A0,scar_positive+complete,3.3037309646606445,2.098922848701477,1.00959312915802,0.6377435624599457,0.35143382102251053
194,A0,complete+lge_c0,3.2441717386245728,2.0439257621765137,0.99765944480896,0.6580700576305389,0.47695502638816833
195,A0,lge_c0+lge_only,2.3080114126205444,2.11574923992157,0.0,0.6334351897239685,0.2231621891260147
196,A0,lge_only+hard_negative,2.7737293243408203,2.585129737854004,0.0,0.6220129430294037,0.1995636560022831
197,A0,hard_negative+edema_positive,3.6718517541885376,2.5081984996795654,0.9749143123626709,0.61590576171875,0.3650614395737648
198,A0,edema_positive+scar_positive,3.4540390968322754,2.2565301656723022,1.007523775100708,0.6212064325809479,0.3274487741291523
199,A0,scar_positive+complete,3.2327271699905396,2.0740981101989746,0.9742317199707031,0.6023844182491302,0.32745640352368355
200,A0,complete+lge_c0,3.004286050796509,1.9580641388893127,0.8602880239486694,0.6017616987228394,0.49614205956459045
201,A0,lge_c0+lge_only,2.2659560441970825,2.0750808715820312,0.0,0.6287882924079895,0.22386407852172852
202,A0,lge_only+hard_negative,2.918299078941345,2.73551607131958,0.0,0.6031641960144043,0.18336173333227634
203,A0,hard_negative+edema_positive,3.468284010887146,2.4854026436805725,0.7848542928695679,0.6433946192264557,0.47291579842567444
204,A0,edema_positive+scar_positive,3.228600859642029,2.06129390001297,0.9706528186798096,0.6412771642208099,0.3773535192012787
205,A0,scar_positive+complete,3.446171998977661,2.180797815322876,1.0694432258605957,0.6414618790149689,0.3065168596804142
206,A0,complete+lge_c0,3.34566068649292,2.113610625267029,1.041060447692871,0.6179426908493042,0.5147048532962799
207,A0,lge_c0+lge_only,2.2073222398757935,2.023909628391266,0.0,0.6027477979660034,0.2588365748524666
208,A0,lge_only+hard_negative,2.844823479652405,2.6592427492141724,0.0,0.6096290946006775,0.2691975086927414
209,A0,hard_negative+edema_positive,3.4165027141571045,2.4175045490264893,0.8143272995948792,0.5950398743152618,0.5789880454540253
210,A0,edema_positive+scar_positive,3.619599938392639,1.8226323127746582,1.6080484986305237,0.6029824018478394,0.7199559211730957
211,A0,scar_positive+complete,4.204698324203491,1.9927231669425964,2.010727822780609,0.6444376111030579,0.7171005606651306
212,A0,complete+lge_c0,3.726578712463379,2.5704785585403442,0.9632047414779663,0.6227587759494781,0.5674913376569748
213,A0,lge_c0+lge_only,2.903627395629883,2.7258434295654297,0.0,0.5850841701030731,0.2258732132613659
214,A0,lge_only+hard_negative,2.895971894264221,2.720161199569702,0.0,0.5789364278316498,0.21298545971512794
215,A0,hard_negative+edema_positive,3.8142999410629272,2.617288112640381,1.0200676918029785,0.5742500424385071,0.4172121286392212
216,A0,edema_positive+scar_positive,3.3885602951049805,2.1816811561584473,1.0241974592208862,0.5975858271121979,0.309334222227335
217,A0,scar_positive+complete,3.073574185371399,2.1250666975975037,0.7681064605712891,0.5891414880752563,0.33882375061511993
218,A0,complete+lge_c0,2.852654457092285,1.8880267143249512,0.792027473449707,0.5599910914897919,0.42904284596443176
219,A0,lge_c0+lge_only,2.253421664237976,2.0641430616378784,0.0,0.6238338053226471,0.2128518857061863
220,A0,lge_only+hard_negative,2.7613521814346313,2.5905269384384155,0.0,0.5628235042095184,0.19781608134508133
221,A0,hard_negative+edema_positive,3.4599173069000244,2.422074854373932,0.8445149660110474,0.6253353953361511,0.5311030000448227
222,A0,edema_positive+scar_positive,4.124265432357788,1.980863094329834,1.9528947472572327,0.6136282980442047,0.5599054098129272
223,A0,scar_positive+complete,3.044532060623169,2.0443822741508484,0.8215882182121277,0.5799839198589325,0.3961825929582119
224,A0,complete+lge_c0,2.689792037010193,1.8011223673820496,0.7121021151542664,0.5665037930011749,0.6141353845596313
225,A0,lge_c0+lge_only,2.252218246459961,2.065636157989502,0.0,0.6136206090450287,0.24959126859903336
226,A0,lge_only+hard_negative,2.7138516902923584,2.5319149494171143,0.0,0.6018345952033997,0.13864179700613022
227,A0,hard_negative+edema_positive,3.179651379585266,2.313875377178192,0.6882959008216858,0.566851943731308,0.6964447796344757
228,A0,edema_positive+scar_positive,3.3744845390319824,1.6358824968338013,1.56779944896698,0.5386540293693542,0.8273755311965942
229,A0,scar_positive+complete,3.8430956602096558,1.842152178287506,1.8234087228775024,0.5644237101078033,0.7200368940830231
230,A0,complete+lge_c0,2.822866201400757,1.869887888431549,0.7799361348152161,0.5570501089096069,0.5435908138751984
231,A0,lge_c0+lge_only,2.207565426826477,2.0326449871063232,0.0,0.5760644972324371,0.21011101454496384
232,A0,lge_only+hard_negative,2.871541738510132,2.696012020111084,0.0,0.5765208601951599,0.25735053047537804
233,A0,hard_negative+edema_positive,3.1443549394607544,2.315300941467285,0.6593255996704102,0.5457648932933807,0.5556952059268951
234,A0,edema_positive+scar_positive,2.812915802001953,1.8917149901390076,0.7439955472946167,0.5744345188140869,0.4374866560101509
235,A0,scar_positive+complete,3.7698622941970825,1.8404333591461182,1.7440743446350098,0.5891269743442535,0.7490355372428894
236,A0,complete+lge_c0,3.1374268531799316,1.9806686043739319,0.9816780090332031,0.5634784698486328,0.5392490029335022
237,A0,lge_c0+lge_only,2.329549551010132,2.159137487411499,0.0,0.5579975247383118,0.3013002276420593
238,A0,lge_only+hard_negative,2.7641950845718384,2.5930042266845703,0.0,0.5582690238952637,0.3710073456168175
239,A0,hard_negative+edema_positive,3.46181583404541,2.4717230796813965,0.8166115283966064,0.5507110953330994,0.7524335980415344
240,A0,edema_positive+scar_positive,3.588615655899048,1.8347584009170532,1.5751700401306152,0.5604313015937805,0.9499132633209229
241,A0,scar_positive+complete,2.6982150077819824,1.8096321821212769,0.7198737263679504,0.5362620949745178,0.7287924289703369
