fold,checkpoint_step,case_id,role,center,t2_present,region,margin_count,margin_mean,margin_median,margin_p10,margin_p25,margin_frac_gt0,scar_half_logit_count,scar_half_logit_mean,scar_half_logit_median,scar_half_logit_p10,scar_half_logit_p25,scar_half_logit_frac_gt0,scar_full_logit_count,scar_full_logit_mean,scar_full_logit_median,scar_full_logit_p10,scar_full_logit_p25,scar_full_logit_frac_gt0,scar_final_logit_count,scar_final_logit_mean,scar_final_logit_median,scar_final_logit_p10,scar_final_logit_p25,scar_final_logit_frac_gt0,z_scar_count,z_scar_mean,z_scar_median,z_scar_p10,z_scar_p25,z_scar_frac_gt0,anatomy_class1_logit_count,anatomy_class1_logit_mean,anatomy_class1_logit_median,anatomy_class1_logit_p10,anatomy_class1_logit_p25,anatomy_class1_logit_frac_gt0
2,4000,Case1001,actual-train,CenterA,false,non_scar_myocardium_voxels,10377,-14.58440412,-15.0147419,-17.36259766,-16.30655861,0.005782017924,10377,-10.29642901,-10.20916367,-15.40985928,-12.63950539,0.0153223475,10377,-9.860797808,-10.4402895,-11.97891521,-11.37452507,0.0181169895,10377,-9.860797808,-10.4402895,-11.97891521,-11.37452507,0.0181169895,10377,-9.860797808,-10.4402895,-11.97891521,-11.37452507,0.0181169895,10377,6.026403108,6.298113823,4.174160576,5.51783371,1
2,4000,Case1001,actual-train,CenterA,false,predicted_scar_voxels,1948,4.812789907,5.26666975,2.320285153,4.067107439,1,1948,8.682353407,8.5681777,3.508785629,5.602709651,1,1948,6.317727474,6.40697217,4.316508961,5.355372429,1,1948,6.317727474,6.40697217,4.316508961,5.355372429,1,1948,6.317727474,6.40697217,4.316508961,5.355372429,1,1948,2.788553516,3.005419612,0.8697511315,1.850476116,0.9810061602
2,4000,Case1002,actual-train,CenterA,false,gt_scar_voxels,4124,1.802918673,2.975079536,-3.769105148,-0.09459245205,0.741028128,4124,7.224249007,7.750139952,0.3093795598,4.170325279,0.90785645,4124,4.866830035,5.946516991,0.1431645095,4.439005733,0.9017943744,4124,4.866830035,5.946516991,0.1431645095,4.439005733,0.9017943744,4124,4.866830035,5.946516991,0.1431645095,4.439005733,0.9017943744,4124,4.337178097,3.665620804,1.965291154,2.951038659,0.9995150339
2,4000,Case1002,actual-train,CenterA,false,non_scar_myocardium_voxels,9568,-15.403279,-16.32906437,-18.36217079,-17.5431118,0.005330267559,9568,-11.59060877,-12.35479259,-17.08936749,-14.855726,0.04379180602,9568,-10.36065365,-11.49427605,-12.71635675,-12.23294497,0.03825250836,9568,-10.36065365,-11.49427605,-12.71635675,-12.23294497,0.03825250836,9568,-10.36065365,-11.49427605,-12.71635675,-12.23294497,0.03825250836,9568,6.341592743,6.645690441,4.410366058,5.890400648,1
2,4000,Case1002,actual-train,CenterA,false,predicted_scar_voxels,3175,3.76597651,4.133973122,1.030130005,2.425495267,1,3175,9.171698558,9.184815407,4.371437931,6.449207544,1,3175,6.305872117,6.402685165,4.622481537,5.482393503,1,3175,6.305872117,6.402685165,4.622481537,5.482393503,1,3175,6.305872117,6.402685165,4.622481537,5.482393503,1,3175,3.891944815,3.553220272,2.036581135,2.957109213,1
2,4000,Case1004,actual-train,CenterA,false,gt_scar_voxels,11287,1.849791782,2.581515312,-3.460953331,0.4905416965,0.7862142288,11287,6.954182945,7.859405994,-0.5671102643,3.646956444,0.8831398955,11287,5.08190291,6.300620079,-0.8613994122,4.601741076,0.8906706831,11287,5.08190291,6.300620079,-0.8613994122,4.601741076,0.8906706831,11287,5.08190291,6.300620079,-0.8613994122,4.601741076,0.8906706831,11287,4.459595186,4.361340523,1.888373375,2.919971466,0.9959245149
2,4000,Case1004,actual-train,CenterA,false,non_scar_myocardium_voxels,9920,-11.79006384,-13.09317684,-16.28046856,-15.15980029,0.03225806452,9920,-8.450682691,-9.225675106,-15.48746243,-12.67263889,0.1006048387,9920,-7.190759703,-8.646529675,-11.27773609,-10.38712597,0.1078629032,9920,-7.190759703,-8.646529675,-11.27773609,-10.38712597,0.1078629032,9920,-7.190759703,-8.646529675,-11.27773609,-10.38712597,0.1078629032,9920,5.929925933,6.33585906,3.410999227,5.247692585,0.9901209677
2,4000,Case1004,actual-train,CenterA,false,predicted_scar_voxels,9672,3.337584825,3.364318132,0.9246715546,1.962293863,1,9672,8.55631681,8.807229996,3.381667686,5.721610308,0.9978287841,9672,6.433206992,6.621664286,4.580827236,5.577654123,1,9672,6.433206992,6.621664286,4.580827236,5.577654123,1,9672,6.433206992,6.621664286,4.580827236,5.577654123,1,9672,4.427731108,4.366476774,2.107288551,3.090486169,0.9966914806
2,4000,Case2002,actual-train,CenterB,true,gt_scar_voxels,1880,6.318962545,7.290317297,2.527609396,5.166946173,0.929787234,1880,14.27158858,14.90598822,3.192142344,7.831001997,0.9585106383,1880,8.303934365,9.344668388,4.192663765,6.571419477,0.9436170213,1880,8.303934365,9.344668388,4.192663765,6.571419477,0.9436170213,1880,8.303934365,9.344668388,4.192663765,6.571419477,0.9436170213,1880,1.984971826,1.9547683,1.008978164,1.248081505,0.9861702128
2,4000,Case2002,actual-train,CenterB,true,non_scar_myocardium_voxels,3148,-21.92923526,-22.56215,-25.29225941,-24.18515921,0,3148,-20.61837075,-20.29437637,-27.78484058,-24.61631346,0.0003176620076,3148,-16.05716461,-16.22181988,-17.61511917,-17.09192324,0,3148,-16.05716461,-16.22181988,-17.61511917,-17.09192324,0,3148,-16.05716461,-16.22181988,-17.61511917,-17.09192324,0,3148,5.872070666,6.463159323,1.870028317,4.19244945,0.9911054638
2,4000,Case2002,actual-train,CenterB,true,predicted_scar_voxels,1802,7.055315543,7.413772583,3.98914454,5.529922485,1,1802,15.14865768,15.42352867,5.033671379,8.791497946,0.999445061,1802,9.043241923,9.542926311,5.400274181,7.002967834,1,1802,9.043241923,9.542926311,5.400274181,7.002967834,1,1802,9.043241923,9.542926311,5.400274181,7.002967834,1,1802,1.987926388,1.970493972,1.004816902,1.259366006,0.9894561598
3,4000,Case1007,inner,CenterA,false,gt_scar_voxels,1987,-0.8476871866,0.4557762146,-7.152894783,-2.103113651,0.5712128837,1987,5.529561707,5.924305439,-1.875228596,2.239933014,0.8449924509,1987,4.41783275,5.798965454,-3.647833443,3.453315735,0.8449924509,1987,4.41783275,5.798965454,-3.647833443,3.453315735,0.8449924509,1987,4.41783275,5.798965454,-3.647833443,3.453315735,0.8449924509,1987,6.628000921,6.755034447,2.854723072,4.840588093,0.9944640161
3,4000,Case1007,inner,CenterA,false,non_scar_myocardium_voxels,9301,-17.50523833,-18.50978279,-20.86966324,-20.00750351,0.002472852381,9301,-14.14465555,-15.31064034,-19.06786346,-17.24815369,0.03720030104,9301,-10.98086585,-11.88849831,-12.9173336,-12.44572067,0.03322223417,9301,-10.98086585,-11.88849831,-12.9173336,-12.44572067,0.03322223417,9301,-10.98086585,-11.88849831,-12.9173336,-12.44572067,0.03322223417,9301,8.025233864,8.509654999,5.254343033,7.084795475,0.9978496936
3,4000,Case1007,inner,CenterA,false,predicted_scar_voxels,1370,1.805942823,1.867449045,0.4233110428,1.046509743,1,1370,7.39761933,7.014818907,3.446146345,4.912239671,1,1370,6.676496411,6.538523674,4.577308941,5.454507589,1,1370,6.676496411,6.538523674,4.577308941,5.454507589,1,1370,6.676496411,6.538523674,4.577308941,5.454507589,1,1370,6.312474438,6.205332279,3.813318825,4.839350581,1
3,4000,Case1021,inner,CenterA,false,gt_scar_voxels,3230,0.1370333663,1.527545452,-6.228410625,-0.8885234594,0.6885448916,3230,5.303909564,5.144016981,-1.702650428,1.704698175,0.8346749226,3230,4.575334513,5.696729422,-3.080095887,3.165891469,0.8408668731,3230,4.575334513,5.696729422,-3.080095887,3.165891469,0.8408668731,3230,4.575334513,5.696729422,-3.080095887,3.165891469,0.8408668731,3230,5.625593032,5.401116848,1.806845033,2.952920496,0.9907120743
3,4000,Case1021,inner,CenterA,false,non_scar_myocardium_voxels,10563,-18.56793304,-19.31287956,-21.50871468,-20.70140266,0.002272081795,10563,-15.48153135,-15.80383587,-21.35937843,-18.63193512,0.01079238853,10563,-11.2423048,-11.75138378,-12.5435812,-12.1707859,0.01192842942,10563,-11.2423048,-11.75138378,-12.5435812,-12.1707859,0.01192842942,10563,-11.2423048,-11.75138378,-12.5435812,-12.1707859,0.01192842942,10563,8.832599852,9.189795494,6.20550108,7.842587948,0.9984852788
3,4000,Case1021,inner,CenterA,false,predicted_scar_voxels,2244,2.393032849,2.468242168,0.7588662148,1.560355365,1,2244,7.717544573,7.095556974,2.766886139,4.442331433,0.9973262032,2244,6.914061345,6.661645174,4.495397615,5.309551477,1,2244,6.914061345,6.661645174,4.495397615,5.309551477,1,2244,6.914061345,6.661645174,4.495397615,5.309551477,1,2244,5.813317367,5.390627146,2.296416283,3.566393018,0.9991087344
3,4000,Case1024,inner,CenterA,false,gt_scar_voxels,4907,-1.924034001,-0.3205909729,-8.600640869,-3.686801195,0.4556755655,4907,5.168595518,6.008433342,-2.524426365,1.193612337,0.8076217648,4907,3.673633595,5.664229393,-5.701172161,2.013507128,0.7978398207,4907,3.673633595,5.664229393,-5.701172161,2.013507128,0.7978398207,4907,3.673633595,5.664229393,-5.701172161,2.013507128,0.7978398207,4907,5.597667597,5.815639019,1.504089093,3.383898973,0.9820664357
3,4000,Case1024,inner,CenterA,false,non_scar_myocardium_voxels,6184,-19.38969787,-20.19304276,-24.27679806,-22.26100302,0.008893919793,6184,-13.79722327,-15.148283,-20.14309063,-17.95951033,0.04123544631,6184,-10.46956898,-11.49478054,-12.92982759,-12.18903852,0.04269081501,6184,-10.46956898,-11.49478054,-12.92982759,-12.18903852,0.04269081501,6184,-10.46956898,-11.49478054,-12.92982759,-12.18903852,0.04269081501,6184,8.920128883,9.28312397,5.472004032,7.759566426,0.9928848642
3,4000,Case1024,inner,CenterA,false,predicted_scar_voxels,2218,1.485916622,1.482738018,0.3344865799,0.7837380171,1,2218,8.018614632,7.900932789,4.230179882,5.737089515,1,2218,6.799600653,6.774993896,4.957695389,5.81784153,1,2218,6.799600653,6.774993896,4.957695389,5.81784153,1,2218,6.799600653,6.774993896,4.957695389,5.81784153,1,2218,5.313684031,5.303833723,3.106041813,4.045107007,1
3,4000,Case1001,actual-train,CenterA,false,gt_scar_voxels,1792,0.8676167001,1.611979485,-2.410613275,0.3367493153,0.7818080357,1792,5.782262618,6.194802761,0.5622526824,3.280461729,0.91796875,1792,5.794072554,6.647784948,1.169169474,4.840754986,0.9235491071,1792,5.794072554,6.647784948,1.169169474,4.840754986,0.9235491071,1792,5.794072554,6.647784948,1.169169474,4.840754986,0.9235491071,1792,6.324001685,6.395915747,3.303991795,4.773637056,1
3,4000,Case1001,actual-train,CenterA,false,non_scar_myocardium_voxels,10377,-18.50703368,-18.84897804,-21.47068024,-20.24136162,0.0006745687578,10377,-14.63333609,-14.8041687,-19.24063377,-17.22104073,0.003083742893,10377,-11.43344452,-11.65912724,-12.51559925,-12.12727547,0.003661944685,10377,-11.43344452,-11.65912724,-12.51559925,-12.12727547,0.003661944685,10377,-11.43344452,-11.65912724,-12.51559925,-12.12727547,0.003661944685,10377,8.516714643,8.817876816,5.718338776,7.380610943,1
3,4000,Case1001,actual-train,CenterA,false,predicted_scar_voxels,1437,2.063271553,2.08920002,0.7152608871,1.30528307,1,1437,7.083794418,6.968545914,3.529491997,4.890479565,1,1437,7.128864126,7.166437149,5.00651474,5.975958347,1,1437,7.128864126,7.166437149,5.00651474,5.975958347,1,1437,7.128864126,7.166437149,5.00651474,5.975958347,1,1437,6.5747796,6.531769276,4.123587894,5.131576061,1
3,4000,Case1002,actual-train,CenterA,false,gt_scar_voxels,4124,-0.07499752859,1.288118839,-6.751753092,-0.9227343202,0.6825897187,4124,6.213532783,6.908409595,-1.11955328,3.057731628,0.8646944714,4124,5.198973507,6.711239338,-2.42413497,4.251904726,0.8656644035,4124,5.198973507,6.711239338,-2.42413497,4.251904726,0.8656644035,4124,5.198973507,6.711239338,-2.42413497,4.251904726,0.8656644035,4124,6.701409235,6.962240458,3.522988105,5.177093625,1
3,4000,Case1002,actual-train,CenterA,false,non_scar_myocardium_voxels,9568,-17.87088959,-18.64656162,-21.34425488,-20.3473525,0.004703177258,9568,-15.23053666,-15.7864356,-21.37144814,-18.71332884,0.02591973244,9568,-11.0662271,-11.85213137,-12.87537947,-12.40497828,0.02414297659,9568,-11.0662271,-11.85213137,-12.87537947,-12.40497828,0.02414297659,9568,-11.0662271,-11.85213137,-12.87537947,-12.40497828,0.02414297659,9568,8.244918017,8.459895611,5.715440273,7.228522778,1
3,4000,Case1002,actual-train,CenterA,false,predicted_scar_voxels,2988,2.123648796,2.100697041,0.6491803169,1.27310288,1,2988,8.650384942,8.482079029,4.270263481,6.111389279,1,2988,7.453131061,7.441596031,5.277805948,6.368473649,1,2988,7.453131061,7.441596031,5.277805948,6.368473649,1,2988,7.453131061,7.441596031,5.277805948,6.368473649,1,2988,6.83407746,6.80795908,4.158319378,5.295327902,1
3,4000,Case1003,actual-train,CenterA,false,gt_scar_voxels,3627,1.587922138,2.674475193,-3.689397955,0.8497071266,0.7981803143,3627,7.800354326,8.499344826,0.4384656787,4.510439157,0.9092914254,3627,6.200111607,7.23280859,0.2898086786,4.990977526,0.9035015164,3627,6.200111607,7.23280859,0.2898086786,4.990977526,0.9035015164,3627,6.200111607,7.23280859,0.2898086786,4.990977526,0.9035015164,3627,6.053639615,6.39439106,3.259684324,4.713979006,0.9988971602
3,4000,Case1003,actual-train,CenterA,false,non_scar_myocardium_voxels,13862,-17.71432381,-18.748703,-21.29893532,-20.37764645,0.005049776367,13862,-15.44677256,-16.47880268,-21.2135746,-19.27079153,0.02395036791,13862,-10.86929561,-11.7122426,-12.77367582,-12.34138989,0.02279613331,13862,-10.86929561,-11.7122426,-12.77367582,-12.34138989,0.02279613331,13862,-10.86929561,-11.7122426,-12.77367582,-12.34138989,0.02279613331,13862,8.37370213,8.657905579,6.156028557,7.417112708,0.988457654
3,4000,Case1003,actual-train,CenterA,false,predicted_scar_voxels,3189,3.15744667,3.173823357,1.252942467,2.18253231,1,3189,9.305691173,9.317687035,3.884213781,6.256232262,0.9993728442,3189,7.653587622,7.661108017,4.907470989,6.167778492,1,3189,7.653587622,7.661108017,4.907470989,6.167778492,1,3189,7.653587622,7.661108017,4.907470989,6.167778492,1,3189,5.966225751,6.159062862,3.18429451,4.56223774,1
3,4000,Case2001,actual-train,CenterB,true,gt_scar_voxels,2138,7.040347837,8.30929327,2.798466444,6.027536392,0.9349859682,2138,14.54676119,15.48190975,2.97252202,8.634783745,0.950888681,2138,12.10033184,13.2901783,5.440340424,9.258476019,0.9471468662,2138,12.10033184,13.2901783,5.440340424,9.258476019,0.9471468662,2138,12.10033184,13.2901783,5.440340424,9.258476019,0.9471468662,2138,5.059984005,4.807448149,1.932524621,3.034608841,0.9985968195
3,4000,Case2001,actual-train,CenterB,true,non_scar_myocardium_voxels,5904,-23.14445952,-24.31465626,-27.62660046,-26.43122959,0.003556910569,5904,-21.95565934,-22.08656311,-26.6260397,-24.19643354,0.006097560976,5904,-15.73854676,-16.27693748,-17.44876537,-16.92664957,0.005928184282,5904,-15.73854676,-16.27693748,-17.44876537,-16.92664957,0.005928184282,5904,-15.73854676,-16.27693748,-17.44876537,-16.92664957,0.005928184282,5904,7.405912771,8.095387936,3.389010644,5.563013077,0.9910230352
3,4000,Case2001,actual-train,CenterB,true,predicted_scar_voxels,2103,7.707385098,8.342777252,4.299380589,6.215340376,1,2103,15.2061244,15.66920757,4.617111206,9.252113819,0.9990489777,2103,12.86677446,13.40132332,6.795789051,9.512447834,1,2103,12.86677446,13.40132332,6.795789051,9.512447834,1,2103,12.86677446,13.40132332,6.795789051,9.512447834,1,2103,5.159389363,4.861626148,2.146583128,3.15756464,1
