lane,fold,checkpoint_step,pathology,case_count,dice_mean,hd95_vox_mean,exact_hd_vox_mean,precision_mean,sensitivity_mean,lesion_recall_mean,small_lesion_recall_mean,remote_fp_count_sum,remote_fp_voxels_sum,blood_pool_adjacent_fp_count_sum,blood_pool_adjacent_fp_voxels_sum,pred_component_count_sum,gt_component_count_sum,volume_ratio_mean
m0r_faithful_control,3,500,pure_edema,13,0.5394925499389109,9.409787408697756,25.249691491980613,0.5243219633926907,0.6055308571450699,0.5449140602986756,0.4203962703962704,63,1482,560,11368,452,124,1.2922419555362654
m0r_faithful_control,3,1000,scar,13,0.8201190860183643,6.570518560869565,13.966590445023039,0.842411708834214,0.8100551085063443,1.0,1.0,6,1379,205,4764,25,19,0.9845544151582337
m0r_faithful_control,3,1000,pure_edema,13,0.6477022554278131,10.263969042267345,20.870190803865476,0.6453263364900912,0.6982704849900703,0.6168005071851225,0.5058663558663559,16,2103,313,7896,122,124,1.211893946933037
m0r_faithful_control,3,1500,scar,13,0.8574615135559067,1.772245122841088,5.504621470762223,0.8499948994196901,0.8793695103167034,1.0,1.0,1,2,265,5308,17,19,1.0649333245882884
m0r_faithful_control,3,1500,pure_edema,13,0.7045209809523966,3.626057851853503,10.883832663759318,0.7900901146462965,0.6514334990543735,0.5692378134685827,0.4432012432012432,4,60,244,3396,110,124,0.8456553977789316
m0r_faithful_control,3,2000,scar,13,0.8634223602142542,1.8834831826337362,8.133580102052811,0.8756184834784791,0.8628784804971027,1.0,1.0,1,83,231,4109,18,19,1.0071073918270173
m0r_faithful_control,3,2000,pure_edema,13,0.7447701360610393,5.319123465468795,13.68814276930716,0.7601076446220356,0.7422241146568638,0.5796773739081431,0.4517482517482518,4,207,263,4362,76,124,0.9949625745725388
m0r_faithful_control,3,2500,scar,13,0.8681418670720009,5.684482822040952,8.24840807964139,0.8740404120841041,0.8733134998225581,1.0,1.0,2,84,256,4096,21,19,1.0196536339013678
m0r_faithful_control,3,2500,pure_edema,13,0.7573581682956759,4.134308310800501,11.658921624568848,0.7616396192734455,0.7699014422681905,0.580501549732319,0.45303030303030306,2,2,318,4556,77,124,1.0368958579385936
m0r_faithful_control,3,3000,scar,13,0.8687354125846076,1.6417239976750269,8.06173736492386,0.8831883486389529,0.864919386955526,1.0,1.0,1,41,228,3885,24,19,0.998374700479668
m0r_faithful_control,3,3000,pure_edema,13,0.7704404304962207,2.6152704237843056,11.190444892817954,0.7733059053376296,0.7786904446944137,0.6284868977176671,0.5214063714063714,2,9,324,4164,81,124,1.0223112177958162
m0r_faithful_control,3,3500,scar,13,0.8756370089578376,1.5260303692188029,3.3184170907338246,0.8787072112277655,0.8826012219760508,1.0,1.0,0,0,263,4099,18,19,1.0243103649895013
m0r_faithful_control,3,3500,pure_edema,13,0.7767040387503479,2.654000253290719,10.320856979403684,0.7919039851754646,0.7739548868700852,0.6079388560157791,0.48609168609168607,0,0,309,3849,85,124,0.9925683435383412
m0r_faithful_control,3,4000,scar,13,0.8742927044538453,1.5500330486732687,3.243207447328153,0.88122197671529,0.8774750380807282,1.0,1.0,0,0,240,3960,21,19,1.0148923075253173
m0r_faithful_control,3,4000,pure_edema,13,0.7765565966370076,2.6193441692013244,10.383719369663877,0.7907564485942711,0.7740598059650986,0.6097140039447733,0.49191919191919187,0,0,306,3796,78,124,0.9937516743771473
