variant,class_id,metric_name,group,n,dice_mean,hd_mean,hd95_mean,component_count_mean,remote_fp_mean,empty_prediction_rate,source_path
srr_propref_shared_dual_dict__checkpoint_best__argmax,5,myops_scar,gt_positive_only,43,0.17040663767879421,167.306480915144,130.7969840193123,20.348837209302324,16.348837209302324,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_best.csv
srr_propref_shared_dual_dict__checkpoint_best__argmax,5,myops_scar,t2_present,16,0.1933258592343318,179.70787335655476,156.7704935439725,30.9375,27.875,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_best.csv
srr_propref_shared_dual_dict__checkpoint_best__argmax,5,myops_scar,complete_modality,16,0.1933258592343318,179.70787335655476,156.7704935439725,30.9375,27.875,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_best.csv
srr_propref_shared_dual_dict__checkpoint_best__argmax,5,myops_scar,CenterB,7,0.24707003859762,171.35933033263916,140.18906595948522,11.571428571428571,9.142857142857142,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_best.csv
srr_propref_shared_dual_dict__checkpoint_best__argmax,5,myops_scar,CenterC,9,0.15152483084066318,186.201184597378,169.66715944301814,46.0,42.44444444444444,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_best.csv
srr_propref_shared_dual_dict__checkpoint_best__argmax,5,myops_scar,C0+LGE,4,0.22442929726615457,163.63611359304545,102.96452805603327,10.5,7.75,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_best.csv
srr_propref_shared_dual_dict__checkpoint_best__argmax,5,myops_scar,LGE-only,24,0.13902310347392602,159.4976818694658,116.96036799828208,14.541666666666666,9.875,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_best.csv
srr_propref_shared_dual_dict__checkpoint_best__argmax,5,myops_scar,no_T2_empty_GT,1,0.0,,,11.0,11.0,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_best.csv
srr_propref_shared_dual_dict__checkpoint_best__pathology_aware,4,myops_edema,all_cases,44,0.023697156307136168,239.84927361242032,193.81502774216165,74.3409090909091,70.97727272727273,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_best.csv
srr_propref_shared_dual_dict__checkpoint_best__pathology_aware,4,myops_edema,gt_positive_only,16,0.06516717984462446,239.84927361242032,193.81502774216165,78.375,69.125,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_best.csv
srr_propref_shared_dual_dict__checkpoint_best__pathology_aware,4,myops_edema,t2_present,16,0.06516717984462446,239.84927361242032,193.81502774216165,78.375,69.125,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_best.csv
srr_propref_shared_dual_dict__checkpoint_best__pathology_aware,4,myops_edema,complete_modality,16,0.06516717984462446,239.84927361242032,193.81502774216165,78.375,69.125,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_best.csv
srr_propref_shared_dual_dict__checkpoint_best__pathology_aware,4,myops_edema,CenterB,7,0.12030777529589001,232.56018712425953,173.11290384979858,34.57142857142857,26.428571428571427,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_best.csv
srr_propref_shared_dual_dict__checkpoint_best__pathology_aware,4,myops_edema,CenterC,9,0.02228005004919569,245.51856310321205,209.916679658444,112.44444444444444,102.33333333333333,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_best.csv
srr_propref_shared_dual_dict__checkpoint_best__pathology_aware,4,myops_edema,C0+LGE,4,0.0,,,158.75,158.75,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_best.csv
srr_propref_shared_dual_dict__checkpoint_best__pathology_aware,4,myops_edema,LGE-only,24,0.0,,,57.583333333333336,57.583333333333336,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_best.csv
srr_propref_shared_dual_dict__checkpoint_best__pathology_aware,4,myops_edema,no_T2_empty_GT,28,0.0,,,72.03571428571429,72.03571428571429,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_best.csv
srr_propref_shared_dual_dict__checkpoint_best__pathology_aware,5,myops_scar,all_cases,44,0.15238670941784227,177.4088796389179,143.42272072013836,28.204545454545453,24.272727272727273,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_best.csv
srr_propref_shared_dual_dict__checkpoint_best__pathology_aware,5,myops_scar,gt_positive_only,43,0.15593058638104793,177.4088796389179,143.42272072013836,28.488372093023255,24.46511627906977,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_best.csv
srr_propref_shared_dual_dict__checkpoint_best__pathology_aware,5,myops_scar,t2_present,16,0.1641803904068825,194.46870687782103,170.43185471533408,52.3125,48.75,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_best.csv
srr_propref_shared_dual_dict__checkpoint_best__pathology_aware,5,myops_scar,complete_modality,16,0.1641803904068825,194.46870687782103,170.43185471533408,52.3125,48.75,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_best.csv
srr_propref_shared_dual_dict__checkpoint_best__pathology_aware,5,myops_scar,CenterB,7,0.22868231225337568,176.3552348504824,156.11549178170156,15.142857142857142,12.714285714285714,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_best.csv
srr_propref_shared_dual_dict__checkpoint_best__pathology_aware,5,myops_scar,CenterC,9,0.11401222897072118,208.55696289908443,181.56680366371492,81.22222222222223,76.77777777777777,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_best.csv
srr_propref_shared_dual_dict__checkpoint_best__pathology_aware,5,myops_scar,C0+LGE,4,0.20229048165811636,164.21494944888562,130.72186740969124,10.25,8.75,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_best.csv
srr_propref_shared_dual_dict__checkpoint_best__pathology_aware,5,myops_scar,LGE-only,24,0.13620696005176977,167.68490275340318,127.00423805381376,15.125,10.541666666666666,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_best.csv
srr_propref_shared_dual_dict__checkpoint_best__pathology_aware,5,myops_scar,no_T2_empty_GT,1,0.0,,,16.0,16.0,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_best.csv
srr_propref_shared_dual_dict__checkpoint_final__argmax,4,myops_edema,all_cases,44,0.014662945986901502,202.9577260783343,163.20697113740462,52.97727272727273,48.0,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv
srr_propref_shared_dual_dict__checkpoint_final__argmax,4,myops_edema,gt_positive_only,16,0.04032310146397913,202.9577260783343,163.20697113740462,80.0,66.3125,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv
srr_propref_shared_dual_dict__checkpoint_final__argmax,4,myops_edema,t2_present,16,0.04032310146397913,202.9577260783343,163.20697113740462,80.0,66.3125,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv
srr_propref_shared_dual_dict__checkpoint_final__argmax,4,myops_edema,complete_modality,16,0.04032310146397913,202.9577260783343,163.20697113740462,80.0,66.3125,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv
srr_propref_shared_dual_dict__checkpoint_final__argmax,4,myops_edema,CenterB,7,0.08650442696991928,207.48553072637938,158.44451098076928,44.714285714285715,28.857142857142858,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv
srr_propref_shared_dual_dict__checkpoint_final__argmax,4,myops_edema,CenterC,9,0.004404292737136789,199.4361002409659,166.91110681478764,107.44444444444444,95.44444444444444,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv
srr_propref_shared_dual_dict__checkpoint_final__argmax,4,myops_edema,C0+LGE,4,0.0,,,27.75,27.75,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv
srr_propref_shared_dual_dict__checkpoint_final__argmax,4,myops_edema,LGE-only,24,0.0,,,39.166666666666664,39.166666666666664,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv
srr_propref_shared_dual_dict__checkpoint_final__argmax,4,myops_edema,no_T2_empty_GT,28,0.0,,,37.535714285714285,37.535714285714285,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv
srr_propref_shared_dual_dict__checkpoint_final__argmax,5,myops_scar,all_cases,44,0.1665337595497307,167.306480915144,130.7969840193123,20.136363636363637,16.227272727272727,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv
srr_propref_shared_dual_dict__checkpoint_final__argmax,5,myops_scar,gt_positive_only,43,0.17040663767879421,167.306480915144,130.7969840193123,20.348837209302324,16.348837209302324,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv
srr_propref_shared_dual_dict__checkpoint_final__argmax,5,myops_scar,t2_present,16,0.1933258592343318,179.70787335655476,156.7704935439725,30.9375,27.875,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv
srr_propref_shared_dual_dict__checkpoint_final__argmax,5,myops_scar,complete_modality,16,0.1933258592343318,179.70787335655476,156.7704935439725,30.9375,27.875,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv
srr_propref_shared_dual_dict__checkpoint_final__argmax,5,myops_scar,CenterB,7,0.24707003859762,171.35933033263916,140.18906595948522,11.571428571428571,9.142857142857142,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv
srr_propref_shared_dual_dict__checkpoint_final__argmax,5,myops_scar,CenterC,9,0.15152483084066318,186.201184597378,169.66715944301814,46.0,42.44444444444444,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv
srr_propref_shared_dual_dict__checkpoint_final__argmax,5,myops_scar,C0+LGE,4,0.22442929726615457,163.63611359304545,102.96452805603327,10.5,7.75,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv
srr_propref_shared_dual_dict__checkpoint_final__argmax,5,myops_scar,LGE-only,24,0.13902310347392602,159.4976818694658,116.96036799828208,14.541666666666666,9.875,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv
srr_propref_shared_dual_dict__checkpoint_final__argmax,5,myops_scar,no_T2_empty_GT,1,0.0,,,11.0,11.0,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv
srr_propref_shared_dual_dict__checkpoint_final__pathology_aware,4,myops_edema,all_cases,44,0.023697156307136168,239.84927361242032,193.81502774216165,74.3409090909091,70.97727272727273,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv
srr_propref_shared_dual_dict__checkpoint_final__pathology_aware,4,myops_edema,gt_positive_only,16,0.06516717984462446,239.84927361242032,193.81502774216165,78.375,69.125,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv
srr_propref_shared_dual_dict__checkpoint_final__pathology_aware,4,myops_edema,t2_present,16,0.06516717984462446,239.84927361242032,193.81502774216165,78.375,69.125,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv
srr_propref_shared_dual_dict__checkpoint_final__pathology_aware,4,myops_edema,complete_modality,16,0.06516717984462446,239.84927361242032,193.81502774216165,78.375,69.125,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv
srr_propref_shared_dual_dict__checkpoint_final__pathology_aware,4,myops_edema,CenterB,7,0.12030777529589001,232.56018712425953,173.11290384979858,34.57142857142857,26.428571428571427,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv
srr_propref_shared_dual_dict__checkpoint_final__pathology_aware,4,myops_edema,CenterC,9,0.02228005004919569,245.51856310321205,209.916679658444,112.44444444444444,102.33333333333333,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv
srr_propref_shared_dual_dict__checkpoint_final__pathology_aware,4,myops_edema,C0+LGE,4,0.0,,,158.75,158.75,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv
srr_propref_shared_dual_dict__checkpoint_final__pathology_aware,4,myops_edema,LGE-only,24,0.0,,,57.583333333333336,57.583333333333336,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv
srr_propref_shared_dual_dict__checkpoint_final__pathology_aware,4,myops_edema,no_T2_empty_GT,28,0.0,,,72.03571428571429,72.03571428571429,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv
srr_propref_shared_dual_dict__checkpoint_final__pathology_aware,5,myops_scar,all_cases,44,0.15238670941784227,177.4088796389179,143.42272072013836,28.204545454545453,24.272727272727273,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv
srr_propref_shared_dual_dict__checkpoint_final__pathology_aware,5,myops_scar,gt_positive_only,43,0.15593058638104793,177.4088796389179,143.42272072013836,28.488372093023255,24.46511627906977,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv
srr_propref_shared_dual_dict__checkpoint_final__pathology_aware,5,myops_scar,t2_present,16,0.1641803904068825,194.46870687782103,170.43185471533408,52.3125,48.75,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv
srr_propref_shared_dual_dict__checkpoint_final__pathology_aware,5,myops_scar,complete_modality,16,0.1641803904068825,194.46870687782103,170.43185471533408,52.3125,48.75,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv
srr_propref_shared_dual_dict__checkpoint_final__pathology_aware,5,myops_scar,CenterB,7,0.22868231225337568,176.3552348504824,156.11549178170156,15.142857142857142,12.714285714285714,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv
srr_propref_shared_dual_dict__checkpoint_final__pathology_aware,5,myops_scar,CenterC,9,0.11401222897072118,208.55696289908443,181.56680366371492,81.22222222222223,76.77777777777777,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv
srr_propref_shared_dual_dict__checkpoint_final__pathology_aware,5,myops_scar,C0+LGE,4,0.20229048165811636,164.21494944888562,130.72186740969124,10.25,8.75,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv
srr_propref_shared_dual_dict__checkpoint_final__pathology_aware,5,myops_scar,LGE-only,24,0.13620696005176977,167.68490275340318,127.00423805381376,15.125,10.541666666666666,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv
srr_propref_shared_dual_dict__checkpoint_final__pathology_aware,5,myops_scar,no_T2_empty_GT,1,0.0,,,16.0,16.0,0.0,results/20260703_srr_formal_training/variants/srr_propref_shared_dual_dict/subgroup_metrics_checkpoint_final.csv
srr_propref_scar_precision__checkpoint_best__argmax,4,myops_edema,all_cases,44,0.019533584140201864,226.18979243993985,189.03824512055948,71.5,69.36363636363636,0.0,results/20260703_srr_formal_training/variants/srr_propref_scar_precision/subgroup_metrics_checkpoint_best.csv
srr_propref_scar_precision__checkpoint_best__argmax,4,myops_edema,gt_positive_only,16,0.05371735638555512,226.18979243993985,189.03824512055948,66.6875,60.8125,0.0,results/20260703_srr_formal_training/variants/srr_propref_scar_precision/subgroup_metrics_checkpoint_best.csv
srr_propref_scar_precision__checkpoint_best__argmax,4,myops_edema,t2_present,16,0.05371735638555512,226.18979243993985,189.03824512055948,66.6875,60.8125,0.0,results/20260703_srr_formal_training/variants/srr_propref_scar_precision/subgroup_metrics_checkpoint_best.csv
srr_propref_scar_precision__checkpoint_best__argmax,4,myops_edema,complete_modality,16,0.05371735638555512,226.18979243993985,189.03824512055948,66.6875,60.8125,0.0,results/20260703_srr_formal_training/variants/srr_propref_scar_precision/subgroup_metrics_checkpoint_best.csv
srr_propref_scar_precision__checkpoint_best__argmax,4,myops_edema,CenterB,7,0.12239714428479005,213.4370540350802,163.10076986776016,35.142857142857146,24.714285714285715,0.0,results/20260703_srr_formal_training/variants/srr_propref_scar_precision/subgroup_metrics_checkpoint_best.csv
srr_propref_scar_precision__checkpoint_best__argmax,4,myops_edema,CenterC,9,0.00029974357503907717,236.10858897705293,209.21183698384786,91.22222222222223,88.88888888888889,0.0,results/20260703_srr_formal_training/variants/srr_propref_scar_precision/subgroup_metrics_checkpoint_best.csv
srr_propref_scar_precision__checkpoint_best__argmax,4,myops_edema,C0+LGE,4,0.0,,,377.25,377.25,0.0,results/20260703_srr_formal_training/variants/srr_propref_scar_precision/subgroup_metrics_checkpoint_best.csv
srr_propref_scar_precision__checkpoint_best__argmax,4,myops_edema,LGE-only,24,0.0,,,23.75,23.75,0.0,results/20260703_srr_formal_training/variants/srr_propref_scar_precision/subgroup_metrics_checkpoint_best.csv
srr_propref_scar_precision__checkpoint_best__argmax,4,myops_edema,no_T2_empty_GT,28,0.0,,,74.25,74.25,0.0,results/20260703_srr_formal_training/variants/srr_propref_scar_precision/subgroup_metrics_checkpoint_best.csv
srr_propref_scar_precision__checkpoint_best__argmax,5,myops_scar,all_cases,44,0.14467181965645765,157.37867640614377,131.56723291690724,15.25,11.159090909090908,0.0,results/20260703_srr_formal_training/variants/srr_propref_scar_precision/subgroup_metrics_checkpoint_best.csv
srr_propref_scar_precision__checkpoint_best__argmax,5,myops_scar,gt_positive_only,43,0.14803628057870086,157.37867640614377,131.56723291690724,15.465116279069768,11.279069767441861,0.0,results/20260703_srr_formal_training/variants/srr_propref_scar_precision/subgroup_metrics_checkpoint_best.csv
srr_propref_scar_precision__checkpoint_best__argmax,5,myops_scar,t2_present,16,0.17512719781148817,175.03412399430084,155.6068430150573,19.4375,16.625,0.0,results/20260703_srr_formal_training/variants/srr_propref_scar_precision/subgroup_metrics_checkpoint_best.csv
srr_propref_scar_precision__checkpoint_best__argmax,5,myops_scar,complete_modality,16,0.17512719781148817,175.03412399430084,155.6068430150573,19.4375,16.625,0.0,results/20260703_srr_formal_training/variants/srr_propref_scar_precision/subgroup_metrics_checkpoint_best.csv
srr_propref_scar_precision__checkpoint_best__argmax,5,myops_scar,CenterB,7,0.15854288348600665,172.50592865922178,159.25066734889091,11.571428571428571,9.857142857142858,0.0,results/20260703_srr_formal_training/variants/srr_propref_scar_precision/subgroup_metrics_checkpoint_best.csv
srr_propref_scar_precision__checkpoint_best__argmax,5,myops_scar,CenterC,9,0.18802610895352934,177.0004981438068,152.7727574220756,25.555555555555557,21.88888888888889,0.0,results/20260703_srr_formal_training/variants/srr_propref_scar_precision/subgroup_metrics_checkpoint_best.csv
srr_propref_scar_precision__checkpoint_best__argmax,5,myops_scar,C0+LGE,4,0.215431025445042,141.44100874841357,126.53988599778869,9.25,6.0,0.0,results/20260703_srr_formal_training/variants/srr_propref_scar_precision/subgroup_metrics_checkpoint_best.csv
srr_propref_scar_precision__checkpoint_best__argmax,5,myops_scar,LGE-only,24,0.11257503325500659,147.60058647125535,116.16924454969705,13.458333333333334,8.375,0.0,results/20260703_srr_formal_training/variants/srr_propref_scar_precision/subgroup_metrics_checkpoint_best.csv
srr_propref_scar_precision__checkpoint_best__argmax,5,myops_scar,no_T2_empty_GT,1,0.0,,,6.0,6.0,0.0,results/20260703_srr_formal_training/variants/srr_propref_scar_precision/subgroup_metrics_checkpoint_best.csv
srr_propref_scar_precision__checkpoint_best__pathology_aware,4,myops_edema,all_cases,44,0.022736210635122732,243.94111474433697,206.38651572831265,73.4090909090909,69.95454545454545,0.0,results/20260703_srr_formal_training/variants/srr_propref_scar_precision/subgroup_metrics_checkpoint_best.csv
srr_propref_scar_precision__checkpoint_best__pathology_aware,4,myops_edema,gt_positive_only,16,0.06252457924658751,243.94111474433697,206.38651572831265,63.8125,54.3125,0.0,results/20260703_srr_formal_training/variants/srr_propref_scar_precision/subgroup_metrics_checkpoint_best.csv
srr_propref_scar_precision__checkpoint_best__pathology_aware,4,myops_edema,t2_present,16,0.06252457924658751,243.94111474433697,206.38651572831265,63.8125,54.3125,0.0,results/20260703_srr_formal_training/variants/srr_propref_scar_precision/subgroup_metrics_checkpoint_best.csv
srr_propref_scar_precision__checkpoint_best__pathology_aware,4,myops_edema,complete_modality,16,0.06252457924658751,243.94111474433697,206.38651572831265,63.8125,54.3125,0.0,results/20260703_srr_formal_training/variants/srr_propref_scar_precision/subgroup_metrics_checkpoint_best.csv
srr_propref_scar_precision__checkpoint_best__pathology_aware,4,myops_edema,CenterB,7,0.1333968779129288,238.98323123117436,192.7254017195291,50.0,40.57142857142857,0.0,results/20260703_srr_formal_training/variants/srr_propref_scar_precision/subgroup_metrics_checkpoint_best.csv
srr_propref_scar_precision__checkpoint_best__pathology_aware,4,myops_edema,CenterC,9,0.007401680283877616,247.79724636568562,217.01182662403318,74.55555555555556,65.0,0.0,results/20260703_srr_formal_training/variants/srr_propref_scar_precision/subgroup_metrics_checkpoint_best.csv
srr_propref_scar_precision__checkpoint_best__pathology_aware,4,myops_edema,C0+LGE,4,0.0,,,83.5,83.5,0.0,results/20260703_srr_formal_training/variants/srr_propref_scar_precision/subgroup_metrics_checkpoint_best.csv
srr_propref_scar_precision__checkpoint_best__pathology_aware,4,myops_edema,LGE-only,24,0.0,,,78.125,78.125,0.0,results/20260703_srr_formal_training/variants/srr_propref_scar_precision/subgroup_metrics_checkpoint_best.csv
srr_propref_scar_precision__checkpoint_best__pathology_aware,4,myops_edema,no_T2_empty_GT,28,0.0,,,78.89285714285714,78.89285714285714,0.0,results/20260703_srr_formal_training/variants/srr_propref_scar_precision/subgroup_metrics_checkpoint_best.csv
srr_propref_scar_precision__checkpoint_best__pathology_aware,5,myops_scar,all_cases,44,0.13841053484454596,171.72208768141962,140.48078330303088,34.15909090909091,29.931818181818183,0.0,results/20260703_srr_formal_training/variants/srr_propref_scar_precision/subgroup_metrics_checkpoint_best.csv
srr_propref_scar_precision__checkpoint_best__pathology_aware,5,myops_scar,gt_positive_only,43,0.14162938449209353,171.72208768141962,140.48078330303088,34.651162790697676,30.325581395348838,0.0,results/20260703_srr_formal_training/variants/srr_propref_scar_precision/subgroup_metrics_checkpoint_best.csv
srr_propref_scar_precision__checkpoint_best__pathology_aware,5,myops_scar,t2_present,16,0.162589261177481,201.5298537448387,172.9857905270507,68.5,64.875,0.0,results/20260703_srr_formal_training/variants/srr_propref_scar_precision/subgroup_metrics_checkpoint_best.csv
srr_propref_scar_precision__checkpoint_best__pathology_aware,5,myops_scar,complete_modality,16,0.162589261177481,201.5298537448387,172.9857905270507,68.5,64.875,0.0,results/20260703_srr_formal_training/variants/srr_propref_scar_precision/subgroup_metrics_checkpoint_best.csv
srr_propref_scar_precision__checkpoint_best__pathology_aware,5,myops_scar,CenterB,7,0.15934603001158648,184.62752841431606,162.7751218447878,15.428571428571429,12.428571428571429,0.0,results/20260703_srr_formal_training/variants/srr_propref_scar_precision/subgroup_metrics_checkpoint_best.csv
srr_propref_scar_precision__checkpoint_best__pathology_aware,5,myops_scar,CenterC,9,0.16511177430651006,214.67610677968966,180.9274217243663,109.77777777777777,105.66666666666667,0.0,results/20260703_srr_formal_training/variants/srr_propref_scar_precision/subgroup_metrics_checkpoint_best.csv
