direction,arm,intervention,case_id,dice,precision,recall,specificity,hd95_mm,hd_mm,surface_dice,lesion_recall,lesion_precision,predicted_component_count,gt_component_count,remote_fp_component_count_5mm,remote_fp_component_count_10mm,remote_fp_component_count_15mm,remote_fp_volume_mm3_5mm,remote_fp_volume_mm3_10mm,remote_fp_volume_mm3_15mm,prediction_volume_mm3,gt_volume_mm3,volume_ratio,empty_gt,empty_prediction,small_lesion_recall,small_lesion_hit_count,small_lesion_gt_count,blood_pool_adjacent_fp_count_5mm,blood_pool_adjacent_fp_volume_mm3_5mm,query_precision,matched_query_recall,duplicate_query_rate,no_object_false_activation,active_query_count
BC,DENSE,query_enabled,Case3023,0.6309480566654558,0.5846516324469876,0.685207100591716,0.9986353256031275,2.9166667461395264,5.104166805744171,0.8062896405919662,1.0,1.0,1,1,0,0,0,0.0,0.0,0.0,36331.56665005207,30999.83892894042,1.171992110453649,False,False,,0,0,2,14980.198298994877,,,,,
BC,DENSE,query_enabled,Case3024,0.603140460314046,0.7006496751624188,0.5294561933534743,0.9987322804982836,12.57229278120625,20.838665984174707,0.7456896551724138,1.0,1.0,1,1,0,0,0,0.0,0.0,0.0,13506.752146840096,17874.00284099579,0.7556646525679759,False,False,,0,0,3,4016.2506383657455,,,,,
BC,DENSE,query_enabled,Case3025,0.5149345335515548,0.8080256821829855,0.37787119051193513,0.9991406243263673,9.140625,73.88671875,0.6376399502399147,1.0,0.8,5,1,1,1,1,113.72222125719418,113.72222125719418,113.72222125719418,25303.194229725705,54107.40827101217,0.46764750037531905,False,False,,0,0,3,4085.876949454905,,,,,
BC,DENSE,query_enabled,Case3026,0.7148091603053435,0.731105559025609,0.6992234169653524,0.9989748096074985,28.0000057220459,84.00318102381985,0.8248949812071634,1.0,0.5,2,1,1,1,0,44.64921869883594,44.64921869883594,0.0,23827.79971227878,24914.264033950454,0.9563918757467144,False,False,,0,0,4,6325.305982335091,,,,,
BC,DENSE,query_enabled,Case3027,0.22704225352112675,0.13993055555555556,0.6014925373134329,0.9971782691409499,184.00769796326662,207.13731819884762,0.3020304568527919,1.0,0.5,4,2,1,1,1,39.24912836860642,39.24912836860642,39.24912836860642,37679.163233862164,8765.638668988766,4.298507462686568,False,False,,0,0,2,32367.447861310757,,,,,
BC,DENSE,query_enabled,Case3028,0.6347648261758692,0.5863241405364563,0.6919304502897905,0.9978606762998101,4.323206080480215,73.74464412972664,0.8847225741069167,1.0,0.2857142857142857,7,6,1,1,1,139.07642435742088,139.07642435742088,139.07642435742088,66933.6900498351,56717.89451521728,1.1801159161836825,False,False,,0,0,9,27334.839041885814,,,,,
BC,DENSE,query_enabled,Case3029,0.7598602096854717,0.7049559981472904,0.8240389821331889,0.9989979376707793,2.0951311348319432,4.1902622696638865,0.9473161033797217,1.0,1.0,1,1,0,0,0,0.0,0.0,0.0,14215.64031730443,12161.318974553626,1.1689225771521388,False,False,,0,0,4,4115.227048779651,,,,,
BC,DENSE,query_enabled,Case3030,0.6893424036281179,0.896578843885175,0.5599214145383105,0.9992859082269888,3.231698960891643,63.11243215411071,0.852435182941604,1.0,0.3333333333333333,3,1,1,1,1,92.83449478971306,92.83449478971306,92.83449478971306,47215.62405004806,75604.41255674232,0.62450884086444,False,False,,0,0,15,4251.819861368858,,,,,
BC,DENSE,query_enabled,Case3031,0.8022646850672328,0.7127766599597586,0.9174490126254451,0.9982522057866987,2.9166667461395264,91.26242791545778,0.8798335780714636,1.0,0.3333333333333333,3,1,1,1,1,593.3593130235823,593.3593130235823,593.3593130235823,25367.705683674874,19708.461483116622,1.2871479443185496,False,False,,0,0,3,6597.134727595529,,,,,
BC,DENSE,query_enabled,Case3032,0.0,0.0,,0.9989284602729981,,,0.0,,0.0,16,0,10,10,10,2860.7384047795854,2860.7384047795854,2860.7384047795854,11785.264197468034,0.0,,True,False,,0,0,4,8838.948148101024,,,,,
BC,DENSE,query_enabled,Case3033,0.6610622850592281,0.8932874354561101,0.5246663970885564,0.9996378022306709,4.374400019645691,81.91428681901888,0.743573264781491,1.0,0.2,5,1,4,4,4,318.92277345696886,318.92277345696886,318.92277345696886,18529.41313784989,31547.840750363357,0.5873433077234129,False,False,,0,0,8,1569.1000454082869,,,,,
BC,DENSE,query_enabled,Case3034,0.6110464364247833,0.552514619883041,0.6834490740740741,0.9982237301481184,3.6453333497047424,115.002320549023,0.8673243748936894,1.0,0.5,2,1,0,0,0,0.0,0.0,0.0,52263.498755554516,42250.9126781746,1.2369791666666665,False,False,,0,0,7,23228.221669135346,,,,,
BC,DENSE,query_enabled,Case3035,0.23447313328681088,0.1696113074204947,0.37966101694915255,0.9983189498801804,138.03417983426618,161.14849809672347,0.34860736747529203,1.0,0.25,8,2,5,5,5,562.3674253534733,562.3674253534733,562.3674253534733,24218.47542663545,10819.460248648347,2.238418079096045,False,False,,0,0,7,19548.380720439218,,,,,
BC,DENSE,query_enabled,Case3036,0.7686180804460374,0.7297706075119738,0.811833987661245,0.9984004392823463,2.154465973927762,78.12806839677525,0.9365615615615616,1.0,0.25,4,1,3,3,3,657.9641456701211,657.9641456701211,657.9641456701211,32223.99710954778,28966.66843777348,1.1124509254066182,False,False,,0,0,11,7846.831663176999,,,,,
BC,DENSE,query_enabled,Case3037,0.5162120432321153,0.7615793470007594,0.39042428960685094,0.9993246948760686,28.037941308820717,90.74757008001161,0.6557638611886717,1.0,0.5,2,1,1,1,1,44.64920957437785,44.64920957437785,44.64920957437785,9800.501501575938,19117.30323276278,0.5126508369015181,False,False,,0,0,1,2291.992758151396,,,,,
BC,DENSE,query_enabled,Case3038,0.6745459786682041,0.9253888742420248,0.530692470517085,0.9994541674220887,4.327659609455496,14.156504917165858,0.7672067786531886,1.0,1.0,1,1,0,0,0,0.0,0.0,0.0,29250.81905614934,51005.778338352684,0.5734804959177502,False,False,,0,0,4,1773.7116749049164,,,,,
BC,DENSE,query_enabled,Case3039,0.6863242161440961,0.7333903621328771,0.6449348044132397,0.998943583995806,12.898506095105718,138.6887479212958,0.8624348138823953,1.0,0.07692307692307693,13,2,11,11,11,2591.780093219111,2591.780093219111,2591.780093219111,42874.39993829916,48754.80665923498,0.8793881644934803,False,False,,0,0,10,8826.72277030282,,,,,
BC,DENSE,query_enabled,Case3040,0.8099669768838187,0.8957503320053121,0.7391780821917808,0.9996682128932047,1.6302426341173635,70.79543183577024,0.9520059069652966,1.0,0.2,5,1,1,1,1,24.450755596406708,24.450755596406708,24.450755596406708,36822.8379281885,44622.62896344224,0.8252054794520547,False,False,,0,0,8,3667.6133394610065,,,,,
BC,DENSE,query_enabled,Case3041,0.7252608283275371,0.8881145954316686,0.6128773710927063,0.9996668929642953,22.999998092651367,137.84681745750407,0.8180392156862745,1.0,0.08333333333333333,12,1,4,4,4,611.436614559754,611.436614559754,611.436614559754,31586.815508156895,45772.14496594319,0.6900881645738712,False,False,,0,0,11,2690.3211040629176,,,,,
BC,DENSE,query_enabled,Case3042,0.7804754250909398,0.8465773536428702,0.7239485247959824,0.9991878795885775,2.2242711782455444,82.19109222468488,0.9344262295081968,1.0,0.5,6,1,2,2,2,442.51582228861434,442.51582228861434,442.51582228861434,68893.39187573313,80563.16627494429,0.8551475204017578,False,False,,0,0,13,9457.1952877681,,,,,
BC,DENSE,query_enabled,Case3043,0.4483417259940962,0.5854875283446712,0.36325267304445696,0.9989719132087781,19.24791240175132,23.477758047988292,0.5465465465465466,1.0,0.25,4,1,0,0,0,0.0,0.0,0.0,26956.958045038395,43448.99269481472,0.620427687113112,False,False,,0,0,6,11173.995307557865,,,,,
BC,DENSE,query_enabled,Case3044,0.7255678603184867,0.9408805031446541,0.5904486251808972,0.9997075789925578,3.006018888283859,4.89072790235209,0.8031319910514542,1.0,1.0,1,1,0,0,0,0.0,0.0,0.0,58315.06176935557,92925.11205636723,0.6275490067096434,False,False,,0,0,7,2714.034321341077,,,,,
BC,DENSE,query_enabled,Case3045,0.7546872951357021,0.7180638722554891,0.7952473058856038,0.9988720990237169,2.96875,99.80145389820387,0.8528466483011937,1.0,0.125,8,1,7,7,7,1532.9940795898438,1532.9940795898438,1532.9940795898438,50778.84521484375,45850.45928955078,1.1074882564244266,False,False,,0,0,4,12783.396911621094,,,,,
BC,QUERY,query_enabled,Case3001,0.5327800829875519,0.609879670677644,0.4729862475442043,0.9991990471782016,12.710558014746596,121.84313639680651,0.7215189873417721,1.0,0.14285714285714285,14,2,11,10,10,535.7902168269032,529.4117618646782,529.4117618646782,10071.580385353336,12986.534303090179,0.7755402750491159,False,False,,0,0,8,3393.338039903721,1.0,1.0,0.0,0,1
BC,QUERY,query_enabled,Case3002,0.2960635742007023,0.4238095238095238,0.22749218971882987,0.9988398243862735,88.47298385422701,104.60631909511446,0.4514480408858603,1.0,0.11764705882352941,17,1,9,8,7,4484.958257671678,3357.384006449138,3142.0046550920233,23945.116121467436,44608.864478141186,0.536779324055666,False,False,,0,0,8,9083.940877826535,1.0,1.0,0.0,0,1
BC,QUERY,query_enabled,Case3003,0.5014245014245015,0.6048109965635738,0.4282238442822384,0.9997410551439958,81.30403011256641,99.86788951351002,0.7104377104377104,1.0,0.16666666666666666,6,1,3,3,3,459.24893976936454,459.24893976936454,459.24893976936454,1856.1311315678483,2621.546031183456,0.708029197080292,False,False,,0,0,3,229.62446988468227,1.0,1.0,0.0,0,1
BC,QUERY,query_enabled,Case3004,0.4812518452908178,0.4209710743801653,0.5616815988973122,0.9987519330564057,60.000009536743164,107.97978941327662,0.6025588113908378,1.0,0.2,5,1,3,3,3,31.89229762227042,31.89229762227042,31.89229762227042,12348.697639343107,9255.144769982877,1.3342522398345966,False,False,,0,0,3,7048.197774521763,1.0,1.0,0.0,0,1
BC,QUERY,query_enabled,Case3005,0.2728260869565217,0.20786749482401656,0.3968379446640316,0.9979602695045897,96.84422985021153,146.0857861551274,0.39013732833957554,0.5,0.05263157894736842,19,2,17,17,16,7151.846605038737,7151.846605038737,7090.719710978577,29524.289831057355,15465.104197220518,1.9090909090909092,False,False,,0,0,4,16235.303062378536,1.0,0.5,0.0,0,1
BC,QUERY,query_enabled,Case3006,0.6291031274231067,0.4789452971271153,0.9164156626506024,0.99811163597362,23.01222501193659,92.0,0.7373351839000694,1.0,0.14285714285714285,7,1,2,1,1,64.6875,51.75,51.75,32874.1875,17181.0,1.9134036144578312,False,False,,0,0,3,16676.4375,1.0,1.0,0.0,0,1
BC,QUERY,query_enabled,Case3007,0.5816171688705831,0.72710027100271,0.4846459537572254,0.998934858167956,13.276653616405001,89.95483960824627,0.7360439926678887,1.0,0.08,25,1,19,18,16,2533.874721848406,2369.1728649282595,2128.454766352661,46749.98861810309,70137.65230076388,0.6665462427745664,False,False,,0,0,8,5739.226244986639,1.0,1.0,0.0,0,1
BC,QUERY,query_enabled,Case3008,0.5509931245225362,0.5593253198914308,0.5429055325555138,0.9976032813850988,5.25737452340774,83.71577681984242,0.7090284592737979,1.0,0.1,10,1,5,5,2,73.35226678922012,73.35226678922012,36.67613339461006,63058.4986831329,64965.65761965262,0.9706435829883328,False,False,,0,0,5,27531.550801553953,1.0,1.0,0.0,0,1
BC,QUERY,query_enabled,Case3009,0.5994035785288271,0.5092905405405406,0.7282608695652174,0.9993406194318659,79.59681553173216,120.0379332183698,0.766565349544073,1.0,0.05,20,1,7,7,7,729.2704230481717,729.2704230481717,729.2704230481717,8810.777356010562,6161.590921264144,1.4299516908212557,False,False,,0,0,5,3140.3277400645757,1.0,1.0,0.0,0,1
BC,QUERY,query_enabled,Case3010,0.20093603744149766,0.11426543647977289,0.8320413436692506,0.9970751907981003,42.63245395039687,96.91926141543976,0.30569033965593295,1.0,0.125,8,2,5,5,5,223.24606307931938,223.24606307931938,223.24606307931938,20970.24685858407,2879.8742137232202,7.281653746770026,False,False,,0,0,3,18350.826385120054,1.0,1.0,0.0,0,1
BC,QUERY,query_enabled,Case3011,0.6011692570939683,0.6713375796178344,0.544280919184095,0.9982993113199619,7.750085008677168,12.898506095105718,0.7877956081081081,1.0,0.42857142857142855,7,1,0,0,0,0.0,0.0,0.0,38387.69265320262,47348.89606555852,0.8107410276271624,False,False,,0,0,9,12482.112802203783,1.0,1.0,0.0,0,1
BC,QUERY,query_enabled,Case3012,0.6661307609860665,0.8270126413838988,0.5576491700314042,0.9997079724640497,10.15472365889117,24.937917009766014,0.7930907754502021,1.0,0.2857142857142857,7,1,0,0,0,0.0,0.0,0.0,11184.626236489401,16587.18022696931,0.6742934051144011,False,False,,0,0,9,1912.4743464922,1.0,1.0,0.0,0,1
BC,QUERY,query_enabled,Case3013,0.5729942391457075,0.6849177023849513,0.492512077294686,0.9989765724560515,17.329717001077306,94.41061918431785,0.6765690376569038,0.6666666666666666,0.36363636363636365,11,3,6,5,5,1075.8333341963457,855.7765158380022,855.7765158380022,36394.95268071047,50613.068222418995,0.7190821256038648,False,False,,0,0,6,10183.740538472228,1.0,0.5,0.0,0,1
BC,QUERY,query_enabled,Case3014,0.5529503712387651,0.6475972540045767,0.48244118649846573,0.9990877501430574,4.374400019645691,47.76360532839853,0.8022190062711047,1.0,0.5,6,1,1,1,1,141.3891540208241,141.3891540208241,141.3891540208241,16259.752712394771,21826.02046016195,0.7449710194340265,False,False,,0,0,9,5447.203197012803,1.0,1.0,0.0,0,1
BC,QUERY,query_enabled,Case3015,0.712372667963832,0.6127190391809412,0.8507381082558775,0.9978219996855353,9.808588882637496,28.498625087890165,0.8197209302325581,1.0,0.4,5,2,0,0,0,0.0,0.0,0.0,37795.55847932877,27221.13662480501,1.3884636413340623,False,False,1.0,1,1,8,14592.85098995151,1.0,1.0,0.0,0,1
BC,QUERY,query_enabled,Case3016,0.5565644171779142,0.49411764705882355,0.6370786516853932,0.9982932268596991,14.26684177386293,22.8515625,0.7532580364900087,1.0,0.5,6,1,0,0,0,0.0,0.0,0.0,18642.32127037576,14458.968131271831,1.2893258426966292,False,False,,0,0,9,9292.730079873581,1.0,1.0,0.0,0,1
BC,QUERY,query_enabled,Case3017,0.6509170946441672,0.6279728199320498,0.675601583917149,0.99849241215203,8.312639003255338,99.146760105379,0.7591164826005418,1.0,0.4166666666666667,12,1,4,4,4,102.05531994874767,102.05531994874767,102.05531994874767,22528.711878686052,20940.475961983666,1.0758452634785258,False,False,,0,0,5,7800.8535185824,1.0,1.0,0.0,0,1
BC,QUERY,query_enabled,Case3018,0.662007623888183,0.5350907223553577,0.8678511937812327,0.9985788244848238,35.36532957814074,114.51631874887723,0.8048206937095826,1.0,0.041666666666666664,24,1,23,22,19,2983.811173935747,2971.582439616338,2078.8848342994957,35720.1329469931,22023.950509255246,1.6218767351471404,False,False,,0,0,3,13573.895094543766,1.0,1.0,0.0,0,1
BC,QUERY,query_enabled,Case3019,0.5847457627118644,0.6574037316395395,0.526550079491256,0.999062100265068,3.80859375,97.54759580464105,0.8022085889570553,0.5,0.14285714285714285,7,2,5,5,4,357.4126466861344,357.4126466861344,341.1666172913101,20461.874022781194,25546.881223361197,0.8009538950715421,False,False,,0,0,4,6270.967346402176,1.0,1.0,0.0,0,1
BC,QUERY,query_enabled,Case3020,0.4682245654032488,0.8089611029049729,0.329456587126529,0.9995522138294374,12.0,69.29585977590938,0.6577380952380952,0.75,0.2,5,4,2,2,2,401.8428861694007,401.8428861694007,401.8428861694007,12954.649235080202,31809.372592488904,0.407258873069982,False,False,0.5,1,2,8,1728.5622563794855,1.0,0.6666666666666666,0.0,0,1
BC,QUERY,query_enabled,Case3021,0.6121625814458579,0.5378953107960741,0.7102231821454283,0.9982505031738659,3.0931679175140347,80.40914610252547,0.8698481561822126,1.0,0.08333333333333333,12,2,2,1,1,158.9299113766436,146.70453357844025,146.70453357844025,44842.6857638099,33962.09952340892,1.3203743700503958,False,False,,0,0,18,20477.50781199062,1.0,1.0,0.0,0,1
BC,QUERY,query_enabled,Case3022,0.7226962457337884,0.7787312289304321,0.6741841337224728,0.9991436416579192,9.47786670923233,85.6769669707758,0.8176127778976905,1.0,0.125,8,1,5,5,5,625.0890192028988,625.0890192028988,625.0890192028988,24281.73178165546,28047.148968758636,0.8657468824621916,False,False,,0,0,7,4680.726108078849,1.0,1.0,0.0,0,1
BC,QUERY,query_enabled,Case3023,0.603269467393215,0.5440710209258085,0.676923076923077,0.998409723028604,16.527638985948794,24.051450138119677,0.7391304347826086,1.0,0.16666666666666666,6,1,0,0,0,0.0,0.0,0.0,38569.424844922316,30999.83892894042,1.2441814595660747,False,False,,0,0,12,17584.918493024194,1.0,1.0,0.0,0,1
BC,QUERY,query_enabled,Case3024,0.685210051793593,0.6962962962962963,0.6744712990936556,0.9983513297298212,3.75,10.816653826391969,0.8446320232128726,1.0,0.5,4,1,0,0,0,0.0,0.0,0.0,17313.75275194645,17874.00284099579,0.9686555891238671,False,False,,0,0,1,5022.000798225403,1.0,1.0,0.0,0,1
BC,QUERY,query_enabled,Case3025,0.5411740725642071,0.8425896540780704,0.39858880048040835,0.9992872067991274,8.380633866865537,57.574047011498386,0.6664383561643835,1.0,0.5,4,1,2,2,2,105.59920545310888,105.59920545310888,105.59920545310888,25595.622798672775,54107.40827101217,0.4730520942801381,False,False,,0,0,7,2794.3174366053427,1.0,1.0,0.0,0,1
BC,QUERY,query_enabled,Case3026,0.7030825746685833,0.7555784414692757,0.6574074074074074,0.9991522235081753,28.0000057220459,56.0000114440918,0.8310825769315917,1.0,1.0,1,1,0,0,0,0.0,0.0,0.0,21677.19567828485,24914.264033950454,0.8700716845878137,False,False,,0,0,7,5223.958587763806,1.0,1.0,0.0,0,1
BC,QUERY,query_enabled,Case3027,0.20466200466200465,0.1212707182320442,0.655223880597015,0.9963762915370857,207.0274434640815,207.56253342918674,0.29156171284634763,1.0,0.2857142857142857,7,2,0,0,0,0.0,0.0,0.0,47360.61489811841,8765.638668988766,5.402985074626866,False,False,,0,0,5,41551.74389956466,1.0,1.0,0.0,0,1
BC,QUERY,query_enabled,Case3028,0.6549031538383531,0.6007441860465116,0.719794917521177,0.9979036581458414,4.689175371414857,90.52962825545589,0.8894959026570648,1.0,0.07692307692307693,13,6,7,7,7,252.86622610440162,252.86622610440162,252.86622610440162,67957.79826555794,56717.89451521728,1.1981720909496212,False,False,,0,0,14,26702.673476624812,1.0,1.0,0.0,0,1
BC,QUERY,query_enabled,Case3029,0.73018147086915,0.653139683895771,0.8278289117487818,0.9987226458220922,2.222222149372101,12.592592179775238,0.9235026041666666,1.0,0.25,4,1,0,0,0,0.0,0.0,0.0,15413.994433909063,12161.318974553626,1.267460747157553,False,False,,0,0,7,5346.5029817745235,1.0,1.0,0.0,0,1
BC,QUERY,query_enabled,Case3030,0.7285766026801883,0.8883589471824765,0.6175098231827112,0.999142003801249,3.231698960891643,64.74609375,0.8654026217228464,1.0,0.14285714285714285,7,1,3,3,3,176.38554010045482,176.38554010045482,176.38554010045482,52553.607500456565,75604.41255674232,0.6951129666011788,False,False,,0,0,16,4966.645471249649,1.0,1.0,0.0,0,1
BC,QUERY,query_enabled,Case3031,0.7778528021607022,0.6672845227062094,0.9323405632890903,0.9978022482571798,3.645833432674408,90.24303129480049,0.8702764976958526,1.0,0.1111111111111111,9,1,1,1,1,153.12498400608575,153.12498400608575,153.12498400608575,27536.976290427756,19708.461483116622,1.3972159274846228,False,False,,0,0,1,8817.446995683773,1.0,1.0,0.0,0,1
BC,QUERY,query_enabled,Case3032,0.0,0.0,,0.9991918989818149,,,0.0,,0.0,17,0,7,6,6,1625.975247161046,1564.8483581700293,1564.8483581700293,8887.849659293839,0.0,,True,False,,0,0,7,7029.592233966929,0.0,,0.0,1,1
