direction,train_center,test_center,case_id,target,context,probe_model,valid_voxels,positive_voxels,AUROC,AUPRC,prevalence,AUPRC_lift
CenterB->CenterC,CenterB,CenterC,Case3045,scar,GT_CONTEXT,raw,14075,3619,0.945657990123959,0.9206044927524444,0.25712255772646536,3.580411228375423
CenterC->CenterB,CenterC,CenterB,Case2001,scar,GT_CONTEXT,raw,8042,2138,0.8294517708975032,0.5737544274773273,0.26585426510818205,2.15815393160555
CenterC->CenterB,CenterC,CenterB,Case2002,scar,GT_CONTEXT,raw,5028,1880,0.9455581389061614,0.903444645008235,0.3739061256961018,2.41623386973479
CenterC->CenterB,CenterC,CenterB,Case2003,scar,GT_CONTEXT,raw,7734,2648,0.7901882188294863,0.690846656012535,0.34238427721748127,2.01775228006078
CenterC->CenterB,CenterC,CenterB,Case2004,scar,GT_CONTEXT,raw,11142,4320,0.8760825542634396,0.7786366986866793,0.3877221324717286,2.0082338186960604
CenterC->CenterB,CenterC,CenterB,Case2005,scar,GT_CONTEXT,raw,7662,2234,0.8223502393834418,0.55939098054984,0.2915687809971287,1.918555816012925
CenterC->CenterB,CenterC,CenterB,Case2006,scar,GT_CONTEXT,raw,6190,2268,0.9114631252996033,0.8512279972287206,0.3663974151857835,2.323236906016658
CenterC->CenterB,CenterC,CenterB,Case2007,scar,GT_CONTEXT,raw,7332,4374,0.6015849696389601,0.7237546975290308,0.5965630114566285,1.2132074627990064
CenterC->CenterB,CenterC,CenterB,Case2008,scar,GT_CONTEXT,raw,4820,1954,0.6248866997466502,0.5123140453705182,0.4053941908713693,1.2637429368914521
CenterC->CenterB,CenterC,CenterB,Case2009,scar,GT_CONTEXT,raw,3770,1808,0.5890289392258216,0.4946480992287834,0.47957559681697615,1.03142883522816
CenterC->CenterB,CenterC,CenterB,Case2010,scar,GT_CONTEXT,raw,10676,2602,0.8456888120016671,0.5105466168321924,0.24372424128887224,2.094771591583584
CenterC->CenterB,CenterC,CenterB,Case2011,scar,GT_CONTEXT,raw,12472,4254,0.7566444843460002,0.5580594342456011,0.34108402822322004,1.6361347587943433
CenterC->CenterB,CenterC,CenterB,Case2012,scar,GT_CONTEXT,raw,1186,441,0.9520187493341855,0.918632838201544,0.3718381112984823,2.47051824514066
CenterC->CenterB,CenterC,CenterB,Case2013,scar,GT_CONTEXT,raw,29470,5632,0.8517559220762877,0.5555818596710029,0.19110960298608753,2.907137323242979
CenterC->CenterB,CenterC,CenterB,Case2014,scar,GT_CONTEXT,raw,8760,2132,0.8519957970110317,0.5780241948128488,0.24337899543378996,2.374996222589379
CenterC->CenterB,CenterC,CenterB,Case2015,scar,GT_CONTEXT,raw,10182,4016,0.7792133444813027,0.6590311018450545,0.39442152818699666,1.6708801491499863
CenterC->CenterB,CenterC,CenterB,Case2016,scar,GT_CONTEXT,raw,11674,3968,0.8142594689517175,0.5705823942512096,0.3399006338872709,1.6786741105062049
CenterC->CenterB,CenterC,CenterB,Case2017,scar,GT_CONTEXT,raw,13702,2730,0.7601998560438225,0.35517039065561673,0.19924098671726756,1.7826171035762859
CenterC->CenterB,CenterC,CenterB,Case2018,scar,GT_CONTEXT,raw,21074,5434,0.8484369043259877,0.5733698189449792,0.2578532789218943,2.223628186316984
CenterC->CenterB,CenterC,CenterB,Case2019,scar,GT_CONTEXT,raw,5962,1152,0.8614265708015708,0.5115366067556595,0.19322375041932238,2.6473795568378833
CenterC->CenterB,CenterC,CenterB,Case2020,scar,GT_CONTEXT,raw,5604,1868,0.7993777769626161,0.5463930870461451,0.3333333333333333,1.6391792611384353
CenterC->CenterB,CenterC,CenterB,Case2021,scar,GT_CONTEXT,raw,12820,2672,0.9004163529464523,0.6281466489225812,0.20842433697347895,3.0137874398156774
CenterC->CenterB,CenterC,CenterB,Case2022,scar,GT_CONTEXT,raw,11866,2478,0.8707673113513963,0.4999043101206113,0.20883195685150852,2.3938113575024915
CenterC->CenterB,CenterC,CenterB,Case2023,scar,GT_CONTEXT,raw,10252,2590,0.8403382686859586,0.5596603110450306,0.25263363246195863,2.215304057464731
CenterC->CenterB,CenterC,CenterB,Case2024,scar,GT_CONTEXT,raw,8884,2098,0.8867982840238847,0.669296235466197,0.23615488518685276,2.834140970391656
CenterC->CenterB,CenterC,CenterB,Case2025,scar,GT_CONTEXT,raw,8646,2276,0.8766091051805336,0.6097558400094985,0.2632431182049503,2.316322053041355
CenterC->CenterB,CenterC,CenterB,Case2026,scar,GT_CONTEXT,raw,8026,3770,0.6594186892961847,0.6448121100139073,0.4697233989534014,1.3727485397802706
CenterC->CenterB,CenterC,CenterB,Case2027,scar,GT_CONTEXT,raw,9854,2094,0.9374814147441388,0.7889152154769383,0.2125025370407956,3.7124978669101005
CenterC->CenterB,CenterC,CenterB,Case2028,scar,GT_CONTEXT,raw,8902,1756,0.8045458631459561,0.38048928586863434,0.19725904291170523,1.928881334170036
CenterC->CenterB,CenterC,CenterB,Case2029,scar,GT_CONTEXT,raw,9174,1432,0.9249872638398405,0.6567332536570947,0.15609330717244385,4.207312059392589
CenterC->CenterB,CenterC,CenterB,Case2030,scar,GT_CONTEXT,raw,5336,1284,0.8506633392071298,0.48991195376908314,0.24062968515742128,2.035958088249087
CenterC->CenterB,CenterC,CenterB,Case2031,scar,GT_CONTEXT,raw,9708,2896,0.8680432321253038,0.686806607931076,0.29831067161104247,2.3023199412275153
CenterC->CenterB,CenterC,CenterB,Case2032,scar,GT_CONTEXT,raw,8798,930,0.8911114026600194,0.3937806630575367,0.10570584223687202,3.7252497565378575
CenterC->CenterB,CenterC,CenterB,Case2033,scar,GT_CONTEXT,raw,13188,2120,0.7878381327096303,0.5409324629892598,0.16075219896875947,3.3650081707086597
CenterC->CenterB,CenterC,CenterB,Case2034,scar,GT_CONTEXT,raw,8494,1338,0.9056712629330046,0.7103353220381168,0.15752295738168118,4.509408240203112
CenterC->CenterB,CenterC,CenterB,Case2035,scar,GT_CONTEXT,raw,8420,2412,0.7956936356831024,0.5792877278612569,0.2864608076009501,2.0222233286035585
CenterB->CenterC,CenterB,CenterC,Case3001,scar,GT_CONTEXT,rank_composite,8908,2036,0.845944134793736,0.6180395365546126,0.22855859901212394,2.7040747503086884
CenterB->CenterC,CenterB,CenterC,Case3002,scar,GT_CONTEXT,rank_composite,10358,3521,0.6578112552873903,0.46780247352987014,0.3399304885112956,1.3761709800688426
CenterB->CenterC,CenterB,CenterC,Case3003,scar,GT_CONTEXT,rank_composite,5734,411,0.8156181250808477,0.18578476351910042,0.07167771189396582,2.591946068171586
CenterB->CenterC,CenterB,CenterC,Case3004,scar,GT_CONTEXT,rank_composite,11060,1451,0.87172145571372,0.6206823051305794,0.13119349005424955,4.731044999823713
CenterB->CenterC,CenterB,CenterC,Case3005,scar,GT_CONTEXT,rank_composite,11453,1265,0.8677050889910009,0.4357109994018258,0.11045141011088798,3.944820613556609
CenterB->CenterC,CenterB,CenterC,Case3006,scar,GT_CONTEXT,rank_composite,10913,1328,0.49545718083602014,0.11497817014393157,0.1216897278475213,0.9448469659493413
CenterB->CenterC,CenterB,CenterC,Case3007,scar,GT_CONTEXT,rank_composite,16914,5536,0.9147922113154175,0.8298364847505176,0.32730282606125105,2.5353783061904362
CenterB->CenterC,CenterB,CenterC,Case3008,scar,GT_CONTEXT,rank_composite,14943,5314,0.7307886417477188,0.5508805744201578,0.3556180151241384,1.5490794925781743
CenterB->CenterC,CenterB,CenterC,Case3009,scar,GT_CONTEXT,rank_composite,12255,828,0.9257920156050441,0.4278860749266975,0.06756425948592411,6.333023971288259
CenterB->CenterC,CenterB,CenterC,Case3010,scar,GT_CONTEXT,rank_composite,8053,387,0.5300976626885654,0.12479037491264214,0.04805662486030051,2.5967361477299926
CenterB->CenterC,CenterB,CenterC,Case3011,scar,GT_CONTEXT,rank_composite,9568,3873,0.932905663508221,0.8834069349568238,0.4047867892976589,2.1824006077115645
CenterB->CenterC,CenterB,CenterC,Case3012,scar,GT_CONTEXT,rank_composite,10676,2229,0.8867112345348345,0.6579955698179495,0.20878606219557888,3.151530149563225
CenterB->CenterC,CenterB,CenterC,Case3013,scar,GT_CONTEXT,rank_composite,13877,4140,0.8807469292637923,0.7327575520259643,0.2983353750810694,2.4561537559092526
CenterB->CenterC,CenterB,CenterC,Case3014,scar,GT_CONTEXT,rank_composite,11874,2933,0.8839500284339282,0.6808904021974942,0.24701027454943575,2.7565266401953785
CenterB->CenterC,CenterB,CenterC,Case3015,scar,GT_CONTEXT,rank_composite,18808,3658,0.9511316035922893,0.8163862224098162,0.19449170565716717,4.197537471592078
CenterB->CenterC,CenterB,CenterC,Case3016,scar,GT_CONTEXT,rank_composite,8469,1780,0.8470893014021008,0.5966619890877984,0.21017829731963633,2.8388372952722274
CenterB->CenterC,CenterB,CenterC,Case3017,scar,GT_CONTEXT,rank_composite,15105,3283,0.8360146776638525,0.5571408458580547,0.21734524991724594,2.5633909462948266
CenterB->CenterC,CenterB,CenterC,Case3018,scar,GT_CONTEXT,rank_composite,10826,1801,0.6269806401798939,0.23490063224987398,0.16635876593386292,1.41201235132545
CenterB->CenterC,CenterB,CenterC,Case3019,scar,GT_CONTEXT,rank_composite,15660,3145,0.8980343714728336,0.6828779929121394,0.2008301404853129,3.4002764289361216
CenterB->CenterC,CenterB,CenterC,Case3020,scar,GT_CONTEXT,rank_composite,14932,4987,0.9220201583947322,0.869676683188895,0.3339807125636218,2.603972775892637
CenterB->CenterC,CenterB,CenterC,Case3021,scar,GT_CONTEXT,rank_composite,9312,2778,0.8146968077264563,0.6713682516742916,0.29832474226804123,2.250461180558317
CenterB->CenterC,CenterB,CenterC,Case3022,scar,GT_CONTEXT,rank_composite,14744,3769,0.6665731652112215,0.5718155850605104,0.25562940857297883,2.2368928060844167
CenterB->CenterC,CenterB,CenterC,Case3023,scar,GT_CONTEXT,rank_composite,12015,2535,0.9106737323046963,0.7288475639015842,0.21098626716604243,3.454478690444787
CenterB->CenterC,CenterB,CenterC,Case3024,scar,GT_CONTEXT,rank_composite,9536,2648,0.836374164008688,0.7348933729951463,0.27768456375838924,2.646504231450799
CenterB->CenterC,CenterB,CenterC,Case3025,scar,GT_CONTEXT,rank_composite,13561,6661,0.810641523555892,0.8240306768280441,0.4911879654892707,1.6776279850570646
CenterB->CenterC,CenterB,CenterC,Case3026,scar,GT_CONTEXT,rank_composite,10763,3348,0.9618164365396438,0.9199176065514223,0.311065688005203,2.9573097966884583
CenterB->CenterC,CenterB,CenterC,Case3027,scar,GT_CONTEXT,rank_composite,13038,670,0.9575432990287888,0.6728749682355091,0.05138824973155392,13.093946023663534
CenterB->CenterC,CenterB,CenterC,Case3028,scar,GT_CONTEXT,rank_composite,12658,4486,0.6147445939932992,0.5024086875345426,0.3544003792068257,1.4176302199759787
CenterB->CenterC,CenterB,CenterC,Case3029,scar,GT_CONTEXT,rank_composite,7053,1847,0.7398663946331552,0.4310608402646201,0.261874379696583,1.6460596136363648
CenterB->CenterC,CenterB,CenterC,Case3030,scar,GT_CONTEXT,rank_composite,14300,8144,0.9318980651712961,0.9336217134861298,0.5695104895104895,1.6393406806055568
CenterB->CenterC,CenterB,CenterC,Case3031,scar,GT_CONTEXT,rank_composite,13942,3089,0.9316713595443056,0.8381932216368634,0.22156075168555445,3.78313042928493
CenterB->CenterC,CenterB,CenterC,Case3032,scar,GT_CONTEXT,rank_composite,11270,0,,,0.0,
CenterB->CenterC,CenterB,CenterC,Case3033,scar,GT_CONTEXT,rank_composite,15060,4946,0.8647903587737079,0.7752279387671702,0.32841965471447543,2.360479732679657
CenterB->CenterC,CenterB,CenterC,Case3034,scar,GT_CONTEXT,rank_composite,15027,3456,0.43155714657813116,0.19765381498323661,0.2299860251547215,0.8594166312942988
CenterB->CenterC,CenterB,CenterC,Case3035,scar,GT_CONTEXT,rank_composite,11622,885,0.8723315384943242,0.39191785901539344,0.07614868353123387,5.146745036697065
CenterB->CenterC,CenterB,CenterC,Case3036,scar,GT_CONTEXT,rank_composite,11465,3566,0.8650756746152366,0.7966679202475284,0.31103358046227647,2.5613566196404696
CenterB->CenterC,CenterB,CenterC,Case3037,scar,GT_CONTEXT,rank_composite,8240,2569,0.9902000158008907,0.975007368290945,0.3117718446601942,3.1273105156548797
CenterB->CenterC,CenterB,CenterC,Case3038,scar,GT_CONTEXT,rank_composite,14892,6614,0.6847790343910174,0.6754298466411632,0.4441310770883696,1.5207894279074998
CenterB->CenterC,CenterB,CenterC,Case3039,scar,GT_CONTEXT,rank_composite,12504,3988,0.516739685943693,0.3977599590644752,0.31893793985924507,1.2471390491830987
CenterB->CenterC,CenterB,CenterC,Case3040,scar,GT_CONTEXT,rank_composite,13683,3650,0.613525366291239,0.46652235767582106,0.26675436673244174,1.7488836767337697
CenterB->CenterC,CenterB,CenterC,Case3041,scar,GT_CONTEXT,rank_composite,15717,3743,0.738012286929812,0.5703600094866305,0.23814977412992303,2.3949634702381433
CenterB->CenterC,CenterB,CenterC,Case3042,scar,GT_CONTEXT,rank_composite,14279,6372,0.8855272462337003,0.8813747020250439,0.446249737376567,1.9750705226327059
CenterB->CenterC,CenterB,CenterC,Case3043,scar,GT_CONTEXT,rank_composite,13114,3554,0.8604602804783579,0.7669293606706411,0.27100808296477047,2.8299132346186795
CenterB->CenterC,CenterB,CenterC,Case3044,scar,GT_CONTEXT,rank_composite,16278,7601,0.7660890958692239,0.7765677754445821,0.466949256665438,1.6630667344674264
CenterB->CenterC,CenterB,CenterC,Case3045,scar,GT_CONTEXT,rank_composite,14075,3619,0.8735814316728868,0.8420582615481833,0.25712255772646536,3.2749295471927824
CenterC->CenterB,CenterC,CenterB,Case2001,scar,GT_CONTEXT,rank_composite,8042,2138,0.9014788534227718,0.7980719546936109,0.26585426510818205,3.001915182247904
CenterC->CenterB,CenterC,CenterB,Case2002,scar,GT_CONTEXT,rank_composite,5028,1880,0.9666461650761036,0.9482293256674933,0.3739061256961018,2.5360090688596575
CenterC->CenterB,CenterC,CenterB,Case2003,scar,GT_CONTEXT,rank_composite,7734,2648,0.8639651766058833,0.819478414499608,0.34238427721748127,2.3934463964274806
CenterC->CenterB,CenterC,CenterB,Case2004,scar,GT_CONTEXT,rank_composite,11142,4320,0.8931021097321303,0.7920918108661295,0.3877221324717286,2.042936795525559
CenterC->CenterB,CenterC,CenterB,Case2005,scar,GT_CONTEXT,rank_composite,7662,2234,0.8702797886749234,0.7922146376742353,0.2915687809971287,2.7170763446105597
CenterC->CenterB,CenterC,CenterB,Case2006,scar,GT_CONTEXT,rank_composite,6190,2268,0.9620460532410217,0.9520374116324958,0.3663974151857835,2.598373711642482
CenterC->CenterB,CenterC,CenterB,Case2007,scar,GT_CONTEXT,rank_composite,7332,4374,0.7841324805468913,0.8489395020929749,0.5965630114566285,1.4230508526167562
CenterC->CenterB,CenterC,CenterB,Case2008,scar,GT_CONTEXT,rank_composite,4820,1954,0.8817054286267332,0.8585880967851929,0.4053941908713693,2.1179092254373746
CenterC->CenterB,CenterC,CenterB,Case2009,scar,GT_CONTEXT,rank_composite,3770,1808,0.6495956356616419,0.5459265664788691,0.47957559681697615,1.1383535152795001
CenterC->CenterB,CenterC,CenterB,Case2010,scar,GT_CONTEXT,rank_composite,10676,2602,0.9005648557910808,0.8149853592356134,0.24372424128887224,3.343883049653885
CenterC->CenterB,CenterC,CenterB,Case2011,scar,GT_CONTEXT,rank_composite,12472,4254,0.8985198589951786,0.8406458429835681,0.34108402822322004,2.4646297493396947
CenterC->CenterB,CenterC,CenterB,Case2012,scar,GT_CONTEXT,rank_composite,1186,441,0.8251168028732746,0.5993004863568756,0.3718381112984823,1.6117242104744998
CenterC->CenterB,CenterC,CenterB,Case2013,scar,GT_CONTEXT,rank_composite,29470,5632,0.7994566126753312,0.5226157977878656,0.19110960298608753,2.7346391265639913
CenterC->CenterB,CenterC,CenterB,Case2014,scar,GT_CONTEXT,rank_composite,8760,2132,0.9231873194735847,0.8632346921153676,0.24337899543378996,3.546874250905544
CenterC->CenterB,CenterC,CenterB,Case2015,scar,GT_CONTEXT,rank_composite,10182,4016,0.9222140387525474,0.9116798522728771,0.39442152818699666,2.311435322669929
CenterC->CenterB,CenterC,CenterB,Case2016,scar,GT_CONTEXT,rank_composite,11674,3968,0.8510503898826218,0.774314957629944,0.3399006338872709,2.2780627054868865
CenterC->CenterB,CenterC,CenterB,Case2017,scar,GT_CONTEXT,rank_composite,13702,2730,0.843179842396029,0.7121110756689553,0.19924098671726756,3.5741193988337088
CenterC->CenterB,CenterC,CenterB,Case2018,scar,GT_CONTEXT,rank_composite,21074,5434,0.8827823677197751,0.8128671020938756,0.2578532789218943,3.152440432375107
CenterC->CenterB,CenterC,CenterB,Case2019,scar,GT_CONTEXT,rank_composite,5962,1152,0.9448450854700854,0.8749592429608808,0.19322375041932238,4.528217887615253
CenterC->CenterB,CenterC,CenterB,Case2020,scar,GT_CONTEXT,rank_composite,5604,1868,0.935353227352136,0.8931232514157617,0.3333333333333333,2.679369754247285
CenterC->CenterB,CenterC,CenterB,Case2021,scar,GT_CONTEXT,rank_composite,12820,2672,0.9122476494586703,0.8233608038646631,0.20842433697347895,3.9504062520752172
CenterC->CenterB,CenterC,CenterB,Case2022,scar,GT_CONTEXT,rank_composite,11866,2478,0.9301284623820425,0.8046343302390635,0.20883195685150852,3.853022987335241
CenterC->CenterB,CenterC,CenterB,Case2023,scar,GT_CONTEXT,rank_composite,10252,2590,0.9173746685492966,0.8292724279498385,0.25263363246195863,3.2825100121010595
CenterC->CenterB,CenterC,CenterB,Case2024,scar,GT_CONTEXT,rank_composite,8884,2098,0.9389130933787585,0.8710162932912721,0.23615488518685276,3.6883263820780083
CenterC->CenterB,CenterC,CenterB,Case2025,scar,GT_CONTEXT,rank_composite,8646,2276,0.9503425271690398,0.8854067802204316,0.2632431182049503,3.3634565122081947
CenterC->CenterB,CenterC,CenterB,Case2026,scar,GT_CONTEXT,rank_composite,8026,3770,0.8072111021918191,0.8312494384029361,0.4697233989534014,1.76965729247267
CenterC->CenterB,CenterC,CenterB,Case2027,scar,GT_CONTEXT,rank_composite,9854,2094,0.9435056223476009,0.7813395208109055,0.2125025370407956,3.6768479646946814
CenterC->CenterB,CenterC,CenterB,Case2028,scar,GT_CONTEXT,rank_composite,8902,1756,0.9067581334827711,0.7185206891070197,0.19725904291170523,3.642523447853468
CenterC->CenterB,CenterC,CenterB,Case2029,scar,GT_CONTEXT,rank_composite,9174,1432,0.9730464245665736,0.8973540924156616,0.15609330717244385,5.748831315517654
CenterC->CenterB,CenterC,CenterB,Case2030,scar,GT_CONTEXT,rank_composite,5336,1284,0.9375080726259559,0.8072040969178274,0.24062968515742128,3.354549113047918
CenterC->CenterB,CenterC,CenterB,Case2031,scar,GT_CONTEXT,rank_composite,9708,2896,0.8978402388699824,0.838945774038038,0.29831067161104247,2.812322366837456
CenterC->CenterB,CenterC,CenterB,Case2032,scar,GT_CONTEXT,rank_composite,8798,930,0.9530388507142035,0.7712910433771987,0.10570584223687202,7.296579139389886
CenterC->CenterB,CenterC,CenterB,Case2033,scar,GT_CONTEXT,rank_composite,13188,2120,0.8528156984950664,0.6696980681884933,0.16075219896875947,4.166027416636721
CenterC->CenterB,CenterC,CenterB,Case2034,scar,GT_CONTEXT,rank_composite,8494,1338,0.9410950368511773,0.826887745184142,0.15752295738168118,5.249315775481392
CenterC->CenterB,CenterC,CenterB,Case2035,scar,GT_CONTEXT,rank_composite,8420,2412,0.849021647201189,0.7452046125574744,0.2864608076009501,2.6014190869543676
CenterB->CenterC,CenterB,CenterC,Case3001,scar,DEPLOYABLE_CONTEXT,raw,8908,2036,0.9068261399580542,0.7761827066829339,0.22855859901212394,3.395989956351461
CenterB->CenterC,CenterB,CenterC,Case3002,scar,DEPLOYABLE_CONTEXT,raw,10358,3521,0.6812655897706803,0.45423262177072,0.3399304885112956,1.3362514900031577
CenterB->CenterC,CenterB,CenterC,Case3003,scar,DEPLOYABLE_CONTEXT,raw,5734,411,0.9267609277646973,0.5540886959958279,0.07167771189396582,7.73027879036515
CenterB->CenterC,CenterB,CenterC,Case3004,scar,DEPLOYABLE_CONTEXT,raw,11060,1451,0.9345049606391436,0.7001715293836945,0.13119349005424955,5.33693805305559
CenterB->CenterC,CenterB,CenterC,Case3005,scar,DEPLOYABLE_CONTEXT,raw,11453,1265,0.9270898414161589,0.5734041528567881,0.11045141011088798,5.191460681951616
CenterB->CenterC,CenterB,CenterC,Case3006,scar,DEPLOYABLE_CONTEXT,raw,10913,1328,0.9827535494089032,0.933268887599197,0.1216897278475213,7.669249525881052
